word,ipa
আগারগাঁওয়ের,ɐgɐɾgɐ̃oʲeɾ
আগারগাঁও,ɐgɐɾgɐ̃o
আগারওয়ালা।,ɐgɐɾoʷɐlɐ।
আগামীর,ɐgɐmiɾ
আগামীকাল।,ɐgɐmikɐl।
আগামাসি,ɐgɐmɐʃi
আগাতে,ɐgɐt̪e
আগাছা,ɐgɐcʰɐ
আগা,ɐgɐ
আগস্ট-সেপ্টেম্বর,ɐgosto-septembɔɾ
আগমীকাল,ɐgomikɐl
আগমনী,ɐgomoni
আগমনকে,ɐgmonke
আগমন,ɐgomon
আগপুরুলিয়া,ɐgpuɾuliʲɐ
আখ্যা,ɐkkʰɐ
আখের,ɐkʰeɾ
আখিরাতের,ɐkʰiɾɐt̪eɾ
আখলাকুল,ɐkʰlɐkul
আখতারুজ্জামান।,ɐkʰt̪ɐɾuɟɟɐmɐn।
আখতার।,ɐkʰt̪ɐɾ।
আখ,ɐkʰ
আক্ষেপ।,ɐkkʰep।
আক্ষেপ,ɐkkʰep
আক্রান্ত।,ɐkɾɐnt̪o।
আক্রমণাÍক,ɐkɾomonɐk
আক্কেলপুরের,ɐkkelpuɾeɾ
আক্কাছ,ɐkkɐcʰ
আকৃতি,ɐkɾit̪i
আকুবদ­ী,ɐkubod̪i
আকুতি,ɐkut̪i
আকুঞ্জির,ɐkunɟiɾ
আকিব,ɐkibo
আকিফুজ্জামানসহ,ɐkipʰuɟɟɐmɐnoʃɔho
আকিজ,ɐkiɟ
আকাশবাণীর,ɐkɐʃbɐniɾ
আকাশপথে,ɐkɐʃpɔt̪ʰe
আকাশছোঁয়া।,ɐkɐʃcʰe͡ɐ̯̃ʲɐ।
আকাশও,ɐkɐʃo
আকাশ-বাতাস,ɐkɐʃ-bɐt̪ɐʃ
আকালুর,ɐkɐluɾ
আকান্দ,ɐkɐnd̪o
আকর্ষণের,ɐkoɾʃoneɾ
আকর্ষণই,ɐkoɾʃoni
আকর্ষণ।,ɐkoɾʃɔn।
আকবরশাহ,ɐkboɾʃɐho
"আকবর,","ɐkoboɾ,"
আকনের,ɐkoneɾ
আকতারী,ɐkot̪ɐɾi
আকটকৃতরা,ɐktkɾit̪ɔɾɐ
আওয়াশী,ɐ͡o̯ʷɐʃi
আওয়ালা,ɐ͡o̯ʷɐlɐ
আওলাদ,ɐ͡o̯lɐd̪
আওমী,ɐ͡o̯mi
আওতার,ɐ͡o̯t̪ɐɾ
আওতাভুক্ত,ɐ͡o̯t̪ɐbʱukt̪o
আওতাতেই,ɐ͡o̯t̪ɐt̪e͡i̯
আওতা,ɐ͡o̯t̪ɐ
আউয়ালসহ,ɐ͡u̯ʷɐlʃɔh
আউলিয়া,ɐ͡u̯liʲɐ
আউটের,ɐ͡u̯teɾ
আউটলেটটিতে,ɐ͡u̯tlettit̪e
আউটলেটটি,ɐ͡u̯tletti
আউটলেটগুলোর,ɐ͡u̯tletguloɾ
আউটলেট।,ɐ͡u̯tlet।
আউটডোর,ɐ͡u̯tdoɾ
আউটও,ɐ͡u̯to
আইয়ের,ɐ͡i̯ʲeɾ
আইয়ুবুর,ɐ͡i̯ʲubuɾ
আইয়ুবপুর,ɐ͡i̯ʲubpuɾ
আইয়ুব।,ɐ͡i̯ʲub।
আইয়ুব-মোনয়েমবিরোধী,ɐ͡i̯ʲub-monoʲemobiɾod̪ʱi
আইয়ানকে,ɐ͡i̯ʲɐnke
"আইড়,","ɐ͡i̯ɽ,"
আইসিসি।,ɐ͡i̯ʃisi।
আইসিএল।,ɐ͡i̯si͡e̯l।
আইসিএমএ,ɐ͡i̯ʃi͡e̯me
আইসি,ɐ͡i̯si
আইসল্যান্ডের,ɐ͡i̯ʃɔlɛndeɾ
"আইসল্যান্ড,","ɐ͡i̯ʃɔlɛnd,"
আইসক্রিম,ɐ͡i̯ʃɔkɾim
আইস,ɐ͡i̯s
"আইশ্যাডো,","ɐ͡i̯ʃʃɐdo,"
আইল্যান্ডের,ɐ͡i̯lɛndeɾ
আইল্যান্ড,ɐ͡i̯lɛnd
আইরিব,ɐ͡i̯ɾib
আইরিনের,ɐ͡i̯ɾineɾ
আইরিন,ɐ͡i̯ɾin
আইমানের,ɐ͡i̯mɐneɾ
আইমান,ɐ͡i̯mɐn
আইভ্রু,ɐ͡i̯bʱɾu
আইভীর,ɐ͡i̯bʱiɾ
আইবেরীয়,ɐ͡i̯beɾiʲo
আইফোনের,ɐ͡i̯pʰoneɾ
"আইফোন,","ɐ͡i̯pʰon,"
আইফোন,ɐ͡i̯pʰon
আইফেল,ɐ͡i̯pʰel
আইফার,ɐ͡i̯pʰɐɾ
"আইপ্যাড,","ɐ͡i̯ppɐd,"
আইপ্যাড,ɐ͡i̯ppɐd
আইপিও,ɐ͡i̯pi͡o̯
"আইপিএস,","ɐ͡i̯pi͡e̯s,"
আইপিএলটা,ɐ͡i̯pi͡e̯ltɐ
আইপিএম,ɐ͡i̯pi͡e̯m
আইপিইউ,ɐ͡i̯pi͡i̯͡u̯
আইপডের,ɐ͡i̯podeɾ
আইনী,ɐ͡i̯ni
আইনানুযায়ী,ɐ͡i̯nɐnuɟɐʲi
আইনানুগ,ɐ͡i̯nɐnug
আইনসভায়,ɐ͡i̯noʃbʱɐʲ
আইনশৃৃঙ্খলা,ɐ͡i̯nsnɾiŋkʰolɐ
আইনশৃংখলার,ɐ͡i̯nsɾiŋkʰɔlɐɾ
আইনমন্ত্রীকে,ɐ͡i̯nmɔnt̪ɾike
আইনমন্ত্রীও,ɐ͡i̯nmɔnt̪ɾi͡o̯
আইনপ্রয়োগকারী,ɐ͡i̯npɾoʲogkɐɾi
আইনপ্রণেতারা,ɐ͡i̯npɾonet̪ɐɾɐ
আইনদ্দিন,ɐ͡i̯nod̪d̪in
আইনটির,ɐ͡i̯ntiɾ
আইনজীবীর।,ɐ͡i̯noɟibiɾ।
"আইনজীবী,","ɐ͡i̯noɟibi,"
আইনগতভাবে,ɐ͡i̯ngɔt̪obʱɐbe
আইনকে,ɐ͡i̯nke
আইন-বিধি,ɐ͡i̯n-bid̪ʱi
আইন-কানুনের,ɐ͡i̯n-kɐnuneɾ
আইডিয়েল,ɐ͡i̯diʲel
আইডিসিওলের,ɐ͡i̯disi͡o̯leɾ
আইডিএ,ɐ͡i̯di͡e̯
আইটেম,ɐ͡i̯tem
"আইটি-সুডোকু,","ɐ͡i̯ti-ʃudoku,"
আইটপাড়া,ɐ͡i̯tpɐɽɐ
আইজিএমে,ɐ͡i̯ɟi͡e̯me
আইজিএম,ɐ͡i̯ɟi͡e̯m
আইছি,ɐ͡i̯cʰi
আইকিউ,ɐ͡i̯ki͡u̯
আইওয়াশ,ɐ͡i̯oʷɐʃ
আইওয়াতে,ɐ͡i̯oʷɐt̪e
আইওসি।,ɐ͡i̯͡o̯si।
"আইওয়া,","ɐ͡i̯͡o̯ʷɐ,"
"আইওএস,","ɐ͡i̯͡o̯es,"
আইওএনএস,ɐ͡i̯o͡e̯nes
আইএসের,ɐ͡i̯͡e̯seɾ
আইএসে,ɐ͡i̯eʃe
আইএসপিআরের,ɐ͡i̯espi͡ɐ̯ɾeɾ
আইএসএস-এ,ɐ͡i̯eʃɔ͡e̯ʃɔ-e
আইএস।,ɐ͡i̯es।
আইএস-এর,ɐ͡i̯͡e̯s-eɾ
আইএলও-ইউনেস্কোর,ɐ͡i̯͡e̯lo-i͡u̯neskoɾ
আইএমইআই,ɐ͡i̯͡e̯mi͡ɐ̯͡i̯
আইএএনএসের,ɐ͡i̯e͡e̯neʃeɾ
আইইউবিএটির,ɐ͡i̯͡i̯ubi͡e̯tiɾ
আইআরএফের,ɐ͡i̯ɐɾepʰeɾ
আইআরএফ-এর,ɐ͡i̯ɐɾɔ͡e̯pʰ-eɾ
আইআইটিবির,ɐ͡i̯ɐ͡i̯tibiɾ
আঃ,ɐʃ
আংশকা,ɐŋʃokɐ
আংটিসহ,ɐŋtiʃɔho
আংকারায়,ɐŋkɐɾɐʲ
আঁড়ার,ɐ̃ɽɐɾ
আঁধারে,ɐ̃d̪ʱɐɾe
আঁতকে,ɐ̃t̪ke
আঁটঘাট,ɐ̃tgʱɐt
আঁখির,ɐ̃kʰiɾ
আঁখিকে,ɐ̃kʰike
আঁকে।,ɐ̃ke।
আঁকাআঁকির,ɐ̃kɐ͡ɐ̯̃kiɾ
"আঁকা,","ɐ̃kɐ,"
"আÍীয়স্বজন,","ɐ͡i̯ʲoʃɟɔn,"
আÍহত্যায়,ɐhot̪t̪ɐʲ
আÍহত্যা,ɐhot̪t̪ɐ
আÍসাৎ,ɐʃɐt̪
আÍরক্ষার্থে,ɐɾɔkkʰɐɾt̪ʰe
আÍবিশ্বাসী,ɐbiʃʃɐʃi
অয়েলের,ɔʲeleɾ
অয়ন,ɔʲon
অ্যাসোসিয়েশনও,ɛʃoʃiʲeʃono
অ্যাসোসিয়েশন।,ɛʃoʃiʲeʃon।
অ্যাসিসটেন্ট,ɛʃistent
অ্যাসিল্যান্ড,ɛʃilɛnd
অ্যাসাঞ্জের,ɛʃɐnɟeɾ
অ্যাসাঞ্জ।,ɛʃɐnɟ।
অ্যাশেজের,ɛʃeɟeɾ
অ্যাশেজে,ɛʃeɟe
অ্যাশেজও,ɛʃeɟo
অ্যাশেজ,ɛʃeɟ
অ্যালোভেরা,ɛ͡ɛ̯lobʱeɾɐ
অ্যালেক্সিস,ɛ͡ɛ̯leksiʃ
অ্যালেক্সান্ডার,ɛ͡ɛ̯leksɐndɐɾ
অ্যালিগ্রির,ɛ͡ɛ̯ligɾiɾ
অ্যালায়েন্সের,ɛlɐʲenseɾ
অ্যালায়েন্স,ɛlɐʲens
"অ্যালার্ম,","ɛlɐɾmo,"
অ্যালার্ম,ɛlɐɾmo
অ্যালার্ট,ɛlɐɾt
অ্যালার্জির,ɛlɐɾɟiɾ
অ্যালার্জি,ɛlɐɾɟi
অ্যালান,ɛlɐn
অ্যালাইড,ɛlɐ͡i̯d
অ্যালবার্ট,ɛ͡ɛ̯lbɐɾt
অ্যালবামেই,ɛ͡ɛ̯lbɐme͡i̯
অ্যালবামটিতে,ɛ͡ɛ̯lbɐmtit̪e
অ্যালবামটি,ɛ͡ɛ̯lbɐmti
অ্যারেনা।,ɛɾenɐ।
অ্যারিনায়,ɛɾinɐʲ
অ্যারিথম্যান্টিকের,ɛɾit̪ɔmɛntikeɾ
অ্যারাইভেল,ɛɾɐ͡i̯bʱel
অ্যারন,ɛɾon
অ্যাম্ব্রয়ডারির,ɛmbɾoʲdɐɾiɾ
অ্যাম্বুলেন্সের,ɛmbulenseɾ
অ্যাম্বুলেন্সটি,ɛmbulensti
অ্যাম্বাসেডরের,ɛmbɐʃedoɾeɾ
অ্যাম্বাসেডর,ɛmbɐʃedoɾ
অ্যামোনিয়া,ɛmoniʲɐ
অ্যামোনিয়াম,ɛmoniʲɐm
অ্যামাজন,ɛmɐɟon
অ্যামপাতুয়ান,ɛmpɐt̪uʲɐn
অ্যামনেস্টির,ɛmnestiɾ
অ্যাভিরা,ɛbʱiɾɐ
অ্যাবোটের,ɛboteɾ
অ্যাবারডেনশায়ারে,ɛbɐɾdenʃɐʲɐɾe
অ্যাবটের,ɛbɔteɾ
অ্যাবট,ɛbot
অ্যাপ্লিকেশনে।,ɛplikeʃone।
অ্যাপ্লিকেশনটির,ɛplikeʃontiɾ
অ্যাপ্লিকেশনটি,ɛplikeʃonti
অ্যাপ্রোন,ɛpɾon
অ্যাপ্রোচ,ɛpɾoc
অ্যাপোলো,ɛpe͡ɐ̯le͡ɐ̯
অ্যাপেই,ɛpe͡i̯
অ্যাপার্টমেন্টে,ɛpɐɾtomente
অ্যাপলিকেশনটির,ɛpɔlikeʃontiɾ
অ্যাপটির।,ɛpɔtiɾ।
অ্যাপটি।,ɛpti।
অ্যাপগুলোর,ɛpguloɾ
অ্যান্ড্রয়েডের,ɛndɾoʲedeɾ
অ্যান্ড্রয়েডবিষয়ক,ɛndɾoʲedbiʃɔʲok
অ্যান্ডোসকপের,ɛndoʃokpeɾ
অ্যান্ডারসনকে,ɛndɐɾʃonke
অ্যান্ডারসন।,ɛndɐɾʃon।
অ্যান্টিবায়োটিকের,ɛntibɐʲotikeɾ
অ্যান্টিবডি,ɛntibdi
অ্যানেস্থেশিয়া,ɛnest̪ʰeʃiʲɐ
অ্যানিমেশন,ɛnimeʃon
অ্যানিমেল,ɛnimel
অ্যানিমেটেড,ɛnimeted
অ্যানিমাল,ɛnimɐl
অ্যানাজেন,ɛnɐɟen
অ্যানড্রয়েডচালিত,ɛndɾoʲedcɐlit̪o
অ্যানড্রয়েড,ɛndɾoʲed
অ্যানড্রোয়েড,ɛndɾoʲed
অ্যাথলেটের,ɛt̪ʰoleteɾ
অ্যাথলেটিক্সে,ɛt̪ʰoletikse
অ্যাথলেটদের,ɛt̪ʰoletd̪eɾ
অ্যাডমিরাল,ɛ͡ɛ̯dmiɾɐl
অ্যাডমিন,ɛ͡ɛ̯dmin
অ্যাডভোকেড,ɛdbʱoked
অ্যাডভারটাইজিংয়ের,ɛdbʱɐɾtɐ͡i̯ɟiŋʲeɾ
অ্যাডভান্স,ɛdbʱɐnʃo
অ্যাডভাইজরি,ɛdbʱɐ͡i̯ɟoɾi
অ্যাডজুটেন্ট,ɛdɟutent
অ্যাড.,ɛd.
অ্যাটাকের,ɛtɐkeɾ
অ্যাটাকে,ɛtɐke
অ্যাটাক,ɛtɐk
অ্যাট,ɛ͡ɛ̯t
অ্যাগ্রো,ɛgɾo
অ্যাগার।,ɛgɐɾ।
অ্যাগার,ɛgɐɾ
অ্যাক্টের,ɛkteɾ
অ্যাক্টিভিটি,ɛktibʱiti
অ্যাক্টিভ,ɛktibʱ
অ্যাকোনেক্স,ɛkonekʃo
অ্যাকাউন্টের,ɛkɐ͡u̯nteɾ
অ্যাকাউন্টেন্ড,ɛkɐ͡u̯ntend
অ্যাকসেসিবিলিটি,ɛkʃeʃibiliti
অ্যাকশনের,ɛkʃoneɾ
অ্যাকশন।,ɛkʃon।
অ্যাকর্ডের,ɛkɔɾdeɾ
অ্যাকর্ড,ɛkɔɾd
অ্যাকনি,ɛkoni
অ্যাকজিমা,ɛkoɟimɐ
অ্যাওয়ে,ɛ͡ɛ̯͡o̯ʷe
অ্যাওয়ার্ডে,ɛ͡ɛ̯͡o̯ʷɐɾde
অ্যাওয়ারনেস,ɛ͡ɛ̯oʷɐɾnes
অ্যাওয়ার্ড,ɛ͡ɛ̯oʷɐɾd
অ্যা,ɛ
অহেতুক,ɔhet̪uk
অহিদুল,ɔhid̪ul
অহিদুন্নেছা,ɔhid̪unnecʰɐ
অহিদুজ্জামান,ɔhid̪uɟɟɐmɐn
অহিদ,ɔhid̪
অস্বাস্থ্যকর।,ɔʃʃɐst̪ʰokɔɾ।
অস্বস্তিবোধ,ɔʃʃɔst̪ibod̪ʱ
অস্বচ্ছতা,ɔʃʃɔccʰot̪ɐ
অস্থিরতা।,ɔst̪ʰiɾot̪ɐ।
"অস্থিরতা,","ɔst̪ʰiɾot̪ɐ,"
অস্থায়ীভাবে,ɔst̪ʰɐʲibʱɐbe
অস্থাবর,ɔst̪ʰɐbɔɾ
অস্ত্রোপচারের,ɔst̪ɾopocɐɾeɾ
অস্ত্রে,ɔst̪ɾe
"অস্ত্রসজ্জা,","ɔst̪ɾoʃɔɟɟɐ,"
অস্ত্রশস্ত্রের,ɔst̪ɾoʃɔst̪ɾeɾ
অস্ত্রশস্ত্রে,ɔst̪ɾoʃɔst̪ɾe
অস্ত্রশস্ত্রসহ,ɔst̪ɾoʃɔst̪ɾoʃɔho
অস্ত্রবিরোধী,ɔst̪ɾobiɾod̪ʱi
অস্ত্রবহনকারী,ɔst̪ɾobɔhonkɐɾi
অস্ত্রটিও,ɔst̪ɾoti͡o̯
অস্ত্রটি,ɔst̪ɾoti
অস্ত্র।,ɔst̪ɾo।
অস্ত্র-বিস্ফোরক,ɔst̪ɾo-biʃpʰoɾɔk
অস্ত্র-গোলাবারুদের,ɔst̪ɾo-golɐbɐɾud̪eɾ
অস্ত্র-গুলি,ɔst̪ɾo-guli
অস্তাচলে।,ɔst̪ɐcɔle।
অস্ট্রেলীয়,ɔstɾeliʲo
অস্ট্রেলিয়াসহ,ɔstɾeliʲɐʃɔho
অস্ট্রেলিয়ারও,ɔstɾeliʲɐɾo
অস্ট্রেলিয়ার।,ɔstɾeliʲɐɾ।
অস্ট্রেলিয়ামুখী,ɔstɾeliʲɐmukʰi
অস্ট্রেলিয়ানরা,ɔstɾeliʲɐnɾɐ
অস্ট্রেলিয়াকে।,ɔstɾeliʲɐke।
অস্ট্রেলিয়াকে,ɔstɾeliʲɐke
"অস্ট্রেলিয়া,","ɔstɾeliʲɐ,"
অস্ট্রিয়ার,ɔstɾiʲɐɾ
অস্ট্রিয়াও,ɔstɾiʲɐ͡o̯
অস্ট্রিয়া,ɔstɾiʲɐ
অস্টিও,ɔsti͡o̯
অসুস্থ্য,ɔʃust̪ʰo
অসুস্থতাকে,ɔʃust̪ʰot̪ɐke
"অসুস্থ,","ɔʃust̪ʰo,"
অসুবিধার,ɔʃubid̪ʱɐɾ
অসুখে,ɔʃukʰe
অসুখ-বিসুখের,ɔʃukʰ-biʃukʰeɾ
অসুখ,ɔʃukʰ
"অসীমে,","ɔʃime,"
অসীমাকে,ɔʃimɐke
অসিম।,ɔʃim।
অসিম,ɔʃim
অসিদের,ɔʃid̪eɾ
অসিত,ɔʃit̪
"অসাম্প্রদায়িক,","ɔʃɐmpɾod̪ɐʲik,"
অসামান্য,ɔʃɐmɐnno
অসামাজিক,ɔʃɐmɐɟik
অসামঞ্জস্যার,ɔʃɐmonɟoʃʃɐɾ
অসাধারণজনকে,ɔʃɐd̪ʱɐɾonɟɔnke
অসাংবিধানিক,ɔʃɐŋbid̪ʱɐnik
অসহিষ্ণুতা,ɔʃohiʃnut̪ɐ
অসহিষ্ণু,ɔʃohiʃnu
অসহায়দের,ɔʃɔhɐʲod̪eɾ
অসহায়ত্বের,ɔʃɔhɐʲot̪t̪eɾ
অসহায়ত্বকে,ɔʃɔhɐʲot̪t̪oke
অসহায়ত্ব,ɔʃɔhɐʲot̪t̪o
অসহায়।,ɔʃɔhɐʲ।
অসম্মান!,ɔʃɔmmɐn!
অসম্মতি,ɔʃɔmmot̪i
অসম্ভবকে,ɔʃɔmbʱɔbke
অসম,ɔʃɔm
অসন্তুষ্ট।,ɔʃɔnt̪uʃto।
অসদুপায়ে,ɔʃod̪upɐʲe
অসদাচরণ,ɔʃod̪ɐcɔɾon
অসত্য,ɔʃot̪t̪o
অসতর্কভাবে,ɔʃot̪ɔɾkobʱɐbe
অসতর্কতার,ɔʃot̪ɔɾkot̪ɐɾ
অসতর্ক,ɔʃot̪ɔɾko
অসচ্ছলতার,ɔʃɔccʰɔlɔt̪ɐɾ
অসচেতনতা,ɔʃɔcet̪ɔnɔt̪ɐ
অসচেতন,ɔʃɔcet̪on
অসঙ্গত,ɔʃɔŋgɔt̪o
অসংগঠিতভাবে,ɔʃɔŋgotʰit̪obʱɐbe
অষ্টমীর,ɔʃtomiɾ
অষ্টমনিষা,ɔʃtomoniʃɐ
অষ্টগ্রাম,ɔʃtogɾɐm
অশ্রুসজল,osɾuʃɔɟɔl
অশ্রু,osɾu
অশ্বিনী,ɔʃʃini
অশোভন,ɔʃobʱɔn
অশান্তি,ɔʃɐnt̪i
অল্পের,ɔlpeɾ
অল্পসংখ্যক,ɔlpoʃɔŋkʰok
অল্পদিনের,ɔlpod̪ineɾ
অলৌকিকভাবে,ɔlo͡u̯kikbʱɐbe
অলৌকিক,ɔlo͡u̯kik
অলোয়া,ɔloʷɐ
অলিম্পিয়াড,olimpiʲɐd
"অলিম্পিক,","olimpik,"
অলিমকে,olimke
অলিতেগলিতে,ɔlit̪eglit̪e
অলিজা,oliɟɐ
অলিগলিতে,oligolit̪e
অলিখিত,ɔlikʰit̪o
অলিউল্লাহ,ɔli͡u̯llɐh
অলিউর,ɔli͡u̯ɾ
অলি-গলিতে।,oli-golit̪e।
অলি,oli
অলসভাবে,ɔloʃbʱɐbe
অলরাউন্ডার।,ɔloɾɐ͡u̯ndɐɾ।
অলরাউন্ডার!,ɔloɾɐ͡u̯ndɐɾ!
অলক,ɔlok
অল,ɔl
"অর্ষা,","ɔɾʃɐ,"
অর্পিত,ɔɾpit̪o
অর্পণও,ɔɾpono
অর্ন্তভূক্তসহ,ɔɾnt̪obʱukt̪oʃɔho
অর্ধেকে,ɔɾd̪ʱeke
অর্ধেককে,ɔɾd̪ʱekke
অর্ধাহারে-অনাহারে,ɔɾd̪ʱɐhɐɾe-ɔnɐhɐɾe
অর্ধশতাধিক।,ɔɾd̪ʱoʃɔt̪ɐd̪ʱik।
অর্ধশতকের,ɔɾd̪ʱoʃɔt̪ɔkeɾ
অর্ধশতকাল,ɔɾd̪ʱoʃɔt̪kɐl
অর্ধশতক।,ɔɾd̪ʱoʃɔt̪ok।
অর্ধলক্ষাধিক,ɔɾd̪ʱolɔkkʰɐd̪ʱik
অর্ধদিবস,ɔɾd̪ʱod̪ibɔʃ
অর্থেরও,ɔɾt̪ʰeɾo
অর্থের।,ɔɾt̪ʰeɾ।
অর্থায়নও,ɔɾt̪ʰɐʲono
অর্থায়ন-,ɔɾt̪ʰɐʲon-
অর্থায়ন,ɔɾt̪ʰɐʲon
অর্থাভাবে,ɔɾt̪ʰɐbʱɐbe
অর্থমন্ত্রীকে,ɔɾt̪ʰomɔnt̪ɾike
অর্থবছরে,ɔɾt̪ʰobɔcʰoɾe
অর্থপেডিক্স,ɔɾt̪ʰopedikʃo
অর্থনৈতিকসহ,ɔɾt̪ʰono͡i̯t̪ikʃɔho
অর্থনৈতিকভাবে,ɔɾt̪ʰono͡i̯t̪ikbʱɐbe
অর্থনীতিবিদ,ɔɾt̪ʰonit̪ibid̪
অর্থনীতিকে,ɔɾt̪ʰonit̪ike
"অর্থনীতি,","ɔɾt̪ʰonit̪i,"
অর্থদাতা,ɔɾt̪ʰod̪ɐt̪ɐ
অর্থদণ্ড,ɔɾt̪ʰod̪ɔnd̪o
অর্থডক্স,ɔɾt̪ʰodokʃo
অর্থগুলো,ɔɾt̪ʰogulo
অর্থকরী,ɔɾt̪ʰokɾi
অর্থই,ɔɾt̪ʰo͡i̯
অর্থ।,ɔɾt̪ʰo।
"অর্থ,","ɔɾt̪ʰo,"
অর্ণবের,ɔɾnobeɾ
অর্ডারের,ɔɾdɐɾeɾ
অর্ডার।,ɔɾdɐɾ।
অর্ড।,ɔɾd।
অর্জনেও,ɔɾɟone͡o̯
অর্জনকারী,ɔɾɟonkɐɾi
অর্জন।,ɔɾɟon।
অর্ঘ্যরে,ɔɾgʱoɾe
অর্গানোগ্রাম,ɔɾgɐnogɾɐm
অর্গানে,ɔɾgɐne
অর্গানাইজেশন।,ɔɾgɐnɐ͡i̯ɟeʃon।
অর্গানাইজেশন,ɔɾgɐnɐ͡i̯ɟeʃon
অর্ক।,ɔɾko।
অরূপরতন,ɔɾupoɾɔt̪on
অরূপ,ɔɾup
অরুন্ধতীসহ,oɾund̪ʱot̪iʃɔho
অরুনীকুঞ্জ,oɾunikunɟo
অরুন-বরুন,oɾunɔ-boɾun
অরুন,oɾun
অরুণের,oɾuneɾ
অরুণাচল,oɾunɐcɔl
অরিজিন,oɾiɟin
অরিগনও,oɾigɔno
অরাজকতারই,ɔɾɐɟkɔt̪ɐɾi
অরাজকতার,ɔɾɐɟkɔt̪ɐɾ
অরল্যান্ডো,ɔɾolɛndo
অরভিয়া,ɔɾbʱiʲɐ
অরবিস,ɔɾobiʃ
অরবিন্দু,ɔɾbind̪u
অযোগ্যতা,ɔɟoggot̪ɐ
অযোগ্য।,ɔɟoggo।
অযোক্তিকভাবে,ɔɟokt̪ikbʱɐbe
অযথা,ɔɟot̪ʰɐ
অযত্ন-অবহেলা,ɔɟɔt̪no-ɔbɔhelɐ
অযতœ,ɔɟɔt̪o
অমোঘ,ɔmogʱ
অমৃত,ɔmɾit̪o
অমূল্য,ɔmullo
অমুসলিম,ɔmuslim
অমুদ্রিত,omud̪ɾit̪o
অমীয়,ɔmiʲo
অমিয়ার,ɔmiʲɐɾ
অমিতাভ।,ɔmit̪ɐbʱ।
অমিছা,ɔmicʰɐ
অমার্জনীয়,ɔmɐɾɟoniʲo
অমত,ɔmɔt̪
অভয়ারণ্য,ɔbʱɔʲɐɾonno
অভ্যাসবশত,ɔbbʱɐʃɔbʃɔt̪
অভ্যাসও,ɔbbʱɐʃo
অভ্যাস।,ɔbbʱɐʃ।
অভ্যস্ত।,ɔbbʱost̪o।
অভ্যস্ত,ɔbbʱost̪o
অভ্যর্থনা,ɔbbʱoɾt̪ʰonɐ
অভূতপূর্ব,ɔbʱut̪puɾbo
অভীক্ষা,obʱikkʰɐ
অভিশাপে,obʱiʃɐpe
অভিশংসন,obʱiʃɔŋʃon
অভিযোজনের,obʱiɟoɟoneɾ
অভিযোগসমূহ,obʱiɟogʃɔmuho
অভিযোগগুলো,obʱiɟoggulo
অভিযোগকে,obʱiɟogke
অভিযোগকৃত,obʱiɟogkɾit̪o
অভিযোগকারীসহ,obʱiɟogkɐɾiʃɔho
অভিযোগকারীরা।,obʱiɟogkɐɾiɾɐ।
অভিযোগকারীর,obʱiɟogkɐɾiɾ
অভিযোগই,obʱiɟogi
অভিযোগে,obʱiɟe͡ɐ̯ge
অভিযুুক্ত,obʱiɟu͡u̯kt̪o
অভিযুক্তরা।,obʱiɟukt̪oɾɐ।
অভিযুক্তকেও,obʱiɟukt̪oke͡o̯
অভিযানসহ,obʱiɟɐnʃɔho
"অভিযান,","obʱiɟɐn,"
অভিযাগ,obʱiɟɐg
অভিমানের,obʱimɐneɾ
"অভিমান,","obʱimɐn,"
অভিমণ্যু,obʱimonnu
অভিভাবকসহ,obʱibʱɐbokʃɔho
অভিভাবকরাও,obʱibʱɐbokɾɐ͡o̯
অভিভাবকরা।,obʱibʱɐbokɾɐ।
"অভিভাবকত্ব,","obʱibʱɐbokt̪t̪o,"
অভিভাবককে,obʱibʱɐbokke
অভিভাবকও।,obʱibʱɐboko।
অভিভাবকও,obʱibʱɐboko
অভিভাবক।,obʱibʱɐbok।
"অভিভাবক,","obʱibʱɐbok,"
অভিব্যক্তি।,obʱibekt̪i।
অভিবাসী।,obʱibɐʃi।
অভিবাসনের,obʱibɐʃoneɾ
অভিনয়শৈলীর,obʱinɔʲʃo͡i̯liɾ
অভিনয়টুকুই,obʱinɔʲtuku͡i̯
অভিনয়কে,obʱinɔʲke
অভিনয়।,obʱinɔʲ।
অভিন্ন।,obʱinno।
অভিন্ন,obʱinno
অভিনেত্রীর,obʱinet̪ɾiɾ
অভিনেত্রীদের,obʱinet̪ɾid̪eɾ
অভিনেত্রী।,obʱinet̪ɾi।
অভিনেতাকে,obʱinet̪ɐke
অভিনেতা।,obʱinet̪ɐ।
"অভিনেতা,","obʱinet̪ɐ,"
"অভিনীত,","obʱinit̪o,"
অভিনবত্ব,obʱinbɔt̪t̪o
অভিনন্দন।,obʱinɔnd̪on।
অভিজ্ঞান,obʱiggɐn
অভিজ্ঞতাধারীদের,obʱiggot̪ɐd̪ʱɐɾid̪eɾ
অভিজ্ঞতাকে,obʱiggot̪ɐke
অভিজ্ঞতা।,obʱiggɔt̪ɐ।
অভিজ্ঞ।,obʱiggo।
অভিকে,obʱike
অভি,obʱi
অভাবের,ɔbʱɐbeɾ
অভাব-অনটনের,ɔbʱɐb-ɔntoneɾ
অভাব-অনটন,ɔbʱɐb-ɔnɔton
অব্যাহতির,ɔbbɛhot̪iɾ
অব্যবহিত,ɔbbobohit̪o
"অব্যবস্থাপনা,","ɔbɛbost̪ʰɐponɐ,"
অব্যবস্থাপনা,ɔbɛbost̪ʰɐponɐ
