,Inflected_Word,Lemma,POS
18923,এলেন,আসা,POSক্রি
18924,তিনি,তিনি,POSসর্ব
18925,পথে,পথ,POSবি
18926,পথে,পথ,POSবি
18927,দীপমালা,দীপমালা,NNP
18928,হঠাৎ,হঠাৎ,POSক্রিবিণ
18929,অমেঘবাহিনী,অমেঘবাহিনী,POSবিণ
18930,বিদ্যুল্লতার,বিদ্যুৎলতা,POSবি
18931,মতো,মতো,POSঅব্য
18932,গৌরী,গৌরী,NNP
18933,ব্রক্ষ্মচারীর,ব্রক্ষ্মচারী,POSবি
18934,শাস্ত্রাধ্যয়নের,শাস্ত্রঅধ্যয়ন,POSবি
18935,মাঝখানে,মাঝ,POSবি
18936,আসিয়া,আসা,POSক্রি
18937,ভাঙিয়া,ভাঙা,POSক্রি
18938,পড়িল,পড়া,POSক্রি
18939,অনাচারী,অনাচার,POSবি
18940,ব্যক্তি,ব্যক্তি,POSবি
18941,পরমাত্মীয়,পরমাত্মীয়,POSবিণ
18942,হইলেও,হওয়া,POSক্রি
18943,দেবালয়ের,দেবআলয়,POSবি
18944,প্রাঙ্গণে,প্রাঙ্গণ,POSবি
18945,প্রবেশ,প্রবেশ,POSবি
18946,করিতে,করা,POSক্রি
18947,পাইত,পাওয়া,POSক্রি
18948,না,না,POSঅব্য
18949,তবে,তবে,POSঅব্য
18950,বাজেটে,বাজেট,POSবি
18951,না,না,POSঅব্য
18952,হলেও,হওয়া,POSক্রি
18953,পরবর্তী,পরবর্তী,POSবিণ
18954,কালে,কাল,POSক্রিবিণ
18955,আলাদা,আলাদা,POSবিণ
18956,ভাবে,ভাব,POSবি
18957,শিল্প,শিল্প,POSবি
18958,বাণিজ্য,বাণিজ্য,POSবি
18959,মন্ত্রক,মন্ত্রী,POSবি
18960,বেশ,বেশ,POSক্রিবিণ
18961,কিছু,কিছু,POSবিণবিণ
18962,দাবি,দাবি,POSবি
18963,বিবেচনা,বিবেচনা,POSবি
18964,করবে,করা,POSক্রি
18965,সব,সব,POSসর্ব
18966,কিছু,কিছু,POSবিণবিণ
18967,মিটতে,মেটা,POSক্রি
18968,দু,দুই,POSবিণ
18969,এক,এক,POSবিণ
18970,মাস,মাস,POSবি
18971,সময়,সময়,POSবি
18972,লাগবে,লাগা,POSক্রি
18973,সীতারাম,সীতারাম,NNP
18974,ঘোষ,ঘোষ,NNP
18975,যাঁর,যিনি,POSসর্ব
18976,নামে,নাম,POSবি
18977,এই,এই,POSসর্ব
18978,রাস্তাটি,রাস্তা,POSবি
18979,তিনি,তিনি,POSসর্ব
18980,ছিলেন,ছিল,POSক্রি
18981,বড়িশা,বড়িশা,NNP
18982,ঘোষ,ঘোষ,NNP
18983,পরিবারের,পরিবার,POSবি
18984,আদি,আদি,POSবি
18985,পুরুষ,পুরুষ,POSবি
18986,উচ্চশাখায়,উচ্চশাখা,POSবি
18987,দুটি,দুই,POSবিণ
18988,একটি,এক,POSবিণ
18989,বিকচোন্মুখ,বিকচউন্মুখ,POSবিণ
18990,কুঁড়ি,কুঁড়ি,POSবি
18991,দেখিয়া,দেখা,POSক্রি
18992,যেমন,যেমন,POSক্রিবিণ
18993,সে,তিনি,POSসর্ব
18994,শরীর,শরীর,POSবি
18995,এবং,এবং,POSঅব্য
18996,বাহু,বাহু,POSবি
18997,প্রসারিত,প্রসারিত,POSবিণ
18998,করিয়া,করা,POSঅব্য
18999,তুলিতে,তোলা,POSক্রি
19000,যাইবে,যাওয়া,POSক্রি
19001,অমনি,অমনি,POSক্রিবিণ
19002,সেই,সেই,POSসর্ব
19003,প্রবল,প্রবল,POSবিণ
19004,চেষ্টার,চেষ্টা,POSবি
19005,ভরে,ভর,POSবি
19006,জীর্ণ,জীর্ণ,POSবিণ
19007,মঞ্চ,মঞ্চ,POSবি
19008,সশব্দে,সশব্দ,POSবিণ
19009,ভাঙিয়া,ভাঙা,POSক্রি
19010,পড়িল,পড়া,POSক্রি
19011,আর,আর,POSঅব্য
19012,প্ররোচনামূলক,প্ররোচনা,POSবি
19013,বক্তব্যের,বক্তব্য,POSবি
19014,জন্য,জন্য,POSঅব্য
19015,শ্রীঅরবিন্দের,শ্রীঅরবিন্দ,NNP
19016,উদ্দেশে,উদ্দেশ্য,POSবি
19017,জারি,জারি,POSবি
19018,হয়েছে,হওয়া,POSক্রি
19019,লুকআউট,লুকআউট,UNK
19020,নোটিস,নোটিস,UNK
19021,পুঁজির,পুঁজি,POSবি
19022,জন্য,জন্য,POSঅব্য
19023,নেওয়া,নেওয়া,POSক্রি
19024,ঋণে,ঋণ,POSবি
19025,সুদের,সুদ,POSবি
19026,উপর,উপর,POSবিণ
19027,ভর্তুকি,ভর্তুকি,POSবি
19028,দেওয়া,দেওয়া,POSক্রি
19029,হোক,হওয়া,POSক্রি
19030,তিনি,তিনি,POSসর্ব
19031,তাঁর,তিনি,POSসর্ব
19032,ভাইয়ের,ভাই,POSবি
19033,এই,এই,POSসর্ব
19034,দুঃখের,দুঃখ,POSবি
19035,কাহিনী,কাহিনী,POSবি
19036,মেয়েদের,মেয়ে,POSবি
19037,শোনালেন,শোনানো,POSক্রি
19038,চাইলে,চাওয়া,POSক্রি
19039,সে,তিনি,POSসর্ব
19040,অনেক,অনেক,POSবিণ
19041,কিছুই,কিছু,POSসর্ব
19042,পারে,পারা,POSক্রি
19043,কিন্তু,কিন্তু,POSঅব্য
19044,পিসিমা,পিসিমা,POSবি
19045,তাহার,তিনি,POSসর্ব
19046,সেই,সেই,POSসর্ব
19047,সুখবাসনায়,সুখবাসনা,POSবি
19048,একদিনের,একদিন,POSসর্ব
19049,জন্যও,জন্য,POSঅব্য
19050,প্রশ্রয়,প্রশ্রয়,POSবি
19051,দেন,দেওয়া,POSক্রি
19052,নাই,না,POSঅব্য
19053,সবে,সবে,POSসর্ব
19054,স্বাধীনতার,স্বাধীনতা,POSবি
19055,আস্বাদপ্রাপ্ত,স্বাদপ্রাপ্ত,POSবিণ
19056,ও,ও,POSসর্ব
19057,দেশভাগের,দেশভাগ,POSবি
19058,হিংস্রতায়,হিংস্র,POSবিণ
19059,জর্জরিত,জর্জরিত,POSবিণ
19060,ভারতে,ভারত,NNP
19061,প্রদেশ,প্রদেশ,POSবি
19062,ভাগাভাগির,ভাগ,POSবি
19063,আলোচনায়,আলোচনা,POSবি
19064,একটা,এক,POSবিণ
19065,বড়,বড়,POSবিণবিণ
19066,দর্শনের,দর্শন,POSবি
19067,কথা,কথা,POSবি
19068,প্রায়ই,প্রায়,POSক্রিবিণ
19069,উঠে,ওঠা,POSক্রি
19070,আসত,আসা,POSক্রি
19071,কতকগুলি,কত,POSবিণ
19072,বড়,বড়,POSবিণবিণ
19073,চিন্তা,চিন্তা,POSবি
19074,বা,বা,POSঅব্য
19075,লক্ষ্য,লক্ষ্য,POSবি
19076,থাকত,থাকা,POSক্রি
19077,নানা,নানা,POSবিণ
19078,অঞ্চলের,অঞ্চল,POSবি
19079,মধ্য,মধ্য,POSবিণ
19080,দিয়ে,দেওয়া,POSঅব্য
19081,একটা,এক,POSবিণ
19082,বৃহৎ,বৃহৎ,POSবিণ
19083,দেশ,তা,POSবি
19084,বা,বা,POSঅব্য
19085,রাজনৈতিক,রাজনীতি,POSবি
19086,অস্তিত্ব,অস্তিত্ব,POSবি
19087,তৈরির,তৈরি,POSক্রি
19088,চিন্তা,চিন্তা,POSবি
19089,আজ,আজ,POSবি
19090,যে,যে,POSসর্ব
19091,বিষয়টা,বিষয়,POSবি
19092,অর্থহীন,অর্থহীন,POSবিণ
19093,এলেবেলে,এলেবেলে,POSবি
19094,বলে,বলে,POSক্রিবিণ
19095,মনে,মন,POSবি
19096,করা,করা,POSক্রি
19097,হয়,হয়,POSঅব্য
19098,আমাদের,আমি,POSসর্ব
19099,এই,এই,POSসর্ব
19100,বৈষম্যের,বৈষম্য,POSবি
19101,গুণেই,গুণ,POSবি
19102,সংসারে,সংসার,POSবি
19103,শান্তিরক্ষা,শান্তিরক্ষা,POSবি
19104,হয়,হয়,POSঅব্য
19105,মানফ্রেডের,মানফ্রেড,NNP
19106,পরিবার,পরিবার,POSবি
19107,ফিলিপিন্সে,ফিলিপিন্স,NNP
19108,আসছে,আসা,POSক্রি
19109,ওই,ও,POSসর্ব
19110,বড়,বড়,POSবিণবিণ
19111,গ্রহগুলোর,গ্রহ,POSবি
19112,অভিকর্ষ,অভিকর্ষ,POSবি
19113,বল,বল,POSবি
19114,অত্যন্ত,অত্যন্ত,POSবিণ
19115,জোরালো,জোর,POSবিণ
19116,হওয়ায়,হওয়া,POSক্রি
19117,ধেয়ে,ধাওয়া,POSক্রি
19118,আসা,আসা,POSক্রি
19119,ধূমকেতু,ধূমকেতু,POSবি
19120,গ্রহাণু,গ্রহাণু,POSবি
19121,বা,বা,POSঅব্য
19122,উল্কাগুলোকে,উল্কা,POSবি
19123,তারা,সে,POSসর্ব
19124,নিজেদের,নিজ,POSসর্ব
19125,দিকে,দিক,POSবি
19126,টেনে,টানা,POSক্রি
19127,নেয়,নেওয়া,POSক্রি
19128,ইহা,ইহা,POSসর্ব
19129,হইতেই,হওয়া,POSক্রি
19130,পাঠকেরা,পাঠক,POSবি
19131,বুঝিবেন,বুঝা,POSক্রি
19132,যে,যে,POSসর্ব
19133,বালকটি,বালক,POSবি
19134,মন্দিরপ্রাঙ্গণ,মন্দিরপ্রাঙ্গণ,POSবিণ
19135,হইতে,হওয়া,POSক্রি
19136,মাধবীমঞ্জরী,মাধবীমঞ্জরী,POSবি
19137,আহরণ,আহরণ,POSবি
19138,করিবার,করা,POSক্রি
19139,প্রতিজ্ঞা,প্রতিজ্ঞা,POSবি
19140,করিয়াছিল,করা,POSক্রি
19141,তাহার,তিনি,POSসর্ব
19142,সাহসের,সাহস,POSবি
19143,সীমা,সীমা,POSবি
19144,ছিল,থাকা,POSক্রি
19145,না,না,POSঅব্য
19146,ইজরায়েল,ইজরায়েল,NNP
19147,অনেক,অনেক,POSবিণ
19148,দিন,দিন,POSবি
19149,পোলিয়ো,পোলিয়ো,POSবি
19150,মুক্ত,মুক্ত,POSবিণ
19151,হয়েছে,হওয়া,POSক্রি
19152,বিষয়টি,বিষয়,POSবি
19153,জানাজানি,জানা,POSক্রি
19154,হতেই,হওয়া,POSক্রি
19155,নড়ে,নড়া,POSক্রি
19156,বসেছেন,বসা,POSক্রি
19157,মেয়র,মেয়র,POSবি
19158,শোভন,শোভন,NNP
19159,চট্টোপাধ্যায়ও,চট্টোপাধ্যায়,NNP
19160,সশস্ত্র,সঅস্ত্র,POSবি
19161,রক্ষী,রক্ষা,POSবি
19162,কী,কী,POSসর্ব
19163,ভাবে,ভাব,POSবি
19164,নিয়োগ,নিয়োগ,POSবি
19165,করা,করা,POSক্রি
19166,দরকার,দরকার,POSবি
19167,বৈদ্যনাথ,বৈদ্যনাথ,NNP
19168,আরও,আর,POSবিণবিণ
19169,একটি,এক,POSবিণ
19170,স্ত্রী,স্ত্রী,POSবি
19171,বিবাহ,বিবাহ,POSবি
19172,করিলেন,করা,POSক্রি
19173,কারণ,কারণ,POSঅব্য
19174,সংসারে,সংসার,POSবি
19175,আশারও,আশা,POSবি
19176,অন্ত,অন্ত,POSবি
19177,নাই,না,POSঅব্য
19178,কন্যাদায়গ্রস্তের,কন্যাদায়গ্রস্ত,POSবি
19179,কন্যারও,কন্যা,POSবি
19180,শেষ,শেষ,POSবি
19181,নাই,না,POSঅব্য
19182,আর,আর,POSঅব্য
19183,সেই,সেই,POSসর্ব
19184,সুযোগেই,সুযোগ,POSক্রিবিণ
19185,বাবা,বাবা,POSবি
19186,কাকার,কাকা,POSবি
19187,বন্দুক,বন্দুক,POSবি
19188,নিয়ে,নেওয়া,POSক্রি
19189,অনেকেই,অনেক,POSসর্ব
19190,ঢুকে,ঢোকা,POSক্রি
19191,পড়েছেন,পড়া,POSক্রি
19192,সশস্ত্র,সশস্ত্র,POSবিণ
19193,রক্ষী,রক্ষা,POSবি
19194,হিসেবে,হিসাব,POSবি
19195,ছেলেরা,ছেলে,POSবি
19196,কহিল,কহা,POSক্রি
19197,জমিজমা,জমি,POSবি
19198,বেচিয়া,বেচা,POSক্রি
19199,কলিকাতায়,কলিকাতা,POSবি
19200,যাওয়া,যাওয়া,POSক্রি
19201,যাক,যাওয়া,POSক্রি
19202,এখানে,এখান,POSবি
19203,বড়ো,বড়ো,POSবিণ
19204,মুশকিল,মুশকিল,POSবি
19205,দেখিতেছি,দেখা,POSক্রি
19206,এ,এ,POSসর্ব
19207,পাড়ার,পাড়া,POSবি
19208,আড্ডা,আড্ডা,POSবি
19209,মানে,মানে,POSবি
19210,নিছক,নিছক,POSবিণ
19211,সময়,সময়,POSবি
19212,কাটানো,কাটানো,POSক্রি
19213,নয়,না,POSঅব্য
19214,আজ,আজ,POSবি
19215,সে,তিনি,POSসর্ব
19216,জজের,জজ,POSবি
19217,অনুগ্রহে,অনুগ্রহ,POSবি
19218,সেরেস্তাদারের,সেরেস্তাদার,POSবি
19219,সেরেস্তায়,সেরেস্তা,POSবি
19220,হেড,হেড,POSবি
19221,কেরানির,কেরানি,POSবি
19222,পদ,পদ,POSবি
19223,পেয়েছে,পাওয়া,POSক্রি
19224,বাবাকে,বাবা,POSবি
19225,প্রেরণা,প্রেরণা,POSবি
19226,জুগিয়েছে,জোগানো,POSক্রি
19227,কামদুনির,কামদুনি,NNP
19228,লড়াইয়ের,লড়াই,POSবি
19229,জন্য,জন্য,POSঅব্য
19230,অর্থ,অর্থ,POSবি
19231,মন্ত্রক,মন্ত্রী,POSবি
19232,সূত্রের,সূত্র,POSবি
19233,খবর,খবর,POSবি
19234,চা,চা,POSবি
19235,শিল্পকে,শিল্প,POSবি
19236,চাঙ্গা,চাঙ্গা,POSবিণ
19237,করতে,করা,POSক্রি
19238,ওই,ও,POSসর্ব
19239,শিল্পের,শিল্প,POSবি
19240,জন্য,জন্য,POSঅব্য
19241,প্রক্রিয়াকরণ,প্রক্রিয়াকরণ,POSবি
19242,যন্ত্রের,যন্ত্র,POSবি
19243,উপর,উপর,POSবিণ
19244,আমদানি,আমদানি,POSবি
19245,শুল্ক,শুল্ক,POSবি
19246,কমানো,কমানো,POSক্রি
19247,হতে,হতে,POSঅব্য
19248,পারে,পারা,POSক্রি
19249,অরুণ,অরুণ,NNP
19250,জেটলির,জেটলি,NNP
19251,বাজেটে,বাজেট,POSবি
19252,দেখতে,দেখা,POSক্রি
19253,একটু,এক,POSবিণ
19254,লালচে,লাল,POSবিণ
19255,দূর,দূর,POSবি
19256,থেকে,থেকে,POSঅব্য
19257,শোনা,শোনা,POSক্রি
19258,এক,এক,POSবিণ
19259,কাছে,কাছ,POSবি
19260,গিয়ে,গিয়ে,POSঅব্য
19261,জানা,জানা,POSক্রি
19262,আর,আর,POSঅব্য
19263,এক,এক,POSবিণ
19264,অর্থাৎ,অর্থাৎ,POSক্রিবিণ
19265,প্রায়,প্রায়,POSক্রিবিণ
19266,হাজার,হাজার,POSবিণ
19267,কোনও,কোনও,POSসর্ব
19268,সংস্থা,সংস্থা,POSবি
19269,কি,কি,POSঅব্য
19270,কখনও,কখন,POSঅব্য
19271,জানতে,জানা,POSক্রি
19272,চেয়েছে,চাওয়া,POSক্রি
19273,যে,যে,POSসর্ব
19274,হোমের,হোম,NNP
19275,সব,সব,POSসর্ব
19276,বৃদ্ধাদের,বৃদ্ধা,POSবিণ
19277,ওই,ও,POSসর্ব
19278,ফাংশনে,ফাংশন,POSবি
19279,যেতে,যাওয়া,POSক্রি
19280,ইচ্ছা,ইচ্ছা,POSবি
19281,করেছিল,করা,POSক্রি
19282,কি,কি,POSঅব্য
19283,না,না,POSঅব্য
19284,একটি,এক,POSবিণ
19285,মুখচোরা,মুখচোর,POSবি
19286,ভালোমানুষ,ভালোমানুষ,POSবি
19287,ছেলে,ছেলে,POSবি
19288,কোণে,কোণ,POSবি
19289,দাঁড়িয়ে,দাঁড়ানো,POSক্রি
19290,ছিল,থাকা,POSক্রি
19291,কাউন্সিলর,কাউন্সিলর,UNK
19292,স্বপ্না,স্বপ্ন,NNP
19293,দাস,দাস,NNP
19294,এলাকার,এলাকা,POSবি
19295,উন্নয়নে,উন্নয়ন,POSবি
19296,ভালই,ভাল,POSবি
19297,কাজ,কাজ,POSবি
19298,করছেন,করা,POSক্রি
19299,ঐতিহাসিক,ইতিহাস,POSবি
19300,ঘটনা,ঘটনা,POSবি
19301,বলে,বলে,POSক্রিবিণ
19302,কথা,কথা,POSবি
19303,ধনীগৃহের,ধনগৃহ,POSবি
19304,ভৃত্য,ভৃত্য,POSবি
19305,আশ্রিত,আশ্রয়,POSবি
19306,ভদ্রলোকের,ভদ্রলোক,POSবি
19307,প্রতি,প্রতি,POSবিণ
19308,স্বভাবতই,স্বভাব,POSবি
19309,প্রতিকূল,প্রতিকূল,POSবিণ
19310,কিন্তু,কিন্তু,POSঅব্য
19311,বিনোদার,বিনোদা,NNP
19312,ভাগ্যে,ভাগ্য,POSবি
19313,নবপ্রেমের,নবপ্রেম,POSবিণ
19314,বর্ষাবারিসিঞ্চনের,বর্ষাবারিসিঞ্চন,POSবি
19315,বদলে,বদল,POSবি
19316,স্বামীর,স্বামী,POSবি
19317,পিস্শাশুড়ীর,পিসিশাশুড়ী,POSবি
19318,এবং,এবং,POSঅব্য
19319,অন্যান্য,অন্যান্য,POSসর্ব
19320,গুরু,গুরু,POSবি
19321,ও,ও,POSসর্ব
19322,গুরুতর,গুরুতর,POSবিণ
19323,লোকের,লোক,POSবি
19324,সমুচ্চ,সমুচ্চ,POSবিণ
19325,আকাশ,আকাশ,POSবি
19326,হইতে,হওয়া,POSক্রি
19327,তর্জন,তর্জন,POSবি
19328,গর্জনের,গর্জন,POSবি
19329,শিলাবৃষ্টি,শিলাবৃষ্টি,POSবি
19330,ব্যবস্থা,ব্যবস্থা,POSবি
19331,হইল,হয়,POSক্রি
19332,অবশেষে,অবশেষ,POSবি
19333,শাস্ত্রজ্ঞ,শাস্ত্রজ্ঞ,POSবিণ
19334,পণ্ডিতের,পণ্ডিত,POSবি
19335,পরামর্শে,পরামর্শ,POSবি
19336,একটা,এক,POSবিণ
19337,প্রচুর,প্রচুর,POSবিণ
19338,ব্যয়সাধ্য,ব্যয়সাধ্য,POSবিণ
19339,যজ্ঞের,যজ্ঞ,POSবি
19340,আয়োজন,আয়োজন,POSবি
19341,করিলেন,করা,POSক্রি
19342,তাহাতে,তাহা,POSসর্ব
19343,বহুকাল,বহুকাল,POSবি
19344,ধরিয়া,ধরা,POSক্রি
19345,বহু,বহু,POSবিণ
19346,ব্রাক্ষ্মণের,ব্রাক্ষ্মণ,POSবি
19347,সেবা,সেবা,POSবি
19348,চলিতে,চলা,POSক্রি
19349,লাগিল,লাগা,POSক্রি
19350,লতাকুঞ্জের,লতাকুঞ্জ,POSবি
19351,নিকট,নিকট,POSবিণ
19352,পুনরায়,পুনরায়,POSক্রিবিণ
19353,ডাকিলেন,ডাকা,POSক্রি
19354,নলিন,নলিন,NNP
19355,উত্তর,উত্তর,POSবি
19356,পাইলেন,পাওয়া,POSক্রি
19357,না,না,POSঅব্য
19358,কিন্তু,কিন্তু,POSঅব্য
19359,শশী,শশী,NNP
19360,আমার,আমি,POSসর্ব
19361,একমাত্র,একমাত্র,POSবিণ
19362,কন্যা,কন্যা,POSবি
19363,মাতৃহীনা,মাতৃহীন,POSবিণ
19364,তাহাকে,তিনি,POSসর্ব
19365,বিমাতার,বিমাতা,POSবি
19366,হাতে,হাত,POSবি
19367,সমর্পণ,সমর্পণ,POSবি
19368,করিতে,করা,POSক্রি
19369,পারিলাম,পারা,POSক্রি
19370,না,না,POSঅব্য
19371,ফসল,ফসল,POSবি
19372,নষ্ট,নষ্ট,POSবিণ
19373,হওয়ায়,হওয়া,POSক্রি
19374,ঋণ,ঋণ,POSবি
19375,শোধ,শোধ,POSবি
19376,করতে,করা,POSক্রি
19377,না,না,POSঅব্য
19378,পেরে,পারা,POSক্রি
19379,প্রায়,প্রায়,POSক্রিবিণ
19380,কৃষক,কৃষক,POSবি
19381,আত্মঘাতী,আত্মঘাত,POSবি
19382,হয়েছেন,হওয়া,POSক্রি
19383,বলে,বলে,POSক্রিবিণ
19384,রাজ্য,রাজ্য,POSবি
19385,সরকারের,সরকার,POSবি
19386,রিপোর্টে,রিপোর্ট,UNK
19387,জানা,জানা,POSক্রি
19388,গেছে,যাওয়া,POSক্রি
19389,বাবাকে,বাবা,POSবি
19390,মিস্টু,মিস্টু,NNP
19391,বলেছিল,বলা,POSক্রি
19392,তোমার,তুমি,POSসর্ব
19393,ছাত্রী,ছাত্র,POSবি
19394,মানে,মানে,POSবি
19395,তোমার,তুমি,POSসর্ব
19396,মেয়েরই,মেয়ে,POSবি
19397,মতো,মতো,POSঅব্য
19398,তিনি,তিনি,POSসর্ব
19399,ছেলেদের,ছেলে,POSবি
19400,নূতন,নূতন,POSবিণ
19401,নামকরণ,নামকরণ,POSবি
19402,করিতেন,করা,POSক্রি
19403,তাঁদের,তিনি,POSসর্ব
19404,জন,জন,POSবি
19405,সশস্ত্র,সশস্ত্র,POSবিণ
19406,পরিচারিকা,পরিচারিকা,POSবি
19407,যেটুকু,যে,POSবিণ
19408,দেখিয়াছিল,দেখা,POSক্রি
19409,তাহাকে,তিনি,POSসর্ব
19410,হ্রস্ব,হ্রস্ব,POSবিণ
19411,এবং,এবং,POSঅব্য
19412,যাহা,যাহা,POSসর্ব
19413,না,না,POSঅব্য
19414,দেখিয়াছিল,দেখা,POSক্রি
19415,তাহাকেই,সে,POSসর্ব
19416,সুদীর্ঘতর,দীর্ঘ,POSবিণ
19417,করিয়া,করা,POSঅব্য
19418,বৈদ্যনাথের,বৈদ্যনাথ,NNP
19419,অন্তঃপুরে,অন্তঃপুর,POSবি
19420,একটা,এক,POSবিণ
19421,ঝড়,ঝড়,POSবি
19422,তুলিয়া,তোলা,POSক্রি
19423,দিল,দেওয়া,POSক্রি
19424,নৌকোয়,নৌকো,POSবি
19425,পাওয়া,পাওয়া,POSক্রি
19426,গিয়েছে,যাওয়া,POSক্রি
19427,প্রয়াত,প্রয়াত,POSবিণ
19428,স্ত্রীকে,স্ত্রী,POSবি
19429,লেখা,লেখা,POSক্রি
19430,মানফ্রেডের,মানফ্রেড,NNP
19431,চিঠি,চিঠি,POSবি
19432,এটা,এই,POSসর্ব
19433,কিন্তু,কিন্তু,POSঅব্য
19434,মোটেই,মোট,POSক্রিবিণ
19435,কাজের,কাজ,POSবি
19436,কথা,কথা,POSবি
19437,নয়,না,POSঅব্য
19438,ওই,ও,POSসর্ব
19439,ছেলেগুলি,ছেলে,POSবি
19440,বাঁচার,বাঁচা,POSবি
19441,প্রতিটি,প্রতি,POSবিণ
19442,মুহূর্ত,মুহূর্ত,POSবি
19443,বন্দুকের,বন্দুক,POSবি
19444,নলের,নল,POSবি
19445,সামনে,সামনে,POSক্রিবিণ
19446,কাটিয়েও,কাটানো,POSক্রি
19447,ভারতের,ভারত,NNP
19448,জয়গান,জয়গান,POSক্রি
19449,গাইতেই,গাওয়া,POSক্রি
19450,বাধ্য,বাধ্য,POSবিণ
19451,ভাবতে,ভাবা,NNP
19452,অবাক,অবাক,POSবিণ
19453,লেগেছিল,লাগা,POSক্রি
19454,বিধবা,বিধবা,POSবি
19455,তাঁহার,তিনি,POSসর্ব
19456,সমস্ত,সমস্ত,POSবিণ
19457,বাকি,বাকি,POSবিণ
19458,বকেয়া,বকেয়া,POSবিণ
19459,আদায়,আদায়,POSবি
19460,সীমাসরহদ্দ,সীমাসরহদ্দ,POSবি
19461,স্থির,স্থির,POSবি
19462,এবং,এবং,POSঅব্য
19463,বহুকালের,বহুকাল,POSবি
19464,বেদখল,দখল,POSবি
19465,উদ্ধার,উদ্ধার,POSবি
19466,করিয়া,করা,POSঅব্য
19467,সমস্ত,সমস্ত,POSবিণ
19468,পরিষ্কার,পরিষ্কার,POSবিণ
19469,করিয়াছিলেন,করা,POSক্রি
19470,জীবনযাত্রার,জীবনযাত্রা,POSবি
19471,পক্ষে,পক্ষ,POSবি
19472,জগন্নাথদেবের,জগন্নাথদেব,NNP
19473,রথের,রথ,POSবি
19474,মতো,মতো,POSঅব্য
19475,অচল,চলা,POSবিণ
19476,নায়েব,নায়েব,POSবি
19477,মনে,মন,POSবি
19478,মনে,মন,POSবি
19479,উদ্গতপক্ষ,উদ্গতপক্ষ,POSবি
19480,পিপীলিকার,পিপীলিকা,POSবি
19481,সহিত,সহ,POSঅব্য
19482,তাঁহার,তিনি,POSসর্ব
19483,তুলনা,তুলনা,POSবি
19484,করিয়া,করা,POSঅব্য
19485,চলিয়া,চলা,POSক্রি
19486,গেল,গেল,POSক্রি
19487,আমাদের,আমি,POSসর্ব
19488,প্রতিবেশী,প্রতিবেশী,POSবি
19489,মাড়োয়ারিরা,মাড়োয়ারি,POSবি
19490,নানা,নানা,POSবিণ
19491,বহুমূল্য,বহুমূল্য,POSবিণ
19492,পূজোপচার,পূজো,POSবি
19493,নিয়ে,নিয়ে,POSঅব্য
19494,যাত্রা,যাত্রা,POSবি
19495,করে,করা,POSক্রি
19496,সবে,সবে,POSক্রিবিণ
19497,মাত্র,মাত্র,POSবিণ
19498,বেরিয়েছে,বেরানো,POSক্রি
19499,গৌরী,গৌরী,NNP
19500,বেশ,বেশ,POSবিণ
19501,একটু,এক,POSবিণ
19502,বয়স্থা,বয়স,POSবি
19503,হইয়াই,হওয়া,POSক্রি
19504,পতিগৃহে,পতিগৃহ,POSবি
19505,আসিয়াছিল,আসা,POSক্রি
19506,উনিই,উনি,POSসর্ব
19507,আমাদের,আমি,POSসর্ব
19508,সেই,সেই,POSসর্ব
19509,পূর্বপরিচিত,পূর্বপরিচয়,POSবিণ
19510,ললিতসিংহ,ললিতসিংহ,NNP
19511,কাঞ্চীর,কাঞ্চী,NNP
19512,সেনাপতি,সেনাপতি,POSবি
19513,আমি,আমি,POSসর্ব
19514,কিছু,কিছু,POSবিণবিণ
19515,চাই,চাওয়া,POSক্রি
19516,নে,না,POSবি
19517,ওই,ও,POSসর্ব
19518,সৌরমণ্ডলগুলোতে,সৌরমণ্ডল,POSক্রি
19519,গ্যাসে,গ্যাস,POSবি
19520,ভরা,ভরা,POSক্রি
19521,সুবিশাল,বিশাল,POSবিণ
19522,গ্রহগুলো,গ্রহ,POSবি
19523,সূর্যের,সূর্য,POSবি
19524,অনেক,অনেক,POSবিণ
19525,বেশি,বেশি,POSবিণ
19526,কাছে,কাছ,POSবি
19527,রয়েছে,রওয়া,POSক্রি
19528,দুঃখ,দুঃখ,POSবি
19529,কেবল,কেবল,POSক্রিবিণ
19530,তাহাই,তাহা,POSসর্ব
19531,নহে,না,POSক্রি
19532,ইতিমধ্যে,ইতিমধ্যে,POSক্রিবিণ
19533,বিপিন,বিপিন,NNP
19534,রাজার,রাজা,POSবি
19535,সহিত,সহ,POSঅব্য
19536,অকৃত্রিম,কৃত্রিম,POSবিণ
19537,অনুরাগে,অনুরাগ,POSবি
19538,আবদ্ধ,আবদ্ধ,POSবিণ
19539,হইয়া,হওয়া,POSক্রি
19540,পড়িয়াছিলেন,পড়া,POSক্রি
19541,পরলোকগত,পরলোক,POSবি
19542,মাধবচন্দ্র,মাধবচন্দ্র,NNP
19543,তর্কবাচস্পতির,তর্কবাচস্পতি,NNP
19544,বিধবা,বিধবা,POSবি
19545,স্ত্রী,স্ত্রী,POSবি
19546,জয়কালী,জয়কালী,NNP
19547,দেবী,দেবী,NNP
19548,এই,এই,POSসর্ব
19549,রাধানাথ,রাধানাথ,NNP
19550,জীউর,জীউ,POSক্রি
19551,মন্দিরের,মন্দির,POSবি
19552,অধিকারিণী,অধিকার,POSবি
19553,তবু,তবু,POSঅব্য
19554,মনটা,মন,POSবি
