,Inflected_Word,POS,Lemma
19736,এই,DT,এ
19737,পুতুল,NN,পুতুল
19738,বাচ্চাদের,NNS,বাচ্চা
19739,কাছে,IN,কাছে
19740,খুবই,RB,খুব
19741,জনপ্রিয়,NN,জনপ্রিয়
19742,পশ্চিমবঙ্গ,NN,পশ্চিম
19743,সরকারের,NN,সরকার
19744,উদ্যোগে,NN,উদ্যোগ
19745,এই,DT,এ
19746,পুতুল,NN,পুতুল
19747,প্রচারের,VB,প্রচার
19748,আলোয়,NN,আলো
19749,এসেছে,VB,আসা
19750,গঠন,NN,গঠন
19751,বর্ণনা,NN,বর্ণনা
19752,পোড়ামাটি,NN,পোড়ামা
19753,বা,CC,বা
19754,কাঁচামাটি,NN,কাঁচা
19755,দিয়ে,IN,দাওয়া
19756,এই,DT,এ
19757,পুতুল,NN,পুতুল
19758,গুলি,NNS,গুলি
19759,করা,VB,ক
19760,হয়,VB,হয়
19761,এই,DT,এ
19762,পুতুল,NN,পুতুল
19763,গুলোর,NNS,গুলো
19764,মাথা,JJ,মাথা
19765,শরীরের,NN,শরীর
19766,বাকি,NN,বাকি
19767,অংশের,NN,অংশ
19768,সাথে,IN,সাথে
19769,স্প্রিং,NNP,স্প্রিং
19770,দিয়ে,IN,দাওয়া
19771,জুড়ে,VB,জোড়া
19772,থাকে,VB,থাকা
19773,যার,PRP,যা
19774,ফলে,VB,ফল
19775,হালকা,JJ,হালকা
19776,টোকা,VB,টোকা
19777,দিলেই,VB,দেওয়া
19778,মাথাটি,NN,মাথা
19779,নড়তে,VB,নড়া
19780,থাকে,VB,থাকা
19781,যেন,JJ,যে
19782,মনে,VB,মন
19783,হয়,VB,হয়
19784,পুতুলটি,NN,পুতুল
19785,ঘাড়,NN,ঘাড়
19786,নড়াচ্ছে,VB,নড়া
19787,পুতুলের,NN,পুতুল
19788,হাত,NN,হাত
19789,পা,NN,পা
19790,শরীরের,NN,শরীর
19791,সাথেই,IN,সাথে
19792,একই,JJ,এক
19793,সাথে,IN,সাথে
19794,তৈরি,VB,তৈরি
19795,করা,VB,ক
19796,হয়,VB,হয়
19797,কেবল,RB,কেবল
19798,মাথা,NN,মাথা
19799,আলাদা,VB,আলাদা
19800,করে,VB,করা
19801,করা,VB,ক
19802,হয়,VB,হয়
19803,প্রজাতির,NN,প্রজাতি
19804,উপর,JJ,উপর
19805,নির্ভর,VB,নির্ভর
19806,করে,VB,করা
19807,প্রাণির,NNS,প্রাণ
19808,একটি,DT,একটি
19809,অথবা,CC,অথবা
19810,দুইটি,CT,দুই
19811,পাখনা,NN,পাখনা
19812,থাকতে,VB,থাকা
19813,পারে,VB,পার
19814,অস্থীয়,JJ,অস্থা
19815,বা,CC,বা
19816,তরুণাস্থীয়,NN,তরুণাস্থীয়
19817,হাড়,NN,হাড়
19818,পৃষ্ঠীয়,JJ,পৃষ্ঠী
19819,পাখনার,NN,পাখনা
19820,দৃঢ়,JJ,দৃঢ়
19821,ভিত্তি,NN,ভিত্ত
19822,হিসেবে,IN,হিসাব
19823,কাজ,VB,কাজ
19824,করে,VB,করা
19825,একে,PRP,এক
19826,বলা,VB,বলা
19827,হয়,VB,হয়
19828,টেরিজিওফোরস,NNP,টেরিজি
19829,pterygiophores,NNP,ঊ্রবুস্থিত
19830,কিছু,PRP,কিছু
19831,প্রজাতি,NNS,প্রজাতি
19832,তাদের,PRP,তাদের
19833,পৃষ্ঠীয়,JJ,পৃষ্ঠী
19834,পাখনাকে,NN,পাখনা
19835,অন্যান্য,JJ,অন্যান্য
19836,কাজের,NN,কাজ
19837,জন্য,IN,জন্য
19838,অভিযোজিত,VB,অভিযোজিত
19839,করেছে,VB,করা
19840,বিলফিশের,NNP,বিলফিশ
19841,পৃষ্ঠীয়,JJ,পৃষ্ঠী
19842,পাখনা,NN,পাখনা
19843,প্রখ্যাত,VB,প্রখ্যাত
19844,উদাহরণস্বরুপ,RB,উদাহরণ
19845,শ্বেত,NNP,শ্বেত
19846,মার্লিনের,NNP,মার্লিন
19847,পৃষ্ঠীয়,JJ,পৃষ্ঠী
19848,পাখনা,NN,পাখনা
19849,আছে,VB,আছে
19850,যাতে,PRP,যা
19851,কালো,JJ,কালো
19852,স্পট,NN,স্প
19853,আছে,VB,আছে
19854,রাজনৈতিক,JJ,রাজনীতি
19855,সন্ত্রাস,NN,সন্ত্রাস
19856,এই,DT,এ
19857,যুদ্ধের,NN,যুদ্ধ
19858,একটি,DT,একটি
19859,অংশ,NN,অংশ
19860,হয়ে,VB,হয়ে
19861,ওঠে,VB,ওঠা
19862,গৃহযুদ্ধে,NN,গৃহযুদ্ধ
19863,কয়েক,JJ,কিছু
19864,দশক,NN,দশক
19865,ধরে,VB,ধরা
19866,জাতি,NN,জাতি
19867,বিভক্ত,VB,বিভক্ত
19868,ফিনল্যান্ড,NNP,ফিনল্যান্ড
19869,বৃহৎ,JJ,বৃহৎ
19870,অরে,NN,অরে
19871,রক্ষিত,VB,রক্ষিত
19872,এবং,CC,এবং
19873,একটি,DT,একটি
19874,সুপরিচিত,JJ,সুপরিচিত
19875,বন,NN,বন
19876,শিল্প,NN,শিল্প
19877,অধিগ্রহণ,VB,অধিগ্রহণ
19878,করে,VB,করা
19879,সাধারণ,JJ,সাধারণ
19880,ধর্মঘট,NN,ধর্মঘট
19881,সামাজিক,JJ,সমাজ
19882,গণতন্ত্রীদের,NNS,গণতন্ত্রী
19883,পক্ষে,IN,পক্ষ
19884,যথেষ্ট,JJ,যথেষ্ট
19885,সমর্থন,VB,সমর্থন
19886,দেয়,VB,দেওয়া
19887,মহিলা,NN,মহিলা
19888,নাগরিকদের,NNS,নাগরিক
19889,সহ,JJ,সহ
19890,ভোটার,NN,ভোট
19891,সংখ্যা,NN,সংখ্যা
19892,১২৬,CD,তি্
19893,০০০,CD,তিত
19894,থেকে,IN,থেকে
19895,বেড়ে,VB,বাড়া
19896,হয়েছে,VB,হওয়া
19897,১,CD,ত
19898,২৭৩,CD,তির
19899,০০০,CD,তিত
19900,সেনেট,NNP,সান
19901,প্রতিক্রিয়া,NN,প্রতিক্রিয়া
19902,এবং,CC,এবং
19903,মূল্য,NN,মূল্য
19904,নিয়ন্ত্রণ,VB,নিয়ন্ত্রণ
19905,প্রবর্তন,VB,প্রবর্তন
19906,দ্বারা,JJ,দ্বারা
19907,প্রতিক্রিয়া,NN,প্রতিক্রিয়া
19908,রাজনৈতিক,JJ,রাজনীতি
19909,গঠন,NN,গঠন
19910,পেট্রোগ্রাড,NNP,পেট্রোগ্রাডা
19911,সোশাল,NNP,সোশাল
19912,ডেমোক্র্যাটদের,NNS,ডেগোক্র্যাট
19913,পরিকল্পনা,NNP,পরিকল্পনা
19914,ছিল,VB,ছিল
19915,বলশেভিকদের,NNS,বলশেভিক
19916,সমর্থন,VB,সমর্থন
19917,ক্ষমতা,NN,ক্ষমতা
19918,জেতার,VB,জেতা
19919,জন্য,IN,জন্য
19920,সমাজতান্ত্রিকদের,NNS,সমাজতান্ত্রিক
19921,সংসদকে,NN,সংসন
19922,অতিক্রম,VB,অতিক্রম
19923,করতে,VB,করা
19924,হয়েছিল,VB,হওয়া
19925,সিনেটে,NNP,সিনেট
19926,আশ্চর্য,NNP,আশ্চর্য
19927,প্রদীপ,NNP,প্রদীপ
19928,আশ্চর্য,NNP,আশ্চর্য
19929,পুতুল,NNP,পুতুল
19930,কুনুরের,NNP,কুনুর
19931,মৃৎশিল্পীদের,NNS,মৃৎশিল্পীক
19932,এক,DT,এক
19933,অভূতপূর্ব,JJ,অভূত
19934,অবদান,NN,অবদান
19935,বাংলার,NNP,বাংলা
19936,পোড়ামাটির,NNP,পোড়ামাটি
19937,মৃৎশিল্পের,NNP,মৃৎশিল্প
19938,অন্যতম,JJ,অন্যত
19939,নিদর্শন,NN,নিদর্শন
19940,বর্তমানে,RB,বর্তমান
19941,শম্ভু,NNP,শম্ভু
19942,রায়,NNP,রায়
19943,এই,DT,এ
19944,প্রদীপ,NN,প্রদীপ
19945,তৈরি,VB,তৈরি
19946,করেন,VB,করা
19947,সাম্প্রতিক,JJ,সম্প্রতি
19948,কালে,NN,কাল
19949,নিত্য,NN,নিত্য
19950,ব্যবহারের,VB,ব্যবহার
19951,জন্য,IN,জন্য
19952,গনেশাকৃতির,NNP,গনেশা
19953,পেনদানি,NNP,পেনদান
19954,তৈরি,VB,তৈরি
19955,করা,VB,ক
19956,হচ্ছে,VB,হওয়া
19957,আগের,RB,আগ
19958,রেডি,NN,রেডি
19959,বা,CC,বা
19960,সর্ষের,NN,সর্ষ
19961,তেল,NN,তেল
19962,ব্যবহার,VB,ব্যবহার
19963,করা,VB,ক
19964,হতো,VB,হতো
19965,তবে,CC,তব
19966,বর্তমানে,RB,বর্তমান
19967,কেরোসিনের,NNP,কেরোসিন
19968,তেল,NN,তেল
19969,ব্যবহার,VB,ব্যবহার
19970,করা,VB,ক
19971,হয়,VB,হয়
19972,পুতুলের,NN,পুতুল
19973,অলংকরণ,NN,অলংকর
19974,খুবই,RB,খুব
19975,শিল্প,NN,শিল্প
19976,সুষম,JJ,সুষম
19977,মন্ডিত,NN,মন্ডিত
19978,গঠন,NN,গঠন
19979,এই,DT,এ
19980,বাতিদানের,NN,বাতিদান
19981,উল্টো,JJ,উল্টো
19982,দিক,NN,দিক
19983,দিয়ে,IN,দাওয়া
19984,তেল,NN,তেল
19985,ঢালা,VB,ঢালা
19986,হয়,VB,হয়
19987,তবে,CC,তব
19988,অদ্ভুতভাবে,RB,অদ্ভুত
19989,তেল,NN,তেল
19990,পরে,VB,পর
19991,যায়,VB,যায়
19992,না,DT,না
19993,বাতিদানের,NN,বাতিদান
19994,মুখের,NN,মুখ
19995,দিক,NN,দিক
19996,দিয়ে,IN,দাওয়া
19997,শলতে,NN,শলা
19998,ঢুকানোর,VB,ঢুকানো
19999,ব্যবস্থা,NN,ব্যবস্থা
20000,থাকে,VB,থাকা
20001,কলেজটি,NN,কলেজ
20002,বাংলাদেশের,NNP,বাংলাদেশ
20003,উত্তরাঞ্চলের,NNP,উত্তরাঞ্চল
20004,শহর,NNP,শহর
20005,দিনাজপুর,NNP,দিনাজপুর
20006,অবস্থিত,VB,অবস্থিত
20007,বাংলাদেশের,NNP,বাংলাদেশ
20008,বস্ত্র,NN,বস্ত্র
20009,সম্পর্কিত,JJ,সম্পর্ক
20010,শিক্ষার,NN,শিক্ষা
20011,একটি,DT,একটি
20012,অন্যতম,JJ,অন্যত
20013,বিদ্যাপীঠ,NN,বিদ্যাপী
20014,এটি,PRP,এ
20015,উইভিং,NNP,উইভিং
20016,স্কুল,NNP,স্কুল
20017,গুলো,NNS,গুলো
20018,ডিষ্ট্রিক,NNP,ডিষ্ট্রিক
20019,উইভিং,NNP,উইভিং
20020,জেলা,NNP,জেলা
20021,বয়ন,NNP,বয়ন
20022,বিদ্যালয়,NNP,বিদ্যাআলয়
20023,নামে,NN,নাম
20024,পরিচিত,VB,পরিচয়ত
20025,ছিল,VB,ছিল
20026,উক্ত,JJ,উক্ত
20027,কোর্সের,NN,কোর্স
20028,অনুমোদিত,JJ,অনুমেদন
20029,আসন,NN,আসন
20030,সংখ্যা,NN,সংখ্যা
20031,ছিল,VB,ছিল
20032,৫০,CD,ে
20033,ক্রমান্বয়ে,RB,ক্রমান্বয়
20034,আসন,NN,আসন
20035,সংখ্যা,NN,সংখ্যা
20036,বৃদ্ধি,NN,বৃদ্ধি
20037,করে,VB,করা
20038,৮০,CD,ে
20039,তে,IN,তে
20040,উন্নীত,VB,উন্নী
20041,করা,VB,ক
20042,হয়,VB,হয়
20043,তারপর,RB,তারপ
20044,২০১৫,CD,উাঁয়া
20045,২০১৬,CD,তিন
20046,শিক্ষাবর্ষ,NN,শিক্ষা
20047,পর্যন্ত,IN,পর্যন্ত
20048,এক,DT,এক
20049,শিফটে,NN,শিফ
20050,ছাত্র,NN,ছাত্র
20051,ছাত্রী,NN,ছাত্রী
20052,ভর্তি,VB,ভর্তি
20053,করা,VB,ক
20054,হত,VB,হত
20055,যার,PRP,যা
20056,আসন,NN,আসন
20057,সংযা,NN,সংযা
20058,২৪০,CD,ত্র
20059,এটি,PRP,এ
20060,ঢাকা,NNP,ঢাকা
20061,বরিশাল,NNP,বরিশাল
20062,মহাসড়ক,NNP,মহাসড়ক
20063,নামেও,NN,নাম
20064,পরিচিত,VB,পরিচয়ত
20065,ক্যাম্পাসে,NN,ক্যাম্পাস
20066,সকল,NNS,সকল
20067,উন্নয়নমূলক,JJ,উন্নয়ন
20068,কাজ,NN,কাজ
20069,দ্রুত,VB,দ্রুত
20070,চলছে,VB,চলা
20071,এক্ষেত্রে,RB,ক্ষণেত্র
20072,সকলের,NNS,সকল
20073,মেধার,NN,মেধারা
20074,যোগ্যতাকেই,NN,যোগ্য
20075,বিবেচনা,VB,বিবেচনা
20076,করা,VB,ক
20077,হয়,VB,হয়
20078,উত্তরা,NNP,উত্তরা
20079,টাউন,NNP,টাউন
20080,কলেজ,NNP,কলেজ
20081,ঢাকার,NNP,ঢাকা
20082,উত্তরা,NNP,উত্তরা
20083,নামক,NN,নাম
20084,স্থানে,NN,স্থান
20085,উত্তরা,NNP,উত্তরা
20086,টাউন,NNP,টাউন
20087,কলেজ,NNP,কলেজ
20088,স্থাপিত,VB,স্থাপন
20089,এটি,PRP,এ
20090,৫,CD,ত্
20091,তলার,NNS,তলা
20092,একটি,DT,একটি
20093,বিল্ডিং,NN,বিল্ডিং
20094,এর,PRP,এ
20095,ওপর,JJ,ওপর
20096,নির্মিত,VB,নির্ম
20097,অবকাঠামো,NN,অবকাঠাম
20098,ও,CC,ও
20099,নিয়মাবলি,NNS,নিয়মাবলি
20100,কলেজটি,NN,কলেজ
20101,তার,PRP,তার
20102,অথরিটি,NN,অথরি
20103,দ্বারা,IN,দ্বারা
20104,পরিচালিত,VB,পরিচালন
20105,একাদশ,CD,একাদশ
20106,ও,CC,ও
20107,দ্বাদশ,CD,দ্বাদশ
20108,শ্রেণির,NN,শ্রেণ
20109,শিক্ষার্থীরা,NNS,শিক্ষার্থী
20110,এখানে,RB,এখান
20111,পড়ালেখা,VB,পড়াল
20112,করে,VB,করা
20113,শিক্ষা,NN,শিক্ষা
20114,একাদশ,CD,একাদশ
20115,ও,CC,ও
20116,দ্বাদশ,CD,দ্বাদশ
20117,শ্রেণির,NN,শ্রেণ
20118,শিক্ষার্থীরা,NNS,শিক্ষার্থী
20119,এখানে,RB,এখান
20120,পড়াশুনা,VB,পড়াশুনা
20121,করে,VB,করা
20122,শিক্ষক,NN,শিক্ষক
20123,এ,DT,এ
20124,কলেজে,NN,কলেজ
20125,৫০,CD,ে
20126,জনের,NN,জন
20127,বেশী,JJ,বেশী
20128,শিক্ষক,NN,শিক্ষক
20129,বর্তমানে,RB,বর্তমান
20130,কর্মরত,VB,কর্মরত
20131,উৎসব,NN,উৎসাব
20132,কলেজটি,NN,কলেজ
20133,বিভিন্ন,NNS,বিভিন্ন
20134,উৎসব,NN,উৎসাব
20135,পালন,VB,পালন
20136,করে,VB,করা
20137,রেসাল্ট,NNP,রেসাল্ট
20138,কলেজটি,NN,কলেজ
20139,তার,PRP,তার
20140,শুরু,NN,শুরু
20141,থেকেই,IN,থেকে
20142,১৯৯৮,CD,তিত
20143,বেশ,RB,বেশ
20144,ভালো,JJ,ভালো
20145,ফলাফল,NN,ফল
20146,দেখিয়ে,VB,দেখানো
20147,আসছে,VB,আসা
20148,ওয়েস্ট,NNP,ওয়েস্ট
20149,ইন্ডিজ,NNP,ইন্ডিজ
20150,ক্রিকেট,NNP,ক্রিকেট
20151,দলের,NNP,দল
20152,অন্যতম,JJ,অন্যত
20153,সদস্য,NN,সদস্য
20154,ছিলেন,VB,ছিলেন
20155,তিনি,PRP,তিনি
20156,ঘরোয়া,JJ,ঘর
20157,প্রথম,JJ,প্রথম
20158,শ্রেণীর,NN,শ্রেণী
20159,ক্রিকেটে,NN,ক্রিকেট
20160,জ্যামাইকার,NNP,জ্যামাইকার
20161,প্রতিনিধিত্ব,VB,প্রতিনিধিত্ব
20162,করেন,VB,করা
20163,দলে,NN,দল
20164,তিনি,PRP,তিনি
20165,মূলতঃ,RB,মূল
20166,লেগ,NN,লেগানো
20167,ব্রেক,NN,ব্র
20168,বোলার,NN,বোলা
20169,ছিলেন,VB,ছিলেন
20170,পাশাপাশি,RB,পাশ
20171,ডানহাতে,NN,ডানহা
20172,নিচেরসারিতে,NN,নিচেরসারি
20173,ব্যাটিং,NN,ব্যা
20174,করতেন,VB,করা
20175,টমি,NNP,টমি
20176,স্কট,NNP,স্কট
20177,অসীম,RB,অসীম
20178,সময়ের,NN,সময়
20179,ঐ,DT,ঐ
20180,টেস্টে,NN,টেস্ট
20181,ইংল্যান্ড,NNP,ইংল্যান্ড
20182,দল,NNP,দল
20183,৮৪৯,CD,ত্র
20184,রান,NN,রান
20185,তুলে,NN,তোলা
20186,পাটের,NNP,পাট
20187,পুতুল,NNP,পুতুল
20188,বাংলার,NNP,বাংলা
20189,লৌকিক,JJ,লৌকিক
20190,শিল্পের,NN,শিল্প
20191,মধ্যে,IN,মধ্য
20192,পাটের,NNP,পাট
20193,তৈরি,VB,তৈরি
20194,পুতুল,NN,পুতুল
20195,অন্যতম,JJ,অন্যত
20196,প্রস্তুতি,NN,প্রস্তুত
20197,পাটকে,NN,পাট
20198,জলে,NN,জল
20199,পঁচিয়ে,,পঁচানো
20200,তার,PRP,তার
20201,থেকে,IN,থেকে
20202,তন্তু,NN,তন্তু
20203,বের,VB,বের
20204,করে,VB,করা
20205,নেওয়া,VB,নেয়া
20206,হয়,VB,হয়
20207,এরপর,RB,এরপর
20208,সেই,JJ,সেই
20209,তন্তু,NN,তন্তু
20210,রোদে,NN,রোদ
20211,শুকিয়ে,VB,শুকানো
20212,নিয়ে,VB,নিয়ে
20213,তা,JJ,তা
20214,থেকে,IN,থেকে
20215,নানা,NNS,নানা
20216,সামগ্ৰী,NN,সামগ্ণ
20217,তৈরি,VB,তৈরি
20218,করা,VB,ক
20219,হয়,VB,হয়
20220,উৎকৃষ্ট,JJ,উৎকৃষ্ট
20221,মানের,NN,মান
20222,তন্তুকে,NN,তন্তু
20223,ভালো,JJ,ভালো
20224,করে,VB,করা
20225,শুকিয়ে,VB,শুকানো
20226,নিয়ে,VB,নিয়ে
20227,তারপর,RB,তারপ
20228,নানা,NNS,নানা
20229,রং,NN,রং
20230,করা,VB,ক
20231,হয়,VB,হয়
20232,এরপর,RB,এরপর
20233,রঙিন,JJ,রং
20234,তন্তু,NN,তন্তু
20235,থেকে,IN,থেকে
20236,পুতুল,NN,পুতুল
20237,তৈরি,VB,তৈরি
20238,করা,VB,ক
20239,হয়,VB,হয়
20240,উপজীব্য,JJ,উপজীব্য
20241,বাচ্চাদের,NNS,বাচ্চা
20242,মন,NN,মন
20243,ভোলানো,VB,ভোলানো
20244,নানা,NNS,নানা
20245,পুতুল,NN,পুতুল
20246,তৈরি,VB,তৈরি
20247,করা,VB,ক
20248,হয়,VB,হয়
20249,শিশু,NN,শিশু
20250,মনের,NN,মন
20251,উপযোগী,JJ,উপযোগী
20252,Doll,NN,তিত
20253,পুতুল,NN,পুতুল
20254,তৈরি,VB,তৈরি
20255,করা,VB,ক
20256,হয়,VB,হয়
20257,সচরাচর,RB,সচরাচর
20258,তিনি,PRP,তিনি
20259,ডজ,NNP,ডজ
20260,হোয়াইসল,NNP,হোয়ানো
20261,নামে,NN,নাম
20262,পরিচিতি,NN,পরিচয়তি
20263,লাভ,VB,লাভ
20264,করেন,VB,করা
20265,ইংল্যান্ড,NNP,ইংল্যান্ড
20266,ক্রিকেট,NNP,ক্রিকেট
20267,দলের,NNP,দল
20268,অন্যতম,JJ,অন্যত
20269,সদস্য,NN,সদস্য
20270,ছিলেন,VB,ছিলেন
20271,দলে,NN,দল
20272,তিনি,PRP,তিনি
20273,মূলতঃ,RB,মূল
20274,ডানহাতি,NN,ডানহাতি
20275,ব্যাটসম্যান,NN,ব্যাটসম্যান
20276,হিসেবে,IN,হিসাব
20277,খেলতেন,VB,খেলা
20278,তবে,CC,তব
20279,যুদ্ধের,NN,যুদ্ধ
20280,পর,IN,পর
20281,১৯২০,CD,তিন
20282,এর,PRP,এ
20283,দশকে,CD,দশক
20284,ব্যাটিংয়ে,NN,ব্যাটিং
20285,বৈপ্লবিক,JJ,বৈপ্লবিক
20286,পরিবর্তন,NN,পরিবর্তন
20287,আনেন,VB,আন
20288,দলে,NN,দল
20289,তিনি,PRP,তিনি
20290,বিকল্প,JJ,বিকল্প
20291,উইকেট,NN,উইকেট
20292,রক্ষকের,NN,রক্ষক
20293,ভূমিকায়,NN,ভূমিকা
20294,অবতীর্ণ,VB,অবতীর্ণ
20295,হয়েছিলেন,VB,হওয়া
20296,তিন,CD,তিন
20297,টেস্টে,NN,টেস্ট
20298,অংশগ্রহণ,NN,অংশ
20299,করেন,VB,করা
20300,উইলিয়াম,NNP,ওয়া
20301,হোয়াইসল,NNP,হোয়ানো
20302,১৬,CD,ত
20303,জানুয়ারি,NNP,জানুয়ারি
20304,১৯২৫,CD,তিন
20305,তারিখে,NN,তারিখ
20306,টেস্ট,NN,টেস্ট
20307,অভিষেক,NN,অভিষেক
20308,ঘটে,VB,ঘটা
20309,তাঁর,PRP,তি
20310,তবে,RB,তব
20311,তাঁর,PRP,তি
20312,এ,DT,এ
20313,অংশগ্রহণ,NN,অংশ
20314,সফলতার,NN,সফলতা
20315,মুখ,NN,মুখ
20316,দেখেনি,VB,দেখা
20317,খেলায়,NN,খেলা
20318,তিনি,PRP,তিনি
20319,মাত্র,RB,মাত্র
20320,১৩,CD,ে
20321,ও,CC,ও
20322,১০,CD,ে
20323,রান,NN,রান
20324,তুলেন,VB,তোলা
20325,হিন্দি,NNP,হিন্দি
20326,মিডিয়াম,NNP,মিড়িয়াম
20327,হিন্দি,NNP,হিন্দি
20328,মিডিয়াম,NNP,মিড়িয়াম
20329,একটি,DT,একটি
20330,ভারতীয়,JJ,ভারত
20331,কমেডি,NN,কমেডি
20332,ড্রামা,NN,ড্রামা
20333,চলচ্চিত্র,NN,চলচ্চিত্র
20334,এটি,PRP,এ
20335,জিনাত,NN,জিনাত
20336,লাখানি,NN,লাখা
20337,দ্বারা,JJ,দ্বারা
20338,লিখিত,VB,লেখা
20339,এবং,CC,এবং
20340,সকেত,NN,সক
20341,চৌধুরী,NN,চৌধু
20342,দ্বারা,JJ,দ্বারা
20343,পরিচালিত,RB,পরিচালন
20344,প্রধান,JJ,প্রধান
20345,চরিত্রে,NN,চরিত্র
20346,রয়েছেন,VB,রওয়া
20347,ইরফান,NNP,ইরফান
20348,খান,NNP,খাওয়া
20349,এবং,CC,এবং
20350,সাবা,NNP,সাবা
20351,কমর,NNP,কমর
20352,চলচ্চিত্র,NN,চলচ্চিত্র
20353,মুক্তি,VB,মুক্ত
20354,পায়,VB,পায়
20355,১৯,CD,ে
20356,মে,NNP,মে
20357,২০১৭,CD,উাঁয়া
20358,এমন,PRP,এমন
20359,একটি,DT,একটি
20360,শীর্ষ,JJ,শীর্ষ
20361,স্কুল,NN,স্কুল
20362,দিল্লি,NNP,দেওয়া
20363,গ্রামার,NNP,গ্রামা
20364,স্কুল,NNP,স্কুল
20365,আছে,VB,আছে
20366,তাই,CC,তা
20367,পরিবার,NN,পরিবা
20368,চলে,VB,চলা
20369,বসন্ত,NNP,বসন্ত
20370,বিহার,NNP,বিহার
20371,পিয়া,NNP,পিয়া
20372,অবশেষে,RB,অবশেষ
20373,ভর্তি,VB,ভর্তি
20374,হয়,VB,হয়
20375,কিন্তু,CC,কিন্তু
20376,মোহন,NNP,মোহন
20377,অংশুমান,NNP,অংশ
20378,নন্দী,NNP,নন্দী
20379,শামের,NNP,শাম
20380,পুত্র,NNP,পুত্র
20381,নির্বাচিত,VB,নির্বাচন
20382,হয়না,VB,হয়না
20383,শাম,NNP,শাম
20384,চলে,VB,চলা
20385,যায়,VB,যায়
20386,স্কুলে,NN,স্কুল
20387,যেখানে,RB,যেখান
20388,মোহন,NNP,মোহন
20389,অধ্যয়নরত,VB,অধ্যয়ন
20390,হয়,VB,হয়
20391,ব্যক্তিগত,JJ,ব্যক্তিগত
20392,জীবন,NN,জীবন
20393,থিও,NNP,থি
20394,র,IN,রে
20395,পিতা,NN,পিতা
20396,জিয়ান,NNP,জিয়ান
20397,ফ্রাঙ্কোজ,NNP,ফ্রাঙ্কোজ্জাজ
20398,ও,CC,ও
20399,একজন,DT,একজন
20400,ফুটবলার,NN,ফুটবলা
20401,ছিলেন,VB,ছিলেন
20402,এখানে,RB,এখান
20403,একটি,DT,একটি
20404,সূর্যঘড়ি,NN,সূর্যঘড়ি
20405,রয়েছে,VB,রওয়া
20406,যা,IN,যা
20407,পর্তুগিজ,NN,পর্তুগিজ
20408,যুগের,NN,যুগ
20409,বলে,VB,বলে
20410,মনে,NN,মন
20411,করা,VB,ক
20412,হয়,VB,হয়
20413,অনুবাদ,NN,অনুবাদ
20414,এইচএইচএইচএইচ,NNP,এয়চে
20415,উপন্যাসটি,NNP,উপন্যাস
20416,২২,CD,ঐা
20417,টি,DT,টি
20418,ভাষায়,NN,ভাষা
20419,অনুবাদ,VB,অনুবাদ
20420,করা,VB,ক
20421,হয়েছে,VB,হওয়া
20422,তবলা,NN,তবলা
20423,হারমোনিয়াম,NN,হারমোন
20424,সারঙ্গীর,NN,সারঙ্গী
20425,সাথে,IN,সাথে
20426,সারা,NNS,সে
20427,রাত,NN,রাত
20428,ধরে,VB,ধরা
20429,নাচ,VB,নাচ
20430,চলত,RB,চলা
20431,দর্শকের,NN,দর্শক
20432,খুশি,NN,খুশি
20433,হয়ে,VB,হয়ে
20434,টাকাকড়ি,NN,টাক
20435,রুমালে,NNP,রুমাল
20436,বেঁধে,VB,বাঁধা
20437,ছুঁড়ে,VB,ছোঁড়া
20438,দিত,VB,দেওয়া
20439,দর্শকরা,NN,দর্শক
20440,জলাশয়ের,NN,শলাশয়
20441,পাড়,NN,পাড়
20442,থেকে,IN,থেকে
20443,নাচের,NN,নাচা
20444,রসাস্বাদ,NN,রসাস্বাদ
20445,করত,VB,করা
20446,জলে,NN,জল
20447,বাঁধা,VB,বাঁধা
20448,মঞ্চের,NN,মঞ্চ
20449,নাচকে,NN,নাচক
20450,বলা,VB,বলা
20451,হত,VB,হত
20452,জল,NN,জল
20453,খেমটা,NN,খামটা
20454,তার,PRP,তার
20455,পিতা,NN,পিতা
20456,আবদুল,NNP,আবদুল
20457,মজিদ,NNP,মজিদ
20458,ও,CC,ও
20459,মাতা,NN,মাতা
20460,ফরিদা,NNP,ফরিদা
20461,খাতুন,NNP,খাতুন
20462,পাঁচ,CD,পাঁচ
20463,ভাইবোনের,NNS,ভাইবোন
20464,মধ্যে,IN,মধ্য
20465,তিনি,PRP,তিনি
20466,সকলের,NN,সকল
20467,বড়,JJ,বড়
20468,তার,PRP,তার
20469,২০,CD,ে
20470,বছর,NN,বছর
20471,বয়সে,NN,বয়স
20472,তার,PRP,তার
20473,পিতা,NN,পিতা
20474,মারা,VB,মারা
20475,যান,VB,যাওয়া
20476,শাকুর,NNP,শাকু
20477,মাথিউরা,NNP,মাথিউ
20478,প্রাথমিক,JJ,প্রাথমিক
20479,বিদ্যালয়ে,NN,বিদ্যাআলয়
20480,প্রাথমিক,JJ,প্রাথমিক
20481,শিক্ষা,NN,শিক্ষা
20482,অর্জন,VB,অর্জন
20483,করেন,VB,করা
20484,ছাত্রজীবনে,NN,ছাত্র
20485,তিনি,PRP,তিনি
20486,কয়েকটি,PRP,কয়েক
20487,সংবাদপত্রে,NN,সংবাদপত্র
20488,সাংবাদিক,NN,সাংবাদিক
20489,হিসেবে,IN,হিসাব
20490,কাজ,VB,কাজ
20491,করেছেন,VB,করা
