,Inflected_Word,POS
17344,চার,CD
17345,পেষক,JJ
17346,দাঁত,NN
17347,থাকে,VB
17348,এক,DT
17349,একের,NN
17350,ওজন,NN
17351,আর,CC
17352,মাপ,NN
17353,এশীয়,JJ
17354,হাথীদের,NNS
17355,থেকে,IN
17356,আফ্রিকান,JJ
17357,হাতিদের,NNS
17358,কম,JJ
17359,এনামেল,NNP
17360,প্লেট,NNP
17361,আছে,VB
17362,তাঁদের,PRP
17363,ওজন,NN
17364,আর,CC
17365,পরিমাণ,NN
17366,হতে,VB
17367,পারে,VB
17368,পুরুষ,NN
17369,আর,CC
17370,স্ত্রী,NN
17371,আফিকান,JJ
17372,হাতিদের,NNS
17373,গজদন্ত,NN
17374,থাকে,VB
17375,তিনি,PRP
17376,দক্ষিণ,NNP
17377,পাঞ্চাল,NNP
17378,ভূমির,NNP
17379,রাজা,NN
17380,ছিলেন,VB
17381,তার,PRP
17382,রাজধানী,NN
17383,কাম্পিল্য,NNP
17384,হিসেবে,IN
17385,পরিচিত,VB
17386,ছিল,VB
17387,তার,PRP
17388,পিতার,NN
17389,নাম,NN
17390,ছিল,VB
17391,প্রীশতা,NNP
17392,তিনি,PRP
17393,একজন,DT
17394,মহারথী,NN
17395,ছিলেন,VB
17396,তিনি,PRP
17397,স্নাতক,NN
17398,ডিগ্রি,NN
17399,অর্জন,VB
17400,করেছেন,VB
17401,তিনি,PRP
17402,প্রথমবার,DT
17403,সংসদ,NN
17404,সদস্য,NN
17405,নির্বাচিত,VB
17406,হয়েছেন,VB
17407,তিনি,PRP
17408,বাংলাদেশ,NNP
17409,প্রকৌশল,NNP
17410,বিশ্ববিদ্যালয়,NNP
17411,থেকে,IN
17412,স্নাতক,NN
17413,ডিগ্রি,NN
17414,অর্জন,vb
17415,করেছেন,VB
17416,তিনি,PRP
17417,প্রথমবার,JJ
17418,সংসদ,NNP
17419,সদস্য,NNP
17420,নির্বাচিত,VB
17421,হয়েছেন,VB
17422,তিনি,PRP
17423,স্নাতক,NN
17424,ডিগ্রি,NN
17425,অর্জন,VB
17426,করেছেন,VB
17427,তিনি,PRP
17428,দ্বিতীয়,JJ
17429,সংসদ,NNP
17430,সদস্য,NNP
17431,নির্বাচিত,VB
17432,হয়েছেন,VB
17433,উন্নয়নশীল,JJ
17434,অন্যান্য,JJ
17435,দেশের,NNS
17436,ন্যায়,IN
17437,বাংলাদেশের,NNP
17438,আবাসন,NN
17439,সমস্যা,NN
17440,প্রকট,JJ
17441,জনসংখ্যা,NN
17442,বৃদ্ধির,NN
17443,সঙ্গে,IN
17444,আবাসনের,NN
17445,চাহিদা,NN
17446,বাড়ছে,VB
17447,বাড়তি,JJ
17448,এ,DT
17449,চাহিদা,NN
17450,পূরণে,VB
17451,কৃষিজমির,NN
17452,ওপর,JJ
17453,চাপ,NN
17454,বাড়ছে,VB
17455,ফলে,VB
17456,কৃষি,JJ
17457,জমি,NN
17458,দ্রুত,RB
17459,কমে,VB
17460,যাচ্ছে,VB
17461,১৯৬৩,CD
17462,সালে,NN
17463,সদর,NN
17464,দফতর,NN
17465,ঢাকায়,NNP
17466,স্থানান্তরের,VB
17467,উদ্যোগ,VB
17468,গৃহীত,VB
17469,হয়,VB
17470,তৎকালে,RB
17471,কর্পোরেশনের,NN
17472,Authorized,JJ
17473,Capital,NN
17474,ছিল,VB
17475,মাত্র,RB
17476,১০,CD
17477,০০,CD
17478,দশ,CD
17479,কোটি,NN
17480,টাকা,NN
17481,পরিশোধিত,NN
17482,বা,CC
17483,Subscribed,VB
17484,মুলধনের,NN
17485,পরিমাণ,NN
17486,ছিল,VB
17487,৫,CD
17488,০০,CD
17489,পাঁচ,CD
17490,কোটি,NN
17491,টাকা,NN
17492,জোনাল,NN
17493,অফিসগুলো,NNS
17494,নিয়ন্ত্রণকারী,NN
17495,ও,CC
17496,তদারককারী,JJ
17497,অফিস,NN
17498,হিসেবে,IN
17499,কাজ,VB
17500,করতো,VB
17501,এ,DT
17502,চারটি,CD
17503,জোনও,NNS
17504,কর্পোরেশন,NN
17505,ভবনে,NN
17506,অবস্থিত,VB
17507,ছিল,VB
17508,তিনি,PRP
17509,এলএলবি,NNP
17510,ডিগ্রি,NN
17511,অর্জন,VB
17512,করেছেন,VB
17513,তিনি,PRP
17514,প্রথমবার,JJ
17515,সংসদ,NNP
17516,সদস্য,NNP
17517,নির্বাচিত,VB
17518,হয়েছেন,VB
17519,তিনি,PRP
17520,স্নাতক,NN
17521,ডিগ্রি,NN
17522,অর্জন,VB
17523,করেছেন,VB
17524,তিনি,PRP
17525,দ্বিতীয়বার,JJ
17526,সংসদ,NNP
17527,সদস্য,NNP
17528,নির্বাচিত,VB
17529,হয়েছেন,VB
17530,তিনি,PRP
17531,স্নাতকোত্তর,NN
17532,ডিগ্রি,NN
17533,অর্জন,VB
17534,করেছেন,VB
17535,তিনি,PRP
17536,চতুর্থবার,JJ
17537,সংসদ,NNP
17538,সদস্য,NNP
17539,নির্বাচিত,VB
17540,হয়েছেন,VB
17541,ইংরেজিতে,NNP
17542,নামের,NN
17543,এই,DT
17544,যন্ত্রটি,NN
17545,ঢেকি,NNP
17546,কল,RBP
17547,নামেই,NN
17548,অধিক,RB
17549,পরিচিত,VB
17550,তারপর,RB
17551,কাশিমবাজার,NNP
17552,মহারাজা,NNP
17553,এস্টেটে,NNP
17554,৩,CD
17555,বছর,NN
17556,চাকরি,NN
17557,করেন,VB
17558,কিন্তু,CC
17559,আবিষ্কারের,NN
17560,নেশা,NN
17561,চাকরির,NN
17562,ধরাবাঁধা,RB
17563,নিয়মে,NN
17564,আবদ্ধ,VB
17565,রাখতে,VB
17566,পারেনি,VB
17567,তাঁকে,PRP
17568,এ,DT
17569,সময়,NN
17570,ফটোগ্রাফির,NN
17571,ব্যবসা,NN
17572,শুরু,VB
17573,করেন,VB
17574,তিনি,PRP
17575,পরে,RB
17576,করেন,VB
17577,বিড়ির,NN
17578,ব্যবসা,NN
17579,বিড়ির,NN
17580,লেবেল,NN
17581,ছাপানোর,VB
17582,জন্য,IN
17583,আবিষ্কার,VB
17584,করেন,VB
17585,কাঠ,NN
17586,দিয়ে,IN
17587,তৈরি,VB
17588,পা,NN
17589,চালিত,VB
17590,প্রেস,NN
17591,এরপর,RB
17592,উলিপুর,NNP
17593,বাজারে,NNP
17594,ছোট,JJ
17595,একটি,DT
17596,লেদ,NN
17597,মেশিন,NN
17598,বসিয়ে,VB
17599,শুরু,VB
17600,করেন,VB
17601,নতুন,JJ
17602,ব্যবসা,NN
17603,পরে,VB
17604,কাঠের,NN
17605,উন্নত,JJ
17606,ট্রেডল,JJ
17607,প্রেস,NN
17608,তৈরি,VB
17609,করে,VB
17610,বাজারজাতও,VB
17611,করেন,VB
17612,কিছুদিন,NN
17613,বাদে,RB
17614,পরীক্ষামূলকভাবে,RB
17615,স্টিম,NN
17616,ইঞ্জিন,NN
17617,উদ্ভাবন,VB
17618,করে,VB
17619,চমকে,VB
17620,দেন,VB
17621,ধান,NN
17622,সিদ্ধ,JJ
17623,ধান,NN
17624,ভানাসহ,VB
17625,নানা,JJ
17626,কাজে,NN
17627,ব্যবহার,VB
17628,করা,VB
17629,যায়,VB
17630,এই,DT
17631,ইঞ্জিন,NN
17632,তিনি,PRP
17633,এইচএসসি,NNP
17634,পাশ,VB
17635,করেছেন,VB
17636,তিনি,PRP
17637,চতুর্থবার,JJ
17638,সংসদ,NNP
17639,সদস্য,NNP
17640,নির্বাচিত,VB
17641,হয়েছেন,VB
17642,তিনি,PRP
17643,প্রথমবার,JJ
17644,সংসদ,NNP
17645,সদস্য,NNP
17646,নির্বাচিত,VB
17647,হয়েছেন,VB
17648,তিনি,PRP
17649,স্নাতকোত্তর,JJ
17650,ডিগ্রি,NN
17651,অর্জন,VB
17652,করেছেন,VB
17653,তিনি,PRP
17654,দ্বিতীয়বার,JJ
17655,সংসদ,NNP
17656,সদস্য,NNP
17657,নির্বাচিত,VB
17658,হয়েছেন,VB
17659,তিনি,PRP
17660,এমবিবিএস,NNP
17661,ডিগ্রি,NN
17662,অর্জন,VB
17663,করেছেন,VB
17664,তিনি,PRP
17665,প্রথমবার,JJ
17666,সংসদ,NNP
17667,সদস্য,NNP
17668,নির্বাচিত,VB
17669,হয়েছেন,VB
17670,তিনি,PRP
17671,স্নাতকোত্তর,JJ
17672,ডিগ্রি,NN
17673,অর্জন,VB
17674,করেছেন,VB
17675,তিনি,PRP
17676,প্রথমবার,JJ
17677,সংসদ,NNP
17678,সদস্য,NNP
17679,নির্বাচিত,VB
17680,হয়েছেন,VB
17681,দক্ষিণ,NN
17682,আফ্রিকা,NN
17683,ক্রিকেট,NN
17684,দলের,NN
17685,অন্যতম,JJ
17686,সদস্য,NNP
17687,তিনি,PRP
17688,দলে,NN
17689,তিনি,PRP
17690,মূলতঃ,RB
17691,ডানহাতি,JJ
17692,ফাস্ট,NN
17693,বোলার,NN
17694,হিসেবে,IN
17695,দায়িত্ব,VB
17696,পালন,VB
17697,করছেন,VB
17698,খেলায়,NN
17699,তিনি,PRP
17700,ম্যান,NNP
17701,অব,NNP
17702,দ্য,NNP
17703,ম্যাচের,NNP
17704,পুরস্কারে,VB
17705,ভূষিত,RB
17706,হন,VB
17707,খেলায়,NN
17708,তিনি,PRP
17709,৭,CD
17710,৮৭,CD
17711,বোলিং,NN
17712,পরিসংখ্যান,NNS
17713,দাঁড়,VB
17714,করান,VB
17715,তন্মধ্যে,IN
17716,দ্বিতীয়,JJ
17717,ইনিংসে,NN
17718,৬,CD
17719,৩৯,CD
17720,বোলিং,NN
17721,পরিসংখ্যান,VB
17722,গড়েন,VB
17723,এরফলে,RB
17724,তার,PRP
17725,দল,NN
17726,১৩৫,CD
17727,রানে,NN
17728,ভারতকে,NNP
17729,হারিয়েছিল,VB
17730,তিনি,PRP
17731,এলএলবি,NNP
17732,ডিগ্রি,NN
17733,অর্জন,VB
17734,করেছেন,VB
17735,তিনি,PRP
17736,প্রথমবার,JJ
17737,সংসদ,NNP
17738,সদস্য,NNP
17739,নির্বাচিত,VB
17740,হয়েছেন,VB
17741,জন্ম,NN
17742,ও,CC
17743,পারিবারিক,NN
17744,পরিচিতি,NN
17745,মাহজাবীন,NNP
17746,মোরশেদ,NNP
17747,চট্টগ্রামে,NNP
17748,জন্মগ্রহণ,VB
17749,করেন,VB
17750,তিনি,PRP
17751,স্নাতকোত্তর,NN
17752,ডিগ্রি,NN
17753,অর্জন,VB
17754,করেছেন,VB
17755,তিনি,PRP
17756,প্রথমবার,JJ
17757,সংসদ,NNP
17758,সদস্য,NNP
17759,নির্বাচিত,VB
17760,হয়েছেন,VB
17761,প্রারম্ভিক,RB
17762,জীবন,NN
17763,নদিয়া,NNP
17764,জেলার,NN
17765,গোকুলনগরে,NNP
17766,হেমচন্দ্র,NNP
17767,জন্মগ্রহন,VB
17768,করেন,VB
17769,কলেজ,NN
17770,জীবন,NN
17771,থেকেই,IN
17772,কবিতা,NN
17773,লিখতেন,VB
17774,সাহিত্য,NNP
17775,কলকাতায়,NNP
17776,বাগচী,NNP
17777,এন্ড,NN
17778,সন্স,NN
17779,প্রকাশনা,VB
17780,সংস্থা,NN
17781,খোলেন,VB
17782,হেমচন্দ্র,NNP
17783,একাধিক,JJ
17784,কবি,NNS
17785,ও,CC
17786,সাহিত্যিকের,NNS
17787,বই,NN
17788,বের,VB
17789,করেছিলেন,VB
17790,তার,PRP
17791,কাব্যগ্রন্থগুলি,NNS
17792,হল,VB
17793,দ্বীপান্বিতা,NNP
17794,তীর্থপথে,NNP
17795,মানসবিরহ,NNP
17796,ইত্যাদি,CC
17797,এই,DT
17798,৭টি,CD
17799,গ্রাম,NN
17800,পঞ্চায়েত,NNS
17801,ডোমজুর,NNP
17802,উন্নয়ন,NN
17803,ব্লকের,NN
17804,অংশ,NN
17805,ছিল,VB
17806,ডোমজুর,NNP
17807,বিধানসভা,NN
17808,কেন্দ্র,NNP
17809,২৭,CD
17810,নং,NN
17811,শ্রীরামপুর,NNP
17812,লোকসভা,NNP
17813,কেন্দ্রের,NNP
17814,অন্তর্গত,VB
17815,ডোমজুর,NNP
17816,ব্লকের,NNP
17817,কিছুটা,RB
17818,অংশ,NN
17819,হাওড়া,NNP
17820,লোকসভা,NNP
17821,কেন্দ্রের,NNP
17822,অন্তর্গত,VB
17823,তার,PRP
17824,স্বামী,NN
17825,নুরুল,NNP
17826,হুদা,NNP
17827,চৌধুরী,NNP
17828,২০১৫,CD
17829,সালে,NN
17830,মৃত্যুবরণ,VB
17831,করেন,VB
17832,যাইতুন,NNP
17833,গাজা,NNP
17834,যাইতুন,NNP
17835,জলপাই,NNP
17836,একটি,DT
17837,দক্ষিণে,JJ
17838,অবস্তিত,VB
17839,জেলা,NN
17840,শিলং,NNP
17841,থাকার,VB
17842,সময়,NN
17843,বাংলা,NNP
17844,পত্রিকা,NN
17845,চালাতেন,VB
17846,তিনি,PRP
17847,এসয়,NN
17848,তাকে,PRP
17849,আবার,RB
17850,জেলে,NN
17851,যেতে,VB
17852,হয়,VB
17853,হেমন্তকুমার,NNP
17854,পালিয়ে,VB
17855,ফ্রান্সে,NNP
17856,চলে,VB
17857,যান,VB
17858,সাংবাদিকতা,NNP
17859,বিখ্যাত,JJ
17860,সাংবাদিক,NN
17861,রামানন্দ,NNP
17862,চট্টোপাধ্যায়,NNP
17863,ছিলেন,VB
17864,তার,PRP
17865,কাকা,NN
17866,কলকাতায়,NNP
17867,থাকাকালীন,RB
17868,হেমন্তকুমার,NNP
17869,শনিবারের,NNP
17870,চিঠিতে,NNS
17871,লিখতেন,VB
17872,এই,DT
17873,পত্রিকার,NN
17874,প্রতিষ্ঠাতা,VB
17875,সম্পাদক,NN
17876,যোগানন্দ,NNP
17877,দাস,NNP
17878,ছিলেন,VB
17879,তার,PRP
17880,বন্ধু,NN
17881,দেশে,NN
17882,ফিরে,VB
17883,চৌরংগী,NNP
17884,পত্রিকা,NNP
17885,সম্পাদনা,VB
17886,করেছেন,VB
17887,তিনি,PRP
17888,তার,PRP
17889,পিতা,NN
17890,জেমস,NNP
17891,ই,NNP
17892,চেরিল,NNP
17893,এবং,CC
17894,মাতা,NN
17895,ব্লেঞ্চ,NNP
17896,চেরিল,NNP
17897,জন্মনাম,NNP
17898,উইলকক্স,NNP
17899,তিনি,PRP
17900,এই,DT
17901,প্রস্তাব,NN
17902,প্রত্যাখ্যান,VB
17903,করেন,VB
17904,১৯২৫,CD
17905,সালে,NN
17906,আরভিং,NNP
17907,অ্যাডলারের,NNP
17908,সাথে,IN
17909,তার,PRP
17910,বিয়ে,VB
17911,হয়,VB
17912,অ্যাডলার,NNP
17913,ছিলেন,VB
17914,শিকাগোর,NNP
17915,ধন্যাট্য,JJ
17916,আইনজীবী,NN
17917,এই,DT
17918,বিয়েতে,NN
17919,তিনি,PRP
17920,অসন্তুষ্ট,VB
17921,ছিলেন,VB
17922,এবং,CC
17923,১৯২৮,CD
17924,সালে,NN
17925,তাদের,PRP
17926,বিবাহ,NN
17927,বিচ্ছেদ,VB
17928,হয়,VB
17929,সু,NNP
17930,ক্যারলের,NNP
17931,সাথে,IN
17932,তার,PRP
17933,বন্ধুত্বের,NN
17934,কারণে,IN
17935,তিনি,PRP
17936,ক্যালিফোর্নিয়া,NNP
17937,চলে,VB
17938,যান,VB
17939,সেখানে,RB
17940,তিনি,PRP
17941,উইলিয়াম,NNP
17942,র‍্যান্ডলফ,NNP
17943,হির্স্টের,NNP
17944,সাথে,IN
17945,পরিচিত,VB
17946,হন,VB
17947,হলিউডে,NNP
17948,ঘুরতে,VB
17949,গিয়ে,IN
17950,তিনি,PRP
17951,চার্লি,NNP
17952,চ্যাপলিনের,NNP
17953,সাথে,IN
17954,পরিচিত,VB
17955,হন,VB
17956,চ্যাপলিন,NNP
17957,একটি,DT
17958,বক্সিং,NN
17959,ম্যাচে,NN
17960,তার,PRP
17961,পাশে,IN
17962,বসেছিলেন,VB
17963,যার,PRP
17964,একটি,DT
17965,হল,VB
17966,ট্রাবল্‌ড,NNP
17967,ওয়াটার্স,NNP
17968,যা,IN
17969,তার,PRP
17970,অভিনীত,VB
17971,শেষ,JJ
17972,চলচ্চিত্র,NN
17973,তিনি,PRP
17974,১৯২০,CD
17975,এর,PRP
17976,দশকের,NN
17977,শুরু,JJ
17978,থেকে,IN
17979,তার,PRP
17980,অভিনয়,VB
17981,কর্মজীবন,NN
17982,শুরু,VB
17983,হয়,VB
17984,কিন্তু,CC
17985,পরবর্তীতে,RB
17986,চ্যাপলিন,NNP
17987,আবার,RB
17988,চেরিলকে,NNP
17989,দিয়ে,IN
17990,বাকি,NN
17991,কাজ,NN
17992,শেষ,VB
17993,করেন,VB
17994,আননোন,NNP
17995,চ্যাপলিন,NNP
17996,প্রামাণ্যচিত্র,NN
17997,উদ্ধৃতি,NNS
17998,যুক্ত,VB
17999,করা,VB
18000,হয়,VB
18001,তিনি,PRP
18002,তার,PRP
18003,সাথে,IN
18004,কাটানো,VB
18005,সময়ের,NN
18006,অভিজ্ঞতা,NN
18007,নিয়ে,IN
18008,নামে,NN
18009,একটি,DT
18010,বই,NN
18011,লিখেন,VB
18012,এটি,PRP
18013,পঞ্চায়েত,NN
18014,রাজ,NN
18015,প্রশাসনিক,JJ
18016,ব্যবস্থার,NN
18017,অধীনে,RB
18018,গঠিত,VB
18019,২০০৬,CD
18020,সালে,NN
18021,এই,DT
18022,বিদ্যালয়টি,NN
18023,ময়মনসিংহ,NNP
18024,সদর,NNP
18025,উপজেলাতে,NNP
18026,প্রতিষ্ঠিত,VB
18027,হয়,VB
18028,দেশটিতে,NN
18029,কোন,JJ
18030,সরকারি,NN
18031,পরিবহণ,NN
18032,নেই,DT
18033,এই,DT
18034,রেলওয়েটি,NN
18035,প্রধানত,RB
18036,মালবাহী,JJ
18037,যানবাহন,NN
18038,পরিবহণে,NN
18039,ব্যবহৃত,VB
18040,হয়,VB
18041,উভয়,JJ
18042,বিরতিস্থানটি,NN
18043,এই,DT
18044,নগর,NN
18045,রাষ্ট্র,NN
18046,থেকে,IN
18047,দশ,CD
18048,মিনিট,NN
18049,পদব্রজ,NN
18050,দূরে,RB
18051,আন্তর্জাতিক,JJ
18052,সনাক্তকরণ,NN
18053,ফলক,NN
18054,স্টিকার,NN
18055,হচ্ছে,VB
18056,ভি,NNP
18057,হোয়াইটহর্স,NNP
18058,হচ্ছে,VB
18059,অঞ্চলটির,NN
18060,রাজধানী,NN
18061,এবং,CC
18062,ইউকনের,NNP
18063,একমাত্র,RB
18064,শহর,NN
18065,ব্যুৎপত্তি,NN
18066,এ,DT
18067,অঞ্চলটির,NN
18068,নামকরন,VB
18069,করা,VB
18070,হয়,VB
18071,ইউকন,NNP
18072,নদীর,NNP
18073,নাম,NN
18074,অনুসারে,RB
18075,ভূমি,NN
18076,এলাকা,NN
18077,নিয়ে,VB
18078,এটির,PRP
18079,২০১১,CD
18080,সালে,NN
18081,জনসংখ্যার,NN
18082,ঘনত্ব,NN
18083,বিশ্ব,NN
18084,জুড়ে,NN
18085,পুতুল,NN
18086,তৈরি,VB
18087,হলেও,VB
18088,বাংলার,NNP
18089,পুতুলের,NNP
18090,কিছু,PRP
18091,পৃথক,JJ
18092,বিশেষত্ব,NN
18093,আছে,VB
18094,এই,DT
18095,বিশেষত্ব,NN
18096,বাংলার,NNP
18097,পুতুলকে,NNP
18098,বাকি,JJ
18099,স্থানের,NN
18100,পুতুলের,NNS
18101,থেকে,IN
18102,আলাদা,NN
18103,করেছে,VB
18104,সেগুলোই,PRP
18105,বাংলার,NNP
18106,পুতুল,NNP
18107,শিল্পকে,NN
18108,প্রাচীনত্ব,JJ
18109,দিয়েছে,VB
18110,প্রাপ্ত,RB
18111,সামগ্রীর,NNS
18112,মধ্যে,IN
18113,নারী,NN
18114,মূর্তি,NN
18115,গুলো,NNS
18116,অন্যতম,JJ
18117,কাঁঠালিয়ার,NNP
18118,পুতুল,NNP
18119,বাংলার,NNP
18120,সমাজ,NN
18121,জীবনের,NNS
18122,অন্যতম,JJ
18123,নির্দেশক,NN
18124,পুতুল,NN
18125,এছাড়া,RB
18126,রানি,NN
18127,পুতুল,NN
18128,ঐতিহাসিক,JJ
18129,ঘটনার,NNS
18130,সাক্ষী,NN
18131,আবার,RB
18132,শিবের,NNP
18133,মুখোশ,NN
18134,লৌকিক,JJ
18135,সংস্কৃতিকে,NN
18136,চিত্রিত,VB
18137,করেছে,VB
18138,উপজীব্য,NNS
18139,বিভিন্ন,NNS
18140,বিষয়কে,NN
18141,উল্লেখ,VB
18142,করে,VB
18143,বাংলায়,NNP
18144,পুতুল,NNP
18145,তৈরি,VB
18146,হয়,VB
18147,বাংলার,NNP
18148,শ্রমজীবি,JJ
18149,মানুষের,NNS
18150,প্রতীক,NN
18151,হিসাবে,IN
18152,বাংলার,NNP
18153,পুতুল,NNP
18154,তৈরি,VB
18155,হয়,VB
18156,যা,DT
18157,বাংলার,NNP
18158,সমাজজীবনকে,NN
18159,প্রতিভাত,VB
18160,করে,VB
18161,কোন,JJ
18162,কোন,JJ
18163,নৃ,NN
18164,গোষ্ঠীর,NN
18165,ভাষা,NN
18166,ও,CC
18167,সাংস্কৃতিক,JJ
18168,উপাদান,NN
18169,গুলো,NNS
18170,একবারেই,DT
18171,হারিয়ে,VB
18172,গেছে,VB
18173,এটি,PRP
18174,গাজোল,NNP
18175,শহরে,NN
18176,অবস্থিত,VB
18177,এই,DT
18178,বিদ্যালয়টি,NN
18179,১৯৪২,CD
18180,সালে,NN
18181,প্রতিষ্ঠিত,VB
18182,হয়,VB
18183,চ্যাপলিনের,NNP
18184,সাথে,IN
18185,তার,PRP
18186,কয়েকটি,PRP
18187,চলচ্চিত্র,NN
18188,তিনি,PRP
18189,রচনা,NN
18190,ও,CC
18191,পরিচালনাও,VB
18192,করেন,VB
18193,নরম্যান্ডের,NNP
18194,ভৃত্য,NNP
18195,নরম্যান্ডের,NNP
18196,পিস্তল,NN
18197,দিয়ে,IN
18198,ডাইনসকে,NNP
18199,গুলি,VB
18200,করেছিল,VB
18201,তিনি,PRP
18202,কোন,JJ
18203,অপরাধের,NNS
18204,সন্দেহভাজন,NN
18205,ছিলেন,VB
18206,না,DT
18207,তার,PRP
18208,জন্মনাম,NN
18209,আমেবল,NNP
18210,এথেলরেইড,NNP
18211,নরম্যান্ড,NNP
18212,বা,CC
18213,মেবল,NNP
18214,এথেলরেইড,NNP
18215,নরম্যান্ড,NNP
18216,নরম্যান্ডের,NNP
18217,মাতা,NN
18218,ম্যারি,NNP
18219,মিনি,NNP
18220,ড্রুরি,NNP
18221,রোড,NNP
18222,আইল্যান্ডের,NNP
18223,অধিবাসী,NN
18224,ছিলেন,VB
18225,তিনি,PRP
18226,আইরিশ,JJ
18227,বংশোদ্ভূত,NN
18228,এবং,CC
18229,তার,PRP
18230,পিতা,NN
18231,ফরাসি,JJ
18232,কানাডীয়,NN
18233,এছাড়া,RB
18234,তিনি,PRP
18235,স্ট্যান,NNP
18236,লরেল,NNP
18237,পরিচালিত,VB
18238,র‍্যাগেডি,NNP
18239,রোজ,NNP
18240,এ,DT
18241,অভিনয়,VB
18242,করেন,VB
18243,লেখক,NNP
18244,রবের,NNP
18245,গিরুর,NPN
18246,মতে,IN
18247,টেলর,NNP
18248,গভীরভাবে,RB
18249,নরম্যান্ডে,NNP
18250,প্রেমে,NN
18251,পড়েন,VB
18252,এটি,PRP
18253,বাংলাদেশের,NNP
18254,প্রথম,JJ
18255,লাইভ,JJ
18256,স্ট্রিমিং,NN
18257,অ্যাপ,NN
18258,বা,CC
18259,ওয়েবসাইট,NN
18260,বায়োসকোপ,NNP
18261,অ্যান্ড্রয়েড,NNP
18262,অ্যাপ্লিকেশন,NNP
18263,বর্তমানে,RB
18264,বাংলাদেশ,NNP
18265,এ,DT
18266,পাওয়া,VB
18267,যায়,VB
18268,গ্লোবাল,JJ
18269,লঞ্চের,NN
18270,পরে,IN
18271,বিশ্বব্যাপী,JJ
18272,দর্শকদের,NNS
18273,কাছে,JJ
18274,পুরো,JJ
18275,ক্যাটালগ,NNS
18276,উপলব্ধ,VB
18277,হবে,VB
18278,ব্যবহারকারী,NNS
18279,ফেসবুক,NNP
18280,থেকে,IN
18281,সাইন,VB
18282,করতে,VB
18283,পারেন,VB
18284,হুগলি,NNP
18285,জেলার,NN
18286,ধনেখালি,NNP
18287,অঞ্চলে,NN
18288,এই,DT
18289,শাড়ি,NN
18290,প্রথম,CD
18291,তৈরি,VB
18292,হয়,VB
18293,এই,DT
18294,শাড়ি,NN
18295,জি,NNP
18296,আই,NNP
18297,ট্যাগ,NNP
18298,পেয়েছে,VB
18299,বর্ণনা,NN
18300,১০০,CD
18301,বাই,NN
18302,১০০,CD
18303,সুতোর,NN
18304,কাউন্টের,NN
18305,জমিন,NN
18306,করা,VB
18307,হয়,VB
18308,সাধারণত,RB
18309,দেড়,NN
18310,থেকে,IN
18311,দুই,CD
18312,ইঞ্চি,NNS
18313,চওড়া,JJ
18314,পাড়,VB
18315,হয়,VB
18316,ঐতিহ্য়,NN
18317,মেনে,VB
18318,এই,DT
18319,শাড়ির,NN
18320,জমিনের,NN
18321,বর্ণ,NN
18322,ধূসর,JJ
18323,পাড়ের,NN
18324,অংশটি,NN
18325,সরু,JJ
18326,তুলনার,NN
18327,সরু,JJ
18328,হয়,VB
18329,এবং,CC
18330,পাড়ের,NN
18331,রং,NN
18332,হয়,VB
18333,লাল,JJ
18334,বা,VB
18335,কালো,JJ
18336,যুদ্ধের,NN
18337,ঘটনাটি,NN
18338,কিউবার,NN
18339,সরকারী,NN
18340,মুদ্রা,NN
18341,৩,CD
18342,কনভার্টিবল,NN
18343,পেসোতে,NN
18344,বর্ণিত,VB
18345,আছে,VB
18346,তিনি,PRP
18347,স্নাতকোত্তর,JJ
18348,ডিগ্রি,NN
18349,অর্জন,VB
18350,করেছেন,VB
18351,তিনি,PRP
18352,দ্বিতীয়বার,JJ
18353,সংসদ,NNP
18354,সদস্য,NNP
18355,নির্বাচিত,VB
18356,হয়েছেন,VB
18357,এই,DT
18358,ব্লকটি,NN
18359,গাজোল,NNP
18360,থানার,NNS
18361,অন্তর্গত,VB
18362,গাজোল,NNP
18363,এই,DT
18364,ব্লকের,NN
18365,সদর,NN
18366,ভূগোল,NNP
18367,গাজোল,NNP
18368,অক্ষ,NNP
18369,দ্রাঘিমাংশে,NN
18370,অবস্থিত,VB
18371,তার,PRP
18372,মধ্যে,IN
18373,১০৬২১৭,CD
18374,জন,NN
18375,পুরুষ,NN
18376,ও,CC
18377,৮২৭৯৭,CD
18378,জন,NN
18379,মহিলা,NN
18380,তিনি,PRP
18381,স্নাতক,NN
18382,ডিগ্রি,NN
18383,অর্জন,VB
18384,করেছেন,VB
18385,তিনি,PRP
18386,প্রথমবার,JJ
18387,সংসদ,NNP
18388,সদস্য,NNP
18389,নির্বাচিত,VB
18390,হয়েছেন,VB
18391,২০১১,CD
18392,সালে,NN
18393,তিনি,PRP
18394,বেলজিয়ান,NNP
18395,ইবোনি,NNP
18396,শু,NNP
18397,নামক,NN
18398,বেলজিয়ান,NNP
18399,পুরষ্কার,NN
18400,পান,VB
18401,তিনি,PRP
18402,এলএলবি,NNP
18403,ডিগ্রি,NN
18404,অর্জন,VB
18405,করেছেন,VB
18406,তিনি,PRP
18407,প্রথমবার,JJ
18408,সংসদ,NNP
18409,সদস্য,NNP
18410,নির্বাচিত,VB
18411,হয়েছেন,VB
18412,তিনি,PRP
18413,স্নাতক,NN
18414,ডিগ্রি,NN
18415,অর্জন,VB
18416,করেছেন,VB
18417,তিনি,PRP
18418,প্রথমবার,JJ
18419,সংসদ,NNP
18420,সদস্য,NNP
18421,নির্বাচিত,VB
18422,হয়েছেন,VB
