id,sentence
valid_sylhet (306).wav,জাদা বাতয়া ফরে হুম রিসনান ্ল বুইয়েতে তো আমি তো বইয়েটার লাইগি একজাম দিছলাম রানি আ ওই বইয়ির হইছে মানে আমি ওখন তো ফড়াই নানি তো ইটা তেকাই ফড়ায় এখন আর এই যে ইটা প্রজেক্ট মানে ইটাত দেইক্কা আরকি তুমি
valid_sylhet (307).wav,ওই ফিচারগুলাআছ আরকি গুলা লেখছি ইটা তোমার এখন ইখানো ইমকরিমেন্ট খরা লাগবো আরকি মানে মোবাইলো তোমি যেরখম ইউজ খরো না এপ ইউজ খরো না ওই লাখান আরকি বানাইন লাগবো আইচ্ছা তো
valid_sylhet (308).wav,ইঞ্জিনিয়ারিং ফড়তাছে আরকি এখনো ইঞ্জিনিয়ার অইছিআরবেল বাইয়া স্টানজিনিয়ার হে বুন্না হাসবেন্ড আচ্ছা তমার কেমনে কেমন বোইন রাখা লাখতো ফায় না আফনখলাখতো বন ন তাইতে খইতে খরছোই
valid_sylhet (309).wav,পাইন দেখা তেকা ফড়ছোইন াকুনু ভার্সিটি জানে না কুনু ভার্সিটি তাাআইচ্ছা না আমারে খইছোয় না মানেতােনাইতলামবা
valid_sylhet (310).wav,না আমার তো ইটা অনেক দিন দইরা আসলে অনেক অনেক আগে তাইকা দিছে কিন্তু আমার দরা ওইছে না মানে আমি ওইরখম দেখছিন আরকি ইলাখান তো যেই ল্যাংগুয়েজে খরা লাগবো ইটা অবশ্য ফারি মানে জাবা স্ক্রিপ্ট একটা ল্যাং্গুয়েজ একটা আছে তো ইটা দে খরা লাগবো ইটা দেখছি খালি
valid_sylhet (311).wav,কিন্তো স্পেসিফিক খইরা আানে ওইটা ইউজ খইরা আরেকটা জিনিসদে বানাইন লাগবো আরকি তো ওই জিনিসটা তো মানে ঠিকসিনো আগে ুমানে ওইটা ইউজ খইরা আরো আপগেট একটা জিনিস আরকি বানাইন লাগবো যেমন ইটা হচ্ছেে রি্যাক্টনিটিবদে বানাইন লাগবো
valid_sylhet (312).wav,তো রেগনেটিব তো হচ্ছে আমি ওইলো খম ফারমানে কুনু কিচ্ছুদি ইউজ খরছি না হদিছি না কুনো কিচ্ছুতে এই প্রতম বার্ডিতে গিয়া অনেক পেইন খাইরাম অনেক প্যালা খাইরাম মানে এই যে তখ লাল্লালিতা আয় এইযে ইতা আয়নানি ইতা হচ্ছে ওই যে ইরোর দেখায় মানে তোমার ওই ছানা
valid_sylhet (313).wav,তেরফরে আবার যদি আরেখটা কমেন্ট দেও তেরফরে আবার আইবো যে রো রান ওইছে বাইটে ইনস্টল ওইতাছে ওইরখম আরকি হুম তো ইটা খরার ফরে মােসাবনিট খরবা ইটা আমার ফদতারিখের মদ্যে সাবমিট খরতে খইছে অখনো আমি কিচ্ছু বানাইছি না আইছোন মানে রখম একটা ইয়ো অইবো
valid_sylhet (314).wav,ওইটা আরকি মোবাইলো ইনস্টল খয়া যাইবো ওই প্রজেক্ট নাবা ফড়া এতো আমার আমার খম ফড়াইয়া সব সময় যায় রো বাসাত আইয়া খাঁর আমার স্টুডেন্টরা তো ইয়া খরতাছে খালি যে আইন্না খেন মিস আইন্না খেনে
valid_sylhet (315).wav,সিলেট যাইতামন আরকি তাো ক্লোজ রেখান তারা তো একজন হচ্ছে ফার্স্ট ইয়ারে একজন সেকেন্ড ইয়ার কলেজের আরকি ইতার লাগি আরকি খরেরো আর আগে যেতা আছিল আগে খরাইতাম আরকিফরে বাদ দেলাইছি মানে ফড়ার লাগি আর সময় ফাই নাম
valid_sylhet (316).wav,ইতা প্রজেক্ট প্রজেক্ট খরা লাগে ফরে আবার ফড়াও লাগে ফরীক্কা দেওয়া লাগে ফরীক্কা দিয়া আইছি নানি অখন আবার ল্যাব আছেই ই ল্যাব্বুউ লগে প্রজেক্টের লাগি আরকি তো ইটার আবার বাই বান অইবো হুম ফরে আবার বাই আমারে বাংলা রি ছখতাম স্যার ে আমি সবকিছু বানি আত্মস্যাাদুর লাবা সপতা শেষ
valid_sylhet (317).wav,ইতা তো বেশিভাগ মাইনষের ক্ষেত্রেই অয় আমরা যখতোর খতা ওই যায় কিন্তু সিনা স্যার তারা  যেমিছারেতা খরে এরফরে  খরছেনাখরে ছাইয়ের সামনে ও যশা ইয়া অয়না স্যারি যদি ইয়ার খরা খবজাইনারে মূলর না তা তারব শেষ
valid_sylhet (318).wav,সবকিছু কারি খাতা মরা লিখ্কা দিতাম  বাতি মেছে তাইটা তু পাইতো না অয়ো ইটা অয় বেশিরবাগ মানুষেরও আমরারই তো অখনো অয় মানে আমরা তোরো নরমালি তো
valid_sylhet (319).wav,তাইবাত ইংলিশমাতার মানেইয়া আরকি নিয়ম তো তারা য অচ্ছে টিচারা কমফোর্টেবল তাখে আরকি মানে একটু ইয়া খরে তারা অচ্ছে একটু কন্সিটার খরে যা আচ্ছা বাংলায় মাতিলাও সমস্যা নায় কিন্তু তাও তো হচ্ছে তুমার যেটা
valid_sylhet (320).wav,ধরো প্রেজেন্টেশন তাখে নানি প্রেজেন্টেশনের ক্ষেত্রেও তো ওইরখম ইংলিশ মাতা লাগে তা হচ্ছে কিছুটি ছ্যার ফন জিডার খরে যে আচ্ছা মাতিলগ বাংলায় মানে কম্ফরটেবল তাখলো আরকি সবার লাগি সমাজ বাল লাগে আমি তো আমি আইছি তো অনেক আগে আমারে দেখছো না আমি তো বিশ তারিখ আইছি ফরে আবার গেছলামগি দুই তারিখ ফরে আবার আইছি
valid_sylhet (321).wav,ফার্স তারিখ আইছি  ফাস তারিখ আইছি এখন আবার হচ্ছে াতারি ব আমি সারাদিন ইতাত তাকি বিশ্বাস খরো আমি ওই আমি ঘুমাই আর ওইটা ইখানো বই এই লাইফটা ইবার সামনে আর ঘুমাই আর বই আর কোনো খাম নাই আবার আমি কুরা
valid_sylhet (322).wav,রুমোও যায় না মানে বাসার ভিত্রে অন্যরুমও যায় না আবার ইটা মানে ইতাতি এতো সময় যায় আরকি ার বাইনা অ্ল্যান আছে আছে দেখা যাক যদি যেদেশ বান্নে ধরো মাে ত বুত আছে
valid_sylhet (323).wav,অনি কিতা এখটা ইন্টেলিজাল্ট ডিপার্টমেন্ট তো আছে না ডাখা ওইটার মা্যে তাইন ু খরোইন ছাখরি খরা কিরানির বেতনো বালা আছে সত্তরই াজার আবার ফড়া লেখাওয় খরোইন পিএসসি ফরীক্কা দিছোর ই নভেম্বর উন্ত্রিশ তারিখ মেয়েডেযিল
valid_sylhet (324).wav,ইবো তান বাইরে ফেইতা ইতা মদ্যে আমি কয়দিন কন যন গুইয়ান্দা খরি গয়া খরা হায় গুর জ খরা লেখা আর তাইর তিন মার্স আগেটু ক্িা খার জয় আচ্ছা তাইন কিতা ফড়ছোইন মানে অন্য সাবজেক্টে ফড়ছোইন তাই
valid_sylhet (325).wav,প্রতম কুনসময়া মানে অখন তো ছাখরি খরা নানি ছাখরির আগে আমার মতো বার্সিটিত ফড়ছোইন নানি বার্সিটিত বলতে তারার কি আগেবাগেতারার এখজন মাফয়া ইয়ো খরতাম ই ডিপার্টমেন্টের মাঝে খাজ খরতাম তারফরে তা যেসময় ইন্টার তেল আইছোয় তারফরে তাগনা এখটা ইন্টারভিউ অইছে তানের মাফান কেত্রেআর কিতাঙগিয়া ফড়ে ইটার মাঝ্ে বইজন ফড়ালেখা খরছে ন এরফরে ফরে কছ না বুচ্ছি
valid_sylhet (326).wav,এরফরে  থালে বাইবা নিতে ইয়া মি ছেতা আনি কি কিতা খতামু মেহেদাম স্টুডেন্ট থাতানসবসবটান যা তাইননে জিপিএ ফাগের সাইন্স মিয়যাফারসো আইন দুইরা টালনা দয়া যা খরছে আর তালা পিএচটি দিবার আগে তাইনে কিতা র তি তিন মাস আগে তো ক্রিয়া খরিনস ছয়
valid_sylhet (327).wav,হতাসা ফোন  বটন বনাই যয় না আর বাচাত আইন না রাইকটি গেছেন মোবাইল খান্টাননিজে খরছেইন নানি বটাম ফোন দি খলা এটান মিনিটো ডুকাইতাম া যে ফ্রেন্ড া সেতেরে াতালা তার ফাছা তোগি ফোন দিলে ফোন দিতে যাইতোরনাগে আ আর এখদুইদিন যদি মাতপা তায় আফবাশের কেলন দেযসা যায় দার
valid_sylhet (328).wav,তাইন তাযা দেয়া খনাডা আরেকজন বছন ফড়তো কানতান খা বিয়া ওইয়া গেছি কানাডায় সবাই যাইতে ছায় তু যে দেশে দরো অপর্চুনিটি বেশি বা যেদেশো দরো আমি যে সাবজেক্ট ফড়ি বা আমি যে ফিল্ডো খাম খরতা ছাই ওইটা যেখানো বালা
valid_sylhet (329).wav,তো ইখানো ইয়ে গেলে বালো ওইয় বা মায় আমি ওগান তাকি স্কলারশিপ ফাইমু আমি প্রিতে ফড়তে ফারমু  মানেফড়াশুনা খরছটা আমার দেওয়া লাগের না কি বাকি খরচ তইতা লাগবোয় তাইনের আব্বু খাচছে বে পানি  অনেকির বাবারাতাইনেডা আবার ডিবিয়ত
valid_sylhet (330).wav,বাসালইগা কুন এসট্রিম আহমেরিকানো তার ইাসময় ইন্টার দিলোইছন তারে আম্মু তাা দুই তালা বাকি বাসা আ ফরছেন টাখা তিন বাই বইন দুই বাই একজনের লইগা এখজন ফুরালখন ছিটাইনভার্সিটিত আরখজন  ঢাখা হয় তাই ইনো ঢাখা তাইলি আব্বু খালী তাখনআর আম্মু মারা গেছোইন ফার্স্ট ইয়ারে ছো নাইন
valid_sylhet (331).wav,রাতান আমুরাইলসোন তইন দুতালা তোতাফারছানা তান  আমি চিনি নাই নাম কিতা না হইলে ইয়া এটুকিনা রুমি রুমি তোমারকে কিলা কিলা আরতিও লানুন খইলান াক জান না খালানমাইনি কিন্তু তাররতে মেয়াে দূরো ওইতে ইও লাগে যে ইটা বুজা কারের না তারা
valid_sylhet (332).wav,কিও খইতাম মানে বুলো যায় না তো এন্নেআম্মুর আফন খালা গিবন আচ্ছা আচ্ছা আমারে খলছান কুন মানে কিলা গিয়া ইন্টেলিজেন্সো বর্তি অইলায় বা কিলা গিয়া ছাখরি ফাইলা আচ্ছা্তুফরে এখন মানে হিউ যাফিন আর কি লুকাইয়া মানে আছে না ডিপার্টমেন্টো আছে ঠিক আছে কিনতু একজামে মি ছাকরি খরে নি যখন যায়ে নামাইয়
valid_sylhet (333).wav,ইতা তো রাখা লাগে এতা যগে শেষ আকরি ইততে অলো পায়া খা লাগে তাইন তো ফডোফরেগোয়েন্দা আর কিতা ওই তারফরে তাইর নাম তাইর আমো মার রাগে তাইন কিন্তু তারা দুতালা তুরছিল না আর কি খইছলাম উঠিকুনেনা বাসা এসসি বাংলার
valid_sylhet (334).wav,তারফরে তাই মারা গেছোন খাওল খালামিনি তারফর অখন দেইক্কা ফাইনো তাইনে আমরু যেখনতা ামরসেইন্ডানি ওরুমুই তাখন টা কন্তু তারা দিয়া উটোইন না দুইতাগাত উটটোইন আরকি এখটু এখটু তাইনি আব্বুজন তাখন আর ইক্কান ওখন কিতাতাখইন সোনামুনযে তাখন না তাইন ডাহা
valid_sylhet (335).wav,মানোিা আমরা ওইয়ানে যাতেওরে দিন তারা বিয়া খরা এগরা চেষ্টা খরবের টাইম ফরম না টেনে কতয়তাম ওতো ওখানের মদ্যে অক্টোবর ফঠুনোর তো ফ্রেম কইরাইয়া যাছে না খালামে ফটি া ব আর থানা মানে
valid_sylhet (336).wav,বালা তো খিলাখানতো মমা মানুষ ফাওয়া যায় না  বিয়া খরতে না জোর খইরাও না খারাপ বাবরা কি সারা সব বাই ফরযন্ত বাইরে যাইবোগি নাকতো  বাই বনরে এখ ছাইরো বিয়া খরাইতো বাই বানি সাইর তা সবাই ব খরের কি সবাই বাইরে লইবো গি তাইনরে লইয়ারা আম্বো তাইন তো অনলাইনরা আজমিতি খরে
valid_sylhet (337).wav,হু চছে কিতারো শিরাজ না কিতা ফাইরনাম তানির বাদার নাম আইচ্ছা তারফরে থার খত্তো বড়ো বাড়ি না এফরে ফিসোন্নিলি তাররে দেখা ফড়ায়াশুনা খরার লায় এবারে খামের বাটটিতখানানি
valid_sylhet (338).wav,তন্নে ছেলের বতাতল বেটায় আখছে নিচের তালত তাখেলকি ফুরা তোতার খত্তো মুটা মাসে সেতা লাম্বা ইয়াফরর ইয়াম্দরকি আগের বাসা আগে জাগা রাখকা তো রাখছে কি বড়ো খরিয়াম ফরে বাসা বারা বাদেয় না ফুডাটার সাউত আফ্রিদা সুন্দর জাদির বারগেনা ছেইন
valid_sylhet (339).wav,আর খোমলা খাতা দেখা যায় না ইরম খোমলা ধরছেে সাইন ইস্কুল লাফে না হুমলা মচছে খলা টে ত খালাবা সবচেয়ে নাখলারা বাষা ইতা খইরা খইরা তাইনে মানে বাকি জীবন যাইবোগি
valid_sylhet (340).wav,অ ুইতা কাবে রাজনীতি ভালেও তখান ব্যাস্তা নানি হু ফায়া আতটে বারাইতে রমতো ফাওয়া যায় না মানুষে ইলাখান ফুয়া ফইনতে বিয়া খরাইতে মানে বাফে বিয়া খরতে ছায় ফুয়া ফরিয়ন্তে রাজি অয় না আর এইগানো তাইন উলতা
valid_sylhet (341).wav,ব্যাং একেকটার বেতো ইটারেক না বা খরন যায় না মোর মাত্তুলো যায় না ওটা আমরে বেশি লইযা ইতামযাইরা খুইলা আর অসুস্থ অইলে অর আক্করোইন
valid_sylhet (342).wav,অইতা ছিন্তা খরতা না তো একবার তে গন মেয় আর মাতির নরি তো বাল তাইনে ইচ্ছা না তাখলে তাই না  তারা সবাি খারণ সবাই লইবো গি বাইরড সবই তো  তারার ফিউচারে তারারও মিউজার ন্ড ডাইন্জিয়া তোমু আইনতে ফারে না না তো কিচ্ছু কষণ র নাই তাইনডারে দেখা শুনা খরতো তাইম পেতাম আমি বেটিকেউকা এখটা রাখিয় রাখলা
valid_sylhet (343).wav,আর উন্নের যুগে যে ছেলেডা ওইবো তো ব বাষা আমপপার্টিতো পার্টি লইয়া লাগবো মানে আরকি অন্য জনরা ডুকা এখা মরা রইবা হারে বিশ্বাস খরতাম া এখনকা তাইলে খেউ লইয়া যাওত গি তারীণের ছেলেমে খেউ লইয়া যায়দা বায়রে
valid_sylhet (344).wav,ও কিতাও দি নাইফননাআইচ্ছা া গিগু বাই নোহাল বাইয়া আয় মাখলা তারা দুইয়া বাইজুন গিয়া তাখন দা তাখন তার খাল্লা তাইনাা অ্টা খালা কি ইখানে মঝেইতা বাসা এরে দই ভাষা আর গলাপরি বাশলেখ
valid_sylhet (345).wav,ইহন বাড়াইয়া বানবি আমি আর কি খালি গেইটের বাইরে যানগি আই ওইতো বান্ডানিরাওয়া বুঝ্ছি আন কি খইছোই আলিয়া আরছোনে আমমুরে আম্মারে অইয়া গেছেন ওইতার লাইগি আইছলা
valid_sylhet (346).wav,ওর আমি খইতাম আছোমি খরতোবুচ্ছে ফল দিছলা আনডিরেটন্ট্রিতেবাই গেছলা ওই ফাত্রা বাসা ওও আছাই ফাতরা বাসাছ খইলার দো
valid_sylhet (347).wav,ইফার তো অনেক রদোষটামি খরে া সাকিব সাইফে মাইগা রাও তারা তো অনেক শান্ত সিষ্ট মনো অয় সাকিব সাইয়া শান্ত সৃষ্টঅই ন গরি সাইরটা বেশি ম ছাইফোর তো লাগে দেয় আন্তালি ইয়া আয়গুরেই এখন বইতা খরবে করা আজে গসম ফিটা দেশ
valid_sylhet (348).wav,সাককিব ছুতা সাকিবের কুলোটু লনে কিন্তু সাইফে কুলোটুলো ন খালি মারাতাছে তা খরবো তারফরেচকলি পুকলে টাইমনা দেতে অনে কুন ক্লাসো তারা সাকিব সাকিফি বা নাইনে আর সাকিফি বালে গেছ সেবেনি আামাদের সাতে
valid_sylhet (349).wav,ছাকিব আমার সাথে অইলো নে হেয়ার আবাবিলা বর্তি খরিরা দু বেশিবু দেখি যাইয়া বিশিশ ও নাইডিমটিনএকজনের বয়স আছে কুন তারা যবুল স্কুলেতো ফড়ে না ুমআমার সাথে তার জন্য  আমার সাথে নয় অ দুইয়াদার
valid_sylhet (350).wav,আমার বাইর্ডেবাইডো ফেব্রুয়ারি নয় তারিক আজকে দসতা ওফেব্রুয়ারিতে এখন তো জানুয়ারি ছলে জানুয়ারি খত তারিখ আজকে নয় তারিখ  আগামী নয় তারিখ মাস হ এখমাস বালাইছে
valid_sylhet (351).wav,আর ইফাতের বাইডডে খবে ইফফাতের বাততে তারার ইউনিভার্সিটিত দিন কুনদিন কুন মাস তোমরা খরছিলায় মনো তারা মনে খরছিল তানে আপু ক্যাট বানাইতা ফারণ বাষার মাঝে একবালা ইয়ার মতো সবতা ক্রিন্জিম বানাইয়া
valid_sylhet (352).wav,তপুড়াও খারে এা ইফাতে মরে আফর আমনে শইগ অগ আমরা চই কইয় মেয়েবার রাস্তা আছি মাম বেন্ খালি ফরিচিতি দেহিনে গিয়া আমি ওর খইনা আম্মএমনেসিনি ফতেরতে নাপিডা শুরু ক মাতানি শুডু করদে তাে বরানদি
valid_sylhet (353).wav,পারার বাবার আফন শাগি লাগে খার মামার আমার আমম ও তোমার আম্মুরি সবাই ফড়িছিতোবুচ্ছে
valid_sylhet (354).wav,হ্যা মা মালা গিত কি পা আমার হুনান্না বাড়ি তো গ্রাহ্মনানি কোনানো আমনে নারা বাড়ি তে ওইখান বাকা নে রাবাইর বাড়ি খুই রাবাল বাড়ি রাবার বাড়ি খেনো মিডফুর বাজার ফালাই অইলা না ও ইডিলফুর বাজার যে হয়  এইযাবা মাছখান্লা ওয়যাবসাইটো গ্রামের নাম
valid_sylhet (355).wav,শট্ঠা অইছি আমরা গ্রামোর  িচে গ্রাম গ্রামো যাও না যাই একদিন দুইদিন গিয়াতা খবরে তামনি গ্রাম বাল্লাগে না অখন সবাই সনা ইচ্ছা না ফাডে খবারা  দুইদন তখন ফিটবিচ্ছি দুইটা দেখা ইতাযাও বড়ই গেলে আইত বাতা
valid_sylhet (356).wav,বুঝ্ছে আর আগের দিনে তা মাটার সামনে রানা খরি মানে
valid_sylhet (357).wav,দরো প্রশ্ন খরোন সেখনাডা এলি দে বুঝে না ইতে কিতা অইবো ফরে খনা ইটা খরি লাগতো না অ আইচ্ছে খরা লাগতো না আমা ইটা বাদডা আরেখটা মানে সব ফড়াই না মানে নাইন্ডের তে নতুন কাড়ি কুলাম শুরু অইছে না
valid_sylhet (358).wav,তে মানে ট্রেনিং লাগে নানি টিচাররায় স্যারের ফরে আমি দিক্কা ইছিরে ইটা কিরখম অইবো প্রথম টিষ্টার মাযে বুঝা যার না কিচ্ছু ফরে যেগো ট্রেনিং দিতো আইছে ইবো খায়া লাগতো নাইটা ফাদ্দি খর ইটা আইছো না আনি ফরীক্কা তা আইেতো যেমানে ফারোইন না ফারি না বুঝালা খাইলে আর ফার্থরমনে মানে তুমি ফারতা খেম না
valid_sylhet (359).wav,না আমার তো নাই এন তো অন্নতো খয়া আইচ্ছা ফচিশের বুঝ্ছি  অনলাইনে ফড়ো সমস্যা কিতা অনলাইনে ফড়ায়ন আরখন  আমি এখনো বর্তি অইছিনা আমি অনিকাপুরে তোনদিকা আইয়া ও  তুই ওইতোআর কিআর এমনে প্রাইবেটাকা ফড়ে খেউ আন প্রাইভেটোর মিতরে আছে
valid_sylhet (360).wav,প্রাইভেটো খড়রাম ফ্লাইন থেককা ফর ও তোঁর বান্ধবী এরা ফরে খুন সময়র ফরে তারারোও রেজাল্ট ট্রজাল্ট তাই কিতা খরতে আয়া রেজাল্ হেনা মদে দিবে স্তার বাশা আমি ক্লাস অইলো গিয়া ফরীক্কার আগে দিন মইরছি
valid_sylhet (361).wav,অনেখদিনে সাতিনাআগে যেদিনরি রুটিন দে তো আইয়া ইনিন ইতিন তুমাই এখটা খড়ে কিতাও খইতায় এরফরে বুঝাই নায় না কিচ্ছু ফরেতা কিচ্ছু ক্লাস না আমি ক্লাসটা অয় সারে ইাড়া রগুসার বালআছয় মানে তাইন ক্
valid_sylhet (362).wav,আচ্ছেনা মি বাবা অন্য স্যারার ল্লাখনি গিয়া প্রেজেন্ট একটি অইলা ইলান্দা আমি ক্লাস ি যার ফান তাইন না তাইলে ফড়ে ো আমি এখটা ক্লাস অর ইংলিশ ইংলিশওতো বালায়ে
valid_sylhet (363).wav,এখটা মানেখতা আরাস্তা নিযেরে মইয়া রাখলেস আরতিা ফর্যন্ত কিচ্ছুন আমের কোনো ক্লাস অয় না কোনো ক্লাস হয় না খালি মেয়েটে যদি বালা লাগে এখন দিয়ে ম্যাডামে আইয়া পরা তুমি কানেখতোটিউ করে তালে আমার বোর্ডের মাত দিয়া লাগগালাসেস বুঝেন না বুঝা লাগে না তাইনিা খতা খাইলো তো ইবুা
valid_sylhet (364).wav,বুজ্ছোনি ওখানে বুলা যায় আল্লাায় লেয়া আজলেরতি বুঝতাই অ আচ্ছা তে খওনা তোমরা যে বুঝবোয় না বুজ্ছি না খইলে ম্যাডামে তো তোমারে খইবা আই তুমারে সিকড়াই খইরবে তারফোর তোমার দপাকায় না ওয়ার্ড  ও অারবো জা না  চ্ছে
valid_sylhet (365).wav,আর এমনে াতেরলে ফড়েইন বালাদেটি আমরা খউ যে টিচার টেইন চেইন্জ খইরা দিবার লাগে খইলা ও ো টিটিচার নাই নইবা সবতিকা বেশি আমরা ইস্কুল সাইন্স খইছে নাআরি সাইন্স টেস খরে
valid_sylhet (366).wav,মান আরস মিয়ায়ে বেশি রুখতা আটটা সাতানব্বই গন ফেয় যায়গি তা আর্স মি মনে মানে আরছে টিচার বালা দোনা ইখানো আরছে টিচার বালা মতি কিতা স্টুডেন্ট রাই নায় না খারণ টিচার নাই আমরা স্কুল টিচার যদি ঠিকমতো দিতো তে না যুবলিতার খম যে
valid_sylhet (367).wav,আজুবুলিাআর গ্লাসের তা জানিা অতোটাম যজুবুলাই বাইয়ার অতোটমা অইযে তারারে বেসিক টিনতারা ইকানো ক্লাসের মাধ্যে খরায়া বেরা এফরে প্রাইবেটের সময় তোমনা আরোবা এখটুক প্রাইভেটররিমো মানে এখটু বুঝা যাযাইলেতো বালো শেষ নাই আমরা একজন কি ইচ্ছু খরায় নাকি তারতারমগলুর নাম ওইতাই কিচছু নাই
valid_sylhet (368).wav,তে তো ফড়া লাগবো নাইলো তো এসএসসিত বালা খরতে ফারতো  অখান ই শুরু খরো নাইলি অনলাইনো আফাততো শুরু খরো অনলাইনে তো এমনে প্রত্যেক মাসে মাসের একটা কোর্স আছানু  খবারে এসসসি আ দুই গন্টা বারোশো  চল্লিশ টাখা আছে এখটু ব্যান্টাসন পঁচিশশো টাখা
valid_sylhet (369).wav,ওই কোনটা কোনানো হালকান স্টাইন হাল্ক হালকান স্টাইন হালকান স্টাইন টা কোরানো ইতা মানে নুয়াইয়া যে আরকি দেখছি আমারে দেখাইতে আর বায়  আইচ্ছা আমারে ফাটাইয়া নাইলা বাসাত গিয়া আচ্ছা ইয়া আছে মা
valid_tangail (1).wav,জিতেছি যে যতফর দিতেছে কিন্তু তাদের লস এতো পরিমাণে বেশি হইছে যে তাদেরে ওই টাকায় হচ্ছে নায় এখন ওইদিন দেখলি না নিউজফ্যাডে তো দেখছিস যে সাকিব সাকিব আল হাসান নাকি দিলেও বিশ হআাজার জাস্ট ইফতারি করার জন্য ওর ফাউন্ডেশন পিছন্দি আরও অনেক টাকা দিছে কিন্তু ইসামনে দিয়ে হচ্ছে ইফতারির জন্য বিশ হাজার টাখা ইছে এইজন্য রে টলেটেড বেশি অইছে
valid_tangail (2).wav,হ্যা দেন ওই লোকটা ওই যে ওইটা তো ভাইরাল হইয়া গেলো ওইলরে কতো কী বন্ন করেরাকি খুইজাই পাওয়া যায় না এখন এইরকম বলতেছে যে কে বলছে কী বলছে লোকটার নাকি খুইজাই পাওয়া যায় না কি ওই লোকটটায় খাল আছেন কি াা অয় তো ভাইরাল হইয়া গেছে এখন তো সেই পলাতকি থাকার কথা
valid_tangail (3).wav,লুকায় থাকবে এত বড় একটা কথা বলছে ভাই একেতো গরম তার উফরেই আগুন ধরছে সব জায়গায় মানে এখন গরমের তাপ শুরু হয়া গেছো কি গরমটা করছে দেখছস কথা অইলো গরমটা রোজার মদ্যে ফড়ছে ফাস্টের দিকে যে রোজার ছিলো আমরা তো ভাফছিলাম খুব বৃষ্টিতে টান্ডা টান্ডা রোজাটা শেষ অবে
valid_tangail (4).wav,কিন্তু সেটা আর হইলো না মানে এখন তো খনো হয় দাবানো ল একচলতেছে না হ্যাঁ হেঁ দাবানল এক নাম দিছে এই দাবানোলাগি ইরকম হইতে ফারে আমাদের সুন্দর বানে আগুন লাইগগা যাইতে ফারে এইটা হইতাম  না আমি তো দেখছি বড় বড় কান জিতে ইরকম হয়  অতিরিক্ত গরমের কারণে বিবিন্ন জাগায়
valid_tangail (5).wav,বিভিন্ন বনাঞ্চল আগুনে ফুইরা যায় তো আমাদের দেশের কামা স খ কারণ জনিমনে কিছু তা আবার নলের জন্য মার্কেটো আগুন মানে ধরতেই ফারি যে এতো তার আমাদের দেশের ব্যাফারটা বুঝিস হ্যা রাস্তা অনেক তার তো টা শর্ট সার্কিট যেটা সেটার মাধ্যমে কিন্তু আগুন ধরতে ফারি যেমন আমি বলি যেদিন বঙ্গবাজের আগন লাগলো তারফরেরদিন বঙ্গ ইছলামেরাম একটা মার্কেট আছে ওইখানে আগুন লাগছে
valid_tangail (6).wav,তার ঠিক দুইদিন ফরে চকবাজারর আগুন লাগছে মানে মার্কেটগুলার মদ্যে আগ লাগছেনা এটা হয় তো বা চকর ঈদের সময় একটা সিন্ডিকেটর থাকে তার ই কাজগুলা করে রা তোবা হইতাছে আগু মানে দাবাননের জন্যই আগুনগুলা অটোমেটিক লাগতাছে বেটা আমাদের ধারণ আমরা বাঙালি রাশযদি কিছু নিতে ফারি না আমাদের মনে অইতাছে কোনো দল কোনো অবিরোধী দল এরা ই কাজগুলা কইরা যাইতাছে আবার দেকমানে ই
valid_tangail (7).wav,কারো ইচ্ছা ছাড়ায় ষড়যন্ত্রত ছাড়াও খইতে ফারে এই যে দোকানে থাকে কয়লটল জ্বালায়র কারেন্টের লাইনে একটু লিকেস থাকলে আতে পারে ওইটা থেকি কা ফয়টা বা জা আগুন লাগাই ু রা রাত অবশ্যই আগুনটা আরও আগে লাগছে ধর বরের তিকে
valid_tangail (8).wav,আস্তে আস্তে আস্তে আস্তে আস্তে আস তারন কতো মরা হছি যে ফায়ার সার্ভিসরা আসছিলো তাদের নাকি পানি ছিলো না অনেকিমু পানি ছিলো নাআর যতটুকু পানি ছিলো ওদের ওদিকে আগুন পচাইতে পারে ফায়ার সার্ভিসের অফিসের দিকে ওজন্র আগে ওইদিকে পানি দিয়া দিছে তারফরে আমি দেখছি যে ঢাকা বার্সিটির কোন হলের
valid_tangail (9).wav,পুকুর থিকানো একটি পানি আই না তারফর বানি দিছে এবং আমি তো দেখছি হেলিকপ্টার থিকে পানি উঠাইছে তি দছি থেকে সেইখান থিকা উঠাইয়া তারফরে বানি দিছে তো আমাদের এতো পানির শটেস্ট কেলো
valid_tangail (10).wav,যদি এতো বড় আগুন রাগে তাইলো সেটা দা সব থাকে ফানির কথা হইতাছে তে আগুন লাগছে আমাদের বাননের প্রধানমন্ত্রী শেষ ওকবারে অসহায়তার নিয় কোনো কথা না পইলা সে ফায়ার সার্ভিসের অফিসে কেনো মানুষ গেলো সেইটা নেতার মাথা বেথা অয় গেছে না এটা ইটার বিরুদ্ধে স্টেপ নিবা বার মানে মানুষদের জন্য কী করা উচিত বা তাদের এই যে রোজার সিজেনটা এতো বড় লস হইলো তাদের
