,word,ipa,cnt
29341,তাসলিমা।,t̪ɐʃlɪmɐ।,1
29342,তাসলিমা,t̪ɐʃlɪmɐ,1
29343,তাসভার,t̪ɐʃbʱɐɾ,1
29344,তাসবিহ,t̪ɐʃbɪho,1
29345,"তাসনিন,","t̪ɐʃonɪn,",1
29346,তাসকিন-সানিকে।,t̪ɐʃokɪn-ʃɐnɪke।,1
29347,তাস,t̪ɐʃ,1
29348,তাশুল্যা-বাংলাবাজারে,t̪ɐʃulɛ-bɐŋlɐbɐɟɐɾe,1
29349,তাশি,t̪ɐʃɪ,1
29350,তালের,t̪ɐleɾ,1
29351,তালেবানের,t̪ɐlebɐneɾ,1
29352,তালেবানরা,t̪ɐlebɐnɾɐ,1
29353,তালেবান।,t̪ɐlebɐn।,1
29354,তালুকদারসহ,t̪ɐlukd̪ɐɾsho,1
29355,তালুকদারপাড়া,t̪ɐlukd̪ɐɾpɐɽɐ,1
29356,তালুকদারকে,t̪ɐlukd̪ɐɾke,1
29357,তালিমপুর,t̪ɐlɪmpuɾ,1
29358,তালিকায়ও,t̪ɐlɪkɐʲo,1
29359,তালিকানুযায়ী,t̪ɐlɪkɐnuɟɐʲɪ,1
29360,তালিকাটি,t̪ɐlɪkɐtɪ,1
29361,তালাল,t̪ɐlɐl,1
29362,তালাভেঙে,t̪ɐlɐbʱeŋe,1
29363,তালাত,t̪ɐlɐt̪,1
29364,তালাকের,t̪ɐlɐkeɾ,1
29365,তালশাঁস,t̪ɐlʃɐ̃ʃ,1
29366,তালবাড়িয়ায়,t̪ɐlbɐɽɪʲɐe̯,1
29367,"তালতলী,","t̪ɐlt̪olɪ,",1
29368,তালতলা,t̪ɐlt̪ɔlɐ,1
29369,তারের,t̪ɐɾeɾ,1
29370,তারেক।,t̪ɐɾek।,1
29371,তারে,t̪ɐɾe,1
29372,তারিশি।,t̪ɐɾɪʃɪ।,1
29373,তারিখের,t̪ɐɾɪkʰeɾ,1
29374,তারিখে,t̪ɐɾɪkʰe,1
29375,তারিকুল,t̪ɐɾɪkul,1
29376,তারিকুজ্জামান,t̪ɐɾɪkuɟɟɐmɐn,1
29377,তারিকউজ্জামান,t̪ɐɾɪkuɟɟɐmɐn,1
29378,তারিক।,t̪ɐɾɪk।,1
29379,তারাবির,t̪ɐɾɐbɪɾ,1
29380,তারাবি,t̪ɐɾɐbɪ,1
29381,তারাপুর,t̪ɐɾɐpuɾ,1
29382,তারানা,t̪ɐɾɐnɐ,1
29383,তারানগর,t̪ɐɾɐngɔɾ,1
29384,তারাজ্বলা,ɾɐt̪e,1
29385,তারাগঞ্জ,t̪ɐɾɐgɔnɟ,1
29386,তারাকা,t̪ɐɾɐkɐ,1
29387,তারাও।,t̪ɐɾɐo̯।,1
29388,তারাই।,t̪ɐɾɐɪ̯।,1
29389,তারা;,t̪ɐɾɐ;,1
29390,"তারল্য,","t̪ɐɾollo,",1
29391,তারপরেই,t̪ɐɾpɔɾeɪ̯,1
29392,তারকারাও,t̪ɐɾkɐɾɐo̯,1
29393,তারকার।,t̪ɐɾkɐɾ।,1
29394,তারকার,t̪ɐɾkɐɾ,1
29395,তারকাই,t̪ɐɾkɐɪ̯,1
29396,তারকা-পত্নীরা,t̪ɐɾkɐ-pɔt̪nɪɾɐ,1
29397,তারকা-,t̪ɐɾkɐ-,1
29398,তারও।,t̪ɐɾo।,1
29399,তার।,nɐ,1
29400,তার,"ɟe,",1
29401,তার,pɐɾɪbɐɾɪk,1
29402,তার,gɾɐme,1
29403,তার,bɛŋk,1
29404,তামিলের,t̪ɐmɪleɾ,1
29405,তামিমের,t̪ɐmɪmeɾ,1
29406,তামিমা,t̪ɐmɪmɐ,1
29407,তামিমদের।,t̪ɐmɪmɔd̪eɾ।,1
29408,তামাশায়,t̪ɐmɐʃɐe̯,1
29409,তামান্না,t̪ɐmɐnnɐ,1
29410,তামাকের,t̪ɐmɐkeɾ,1
29411,তামাকজাত,t̪ɐmɐkɟɐt̪,1
29412,তামাক,t̪ɐmɐk,1
29413,তাবোল,t̪ɐbol,1
29414,তাফসিরকারক,t̪ɐpʰosɪɾkɐɾɔk,1
29415,তাফছুদ্দীনের,t̪ɐpʰcʰud̪d̪ɪneɾ,1
29416,তাপসরঞ্জন,t̪ɐpʃɔɾonɟon,1
29417,তাপপ্রবাহে,t̪ɐpopɾobɐhe,1
29418,তাপ,t̪ɐp,1
29419,তান্দ্রিক,t̪ɐnd̪ɾɪk,1
29420,তানোরের,t̪ɐnoɾeɾ,1
29421,তানিয়াসহ,t̪ɐnɪʲɐʃɔho,1
29422,তানিয়াকে,t̪ɐnɪʲɐke,1
29423,তানসেনের,t̪ɐnʃeneɾ,1
29424,তানভীর।,t̪ɐnbʱɪɾ।,1
29425,তানভির।,t̪ɐnbʱɪɾ।,1
29426,তানবীর,t̪ɐnobɪɾ,1
29427,তানজীব-উল,t̪ɐnɟɪb-ul,1
29428,তানজিয়া,t̪ɐnɟɪʲɐ,1
29429,তানজিলুর,t̪ɐnɟɪluɾ,1
29430,তানজিলার,t̪ɐnɟɪlɐɾ,1
29431,তানজিলা।,t̪ɐnɟɪlɐ।,1
29432,তানজিল,t̪ɐnɟɪl,1
29433,তানজিন।,t̪ɐnɟɪn।,1
29434,তানজানিয়ায়।,t̪ɐnɟɐnɪʲɐe̯।,1
29435,তাদেরকেও,t̪ɐd̪eɾkeo̯,1
29436,তাদের,cɪkɪt̪ʃɔk,1
29437,তাদেও,t̪ɐd̪eo̯,1
29438,তাতে,hoccʰe,1
29439,তাণ্ডবে,t̪ɐndobe,1
29440,তাণ্ডব,t̪ɐndob,1
29441,তাড়াতাড়ি,t̪ɐɽɐt̪ɐɽɪ,1
29442,তাজ্য,t̪ɐɟɟo,1
29443,তাজৌরা,t̪ɐɟo͡u̯ɾɐ,1
29444,তাজেল,t̪ɐɟel,1
29445,তাজিন,t̪ɐɟɪn,1
29446,তাজিকিস্তানের,t̪ɐɟɪkɪst̪ɐneɾ,1
29447,তাজিকিস্তান,t̪ɐɟɪkɪst̪ɐn,1
29448,তাজমহল,t̪ɐɟomhɔl,1
29449,তাজপুর,t̪ɐɟpuɾ,1
29450,তাজউদ্দিনের,t̪ɐɟud̪d̪ɪneɾ,1
29451,তাজ,t̪ɐɟ,1
29452,তাছাড়াও,t̪ɐcʰɐɽɐo̯,1
29453,"তাছাড়া,","t̪ɐcʰɐɽɐ,",1
29454,"তাছাড়া,","t̪ɐcʰɐɽɐ,",1
29455,তাচ্ছিল্য,t̪ɐccʰɪllo,1
29456,তাগিদের।,t̪ɐgɪd̪eɾ।,1
29457,তাগাদার,t̪ɐgɐd̪ɐɾ,1
29458,তাকেসহ,t̪ɐkeʃɔho,1
29459,তাকে,lokɟɔn,1
29460,তাকে,kundu,1
29461,তাকে,hoʲe,1
29462,তাকিয়ে।,t̪ɐkɪʲe।,1
29463,তাকিউর,t̪ɐkɪ͡u̯ɾ,1
29464,"তাকাল,","t̪ɐkɐl,",1
29465,তাকওয়া,t̪ɐkoʷɐ,1
29466,তাওহীদুর,t̪ɐo̯hɪd̪uɾ,1
29467,তাওহিদকে,t̪ɐo̯hɪd̪ke,1
29468,তাও,kɔpɐl,1
29469,তাইয়্যেপ,t̪ɐ͡ɪ̯ʲd̪ep,1
29470,তাইয়েবুর,t̪ɐɪ̯ʲebuɾ,1
29471,তাইবুর,t̪ɐɪ̯buɾ,1
29472,তাইফুল,t̪ɐ͡ɪ̯pʰul,1
29473,তাইজুল,t̪ɐɪ̯ɟul,1
29474,তাইজউদ্দীনের,t̪ɐɪ̯ɟud̪d̪ɪneɾ,1
29475,তাইওয়ান,t̪ɐ͡ɪ̯oʷɐn,1
29476,তাইও,t̪ɐ͡ɪ̯o,1
29477,তাই?,t̪ɐɪ̯?,1
29478,"তাই,","t̪ɐɪ̯,",1
29479,তাই,teste,1
29480,তাঁরা,t̪ɐ̃ɾɐ,1
29481,তাঁবেদার,t̪ɐ̃bed̪ɐɾ,1
29482,তাঁবুতে।,t̪ɐ̃but̪e।,1
29483,তাঁদের,t̪ɐ̃d̪eɾ,1
29484,তাঁতীবাজারের,t̪ɐ̃t̪ɪbɐɟɐɾeɾ,1
29485,তাঁতিরা,t̪ɐ̃t̪ɪɾɐ,1
29486,তাঁতিকান্দা,t̪ɐ̃t̪ɪkɐnd̪ɐ,1
29487,তাঁতরা,t̪ɐ̃t̪ɾɐ,1
29488,তাঁত,t̪ɐ̃t̪,1
29489,তা-ও,t̪ɐ-o,1
29490,তা-ই।,t̪ɐ-ɪ।,1
29491,তা,hɔe̯,1
29492,তহুরা,t̪ohuɾɐ,1
29493,তহিরুলের,t̪ohɪɾuleɾ,1
29494,"তহিদ,","t̪ohɪd̪,",1
29495,তহসিলদার,t̪ɔhosɪld̪ɐɾ,1
29496,তহশিলদারকে,t̪ohoʃɪld̪ɐɾke,1
29497,তহন,t̪ɔhon,1
29498,তসলিমা,t̪ɔʃolɪmɐ,1
29499,তল্লাশিতে,t̪ollɐʃɪt̪e,1
29500,তলুইগাছা,t̪oluɪ̯gɐcʰɐ,1
29501,তলাপাত্র,t̪ɔlɐpɐt̪ɾo,1
29502,তলানিতে।,t̪ɔlɐnɪt̪e।,1
29503,তলবসহ,t̪ɔlboʃɔho,1
29504,তলদেশের,t̪ɔld̪eʃeɾ,1
29505,তলদেশে,t̪ɔld̪eʃe,1
29506,তর্পণ,t̪ɔɾpon,1
29507,তর্কবির্তক,t̪ɔɾkobɪɾt̪ok,1
29508,তর্কবিতর্কে,t̪ɔɾkobɪt̪ɔɾke,1
29509,তর্কবাগীশ,t̪ɔɾkobɐgɪʃo,1
29510,তরুন,t̪oɾun,1
29511,তরুণেরও,t̪oɾuneɾo,1
29512,তরুণীরা,t̪oɾunɪɾɐ,1
29513,তরুণীদের।,t̪oɾunɪd̪eɾ।,1
29514,তরুণীটিকে,t̪oɾunɪtɪke,1
29515,তরুণীকেই,t̪oɾunɪkeɪ̯,1
29516,তরুণী।,t̪oɾunɪ।,1
29517,তরুণরাও,t̪oɾunɾɐ͡o̯,1
29518,তরুণকে,t̪oɾunke,1
29519,তরুণ।,t̪oɾun।,1
29520,তরুণ-যুবককে,t̪oɾun-ɟubokke,1
29521,তরুণ-তরুণী।,t̪oɾuno-t̪ɔɾunɪ।,1
29522,তরমুজের,t̪oɾmuɟeɾ,1
29523,তরমুজ,t̪oɾmuɟ,1
29524,তরফদার,t̪ɔɾopʰd̪ɐɾ,1
29525,তরপদার,t̪ɔɾpd̪ɐɾ,1
29526,তরঙ্গের,t̪ɔɾɔŋgeɾ,1
29527,তরকারিতে,t̪ɔɾkɐɾɪt̪e,1
29528,তরকারি,t̪ɔɾkɐɾɪ,1
29529,তরকা,t̪ɔɾkɐ,1
29530,তমাল,t̪ɔmɐl,1
29531,তমা,t̪ɔmɐ,1
29532,তমছির,t̪omocʰɪɾ,1
29533,তবিয়তেই,t̪obɪʲot̪eɪ̯,1
29534,তবারক,gɾɐmeɾ,1
29535,তবলীগ,t̪ɔbolɪg,1
29536,তবলাবাদক,t̪ɔbolɐbɐd̪ɔk,1
29537,"তবলা,","t̪ɔbolɐ,",1
29538,তবলা,t̪ɔbolɐ,1
29539,তবলছড়িবাজার,t̪ɔbolcʰoɽɪbɐɟɐɾ,1
29540,তফাজ্জল,t̪ɔpʰɐɟɟɔl,1
29541,তফসিলি,t̪ɔpʰsɪlɪ,1
29542,তফসিলভুক্ত,t̪ɔpʰsɪlbʱukt̪o,1
29543,তপুকে,t̪opuke,1
29544,তপনচন্দ্র,t̪ɔponcɔnd̪ɾo,1
29545,তপন।,t̪ɔpon।,1
29546,তন্ত্রশাস্ত্রের,t̪ɔnt̪ɾoʃɐst̪ɾeɾ,1
29547,তন্ত্রমতে,t̪ɔnt̪ɾomt̪e,1
29548,তনু।,t̪onu।,1
29549,তনিমা,t̪onɪmɐ,1
29550,তনা,t̪ɔnɐ,1
29551,তদারক,t̪ɔd̪ɐɾok,1
29552,তদবিরে,t̪od̪bɪɾe,1
29553,তদন্তেও,t̪ɔd̪ont̪eo̯,1
29554,তদন্তাধীন।,t̪ɔd̪ont̪ɐd̪ʱɪn।,1
29555,তদন্তসাপেক্ষে,t̪ɔd̪ont̪oʃɐpekkʰe,1
29556,তদন্তসংশ্লিষ্ট,t̪ɔd̪ont̪oʃɔŋslɪʃto,1
29557,তদন্তকারীরা,t̪ɔd̪ont̪okɐɾɪɾɐ,1
29558,তদন্তকারীদের।,t̪ɔd̪ont̪okɐɾɪd̪eɾ।,1
29559,তদন্তকর্তাকে,t̪ɔd̪ont̪okɔɾt̪ɐke,1
29560,তথ্যেরও,t̪ot̪t̪ʰeɾo,1
29561,তথ্যানুযায়ী,t̪ot̪t̪ʰɐnuɟɐʲɪ,1
29562,তথ্যমেলার,t̪ot̪t̪ʰomelɐɾ,1
29563,তথ্যমন্ত্রীর,t̪ot̪t̪ʰomɔnt̪ɾɪɾ,1
29564,তথ্যমন্ত্রীকে,t̪ot̪t̪ʰomɔnt̪ɾɪke,1
29565,তথ্যমতে,t̪ot̪t̪ʰomɔt̪e,1
29566,তথ্যভিত্তিক,t̪ot̪t̪ʰobʱɪt̪t̪ɪk,1
29567,তথ্যবিভ্রাট/প্রশাসনিক,t̪ot̪t̪ʰobɪbʱɾɐt/pɾoʃɐʃonɪk,1
29568,তথ্যপ্রযুক্তিবিষয়ক,t̪ot̪t̪opɾoɟukt̪ɪbɪʃɔʲok,1
29569,তথ্যপ্রযুক্তিকে,t̪ot̪t̪opɾoɟukt̪ɪke,1
29570,তথ্যপ্রমাণের,t̪ot̪t̪opɾomɐneɾ,1
29571,তথ্যপ্রমাণ,t̪ot̪t̪opɾomɐn,1
29572,তথ্যটি,t̪ot̪t̪ʰotɪ,1
29573,তথ্যকে,t̪ot̪t̪ʰoke,1
29574,তথ্য-প্রমাণও,t̪ot̪t̪o-pɾomɐno,1
29575,তথ্য,e,1
29576,তত্ত্বের,t̪ɔt̪t̪eɾ,1
29577,তত্ত্বাবধায়নে,t̪ɔt̪t̪ɐbɔd̪ʱɐʲone,1
29578,তত্ত্বাবধান,t̪ɔt̪t̪ɐbɔd̪ʱɐn,1
29579,তত্ত্ব,t̪ɔt̪t̪o,1
29580,ততবার,t̪ɔt̪obɐɾ,1
29581,ততদিনে,t̪ɔt̪od̪ɪne,1
29582,ততটুকু,t̪ɔt̪otuku,1
29583,ততই,pɔɽɐʃonɐ,1
29584,তছরুপ,t̪ɔcʰɾup,1
29585,তখনো,t̪ɔkʰono,1
29586,তখন।,t̪ɔkʰon।,1
29587,তকীয়ূল্লাহর,t̪okɪʲou̯llɐhoɾ,1
29588,তকমা,t̪ɔkmɐ,1
29589,ঢোলে,dʱole,1
29590,ঢোকে।,dʱoke।,1
29591,ঢোকালে,dʱokɐle,1
29592,ঢোক,dʱok,1
29593,ঢেলেছেন,dʱelecʰen,1
29594,ঢেউ,dʱe͡u̯,1
29595,ঢেঁকি,dʱẽkɪ,1
29596,ঢুষমারা,dʱuʃɔmɐɾɐ,1
29597,ঢুকেছেন,dʱukecʰen,1
29598,"ঢুকেছে,","dʱukecʰe,",1
29599,ঢুকেই,dʱukeɪ̯,1
29600,ঢুকলাম।,dʱuklɐm।,1
29601,ঢুকতেপারেন,dʱukt̪epɐɾen,1
29602,ঢুকতেই,dʱukt̪eɪ̯,1
29603,ঢিলেমি,dʱɪlemɪ,1
29604,ঢিলেঢালাভাবেই,dʱɪledʱɐlɐbʱɐbeɪ̯,1
29605,ঢিলেঢালা,dʱɪledʱɐlɐ,1
29606,ঢিলে-ঢোলা,dʱɪle-dʱolɐ,1
29607,ঢিলে,dʱɪle,1
29608,ঢালীর,dʱɐlɪɾ,1
29609,ঢালিউডের,dʱɐlɪu̯deɾ,1
29610,ঢালিউড,dʱɐlɪ͡u̯d,1
29611,"ঢালারপাড়,","dʱɐlɐɾpɐɽ,",1
29612,ঢালাই,dʱɐlɐɪ̯,1
29613,ঢালচরের,dʱɐlcoɾeɾ,1
29614,ঢাবির,dʱɐbɪɾ,1
29615,ঢাবি,dʱɐbɪ,1
29616,"ঢাকায়,","dʱɐkɐe̯,",1
29617,ঢাকাসহ,dʱɐkɐʃɔho,1
29618,ঢাকাবাসীর,dʱɐkɐbɐʃɪɾ,1
29619,ঢাকাকে,dʱɐkɐke,1
29620,ঢাকা।,"hɐʃpɐt̪ɐlɔt̪eɟgɐ̃o,",1
29621,ঢাকা।,"hɐʃpɐt̪ɐl,",1
29622,ঢাকা-সিলেট,dʱɐkɐ-ʃɪlet,1
29623,ঢাকা-লক্ষ্মীপুর,dʱɐkɐ-lɔkʰɪpuɾ,1
29624,ঢাকা-রাজশাহী,dʱɐkɐ-ɾɐɟʃɐhɪ,1
29625,ঢাকা-চট্টগ্রামের,dʱɐkɐ-cɔttogɾɐmeɾ,1
29626,ঢাকা-গোপালগঞ্জ,dʱɐkɐ-gopɐlgɔnɟ,1
29627,ঢাকা-গাজীপুর,dʱɐkɐ-gɐɟɪpuɾ,1
29628,ঢাকনির,dʱɐknɪɾ,1
29629,ঢাকনাটি,dʱɐknɐtɪ,1
29630,ঢল।,dʱɔl।,1
29631,ঢংকা,dʱɔŋkɐ,1
29632,ঢং,dʱɔŋ,1
29633,ডয়াম,dɔʲɐm,1
29634,ড্রয়ের,dɾoʲeɾ,1
29635,ড্রয়ে,dɾoʲe,1
29636,ড্রয়ার,dɾoʲɐɾ,1
29637,ড্রোনের,dɾoneɾ,1
29638,ড্রোনভিত্তিক,dɾonbʱɪt̪t̪ɪk,1
29639,ড্রেসিংরুমের,dɾesɪŋɾumeɾ,1
29640,ড্রেসিংরুমে,dɾesɪŋɾume,1
29641,ড্রেস,dɾes,1
29642,ড্রেনও,dɾeno,1
29643,ড্রেজিং,dɾeɟɪŋ,1
29644,ড্রেজারের,dɾeɟɐɾeɾ,1
29645,ড্রেজারটি,dɾeɟɐɾtɪ,1
29646,ড্রিবলিংয়ে,dɾɪbɔlɪŋʲe,1
29647,ড্রিউর,dɾɪu̯ɾ,1
29648,ড্রিংকস,dɾɪŋkʃ,1
29649,ড্রামস,dɾɐmʃ,1
29650,ড্রামভর্তি,dɾɐmbʱɔɾt̪ɪ,1
29651,ড্রাগন,dɾɐgɔn,1
29652,ড্রাইভারের,dɾɐɪ̯bʱɐɾeɾ,1
29653,ড্রাইভারকে,dɾɐɪ̯bʱɐɾke,1
29654,ড্রাইভার।,dɾɐɪ̯bʱɐɾ।,1
29655,ড্রাইভার,dɾɐ͡ɪ̯bʱɐɾ,1
29656,ড্রাইভ,dɾɐɪ̯bʱ,1
29657,ড্রাই,dɾɐ͡ɪ̯,1
29658,ড্রর,dɾoɾ,1
29659,ড্রবাংলাদেশ,dɾobɐŋlɐd̪eʃ,1
29660,ড্রপ,dɾop,1
29661,ড্র।,dɾo।,1
29662,ড্যাশিং,dɛʃɪŋ,1
29663,ড্যারিক।,dɛɾɪk।,1
29664,ড্যানিশ,dɛnɪʃ,1
29665,ড্যানি,dɛnɪ,1
29666,ডোয়াইল,doʷɐɪ̯l,1
29667,ডোমার,domɐɾ,1
29668,ডোবাটিতে,dobɐtɪt̪e,1
29669,"ডোবা,","dobɐ,",1
29670,ডোনার,donɐɾ,1
29671,ডোনা,donɐ,1
29672,ডোজেস,doɟes,1
29673,ডোকলামের,doklɐmeɾ,1
29674,ডোকলাম,doklɐm,1
29675,ডেয়ারডেভিলস,deʲɐɾdebʱɪlɔs,1
29676,ডোনাল্ড,deɐ̯nɐld,1
29677,ডেলে,dele,1
29678,ডেলিভারিতে,delɪbʱɐɾɪt̪e,1
29679,ডেলিভারি,delɪbʱɐɾɪ,1
29680,ডেলফ,delpʰ,1
29681,ডেলপোর্ট,delpoɾt,1
29682,ডেরায়।,deɾɐe̯।,1
29683,ডেরায়,deɾɐe̯,1
29684,ডেরার,deɾɐɾ,1
29685,ডেমোক্রেটরা।,demokɾetɾɐ।,1
29686,ডেমোক্রেটরা,demokɾetɾɐ,1
29687,ডেমোক্রেটদের,demokɾetd̪eɾ,1
29688,ডেমোক্রাট,demokɾɐt,1
29689,ডেভেলপারদের,debʱelpɐɾd̪eɾ,1
29690,ডেভেলপমেন্টের,debʱelpɔmenteɾ,1
29691,ডেভেলপমেন্টে,debʱelpɔmente,1
29692,ডেভিস।,debʱɪʃ।,1
29693,ডেভ,debʱ,1
29694,ডেপ,dep,1
29695,ডেনিমের,denɪmeɾ,1
29696,ডেনিমস,denɪmɔʃ,1
29697,ডেনিম,denɪm,1
29698,ডেনমার্কও,denmɐɾko,1
29699,ডেথ,det̪ʰ,1
29700,ডেডবডি,dedbɔdɪ,1
29701,ডেটিংয়ে,detɪŋʲe,1
29702,ডেটিং,detɪŋ,1
29703,ডেটানেটরযুক্ত,detɐnetoɾɔɟukt̪o,1
29704,ডেটমল্ড,detmɔldo,1
29705,ডেঙ্গুর,deŋguɾ,1
29706,"ডেগার,","degɐɾ,",1
29707,ডেকোরেটর,dekoɾetoɾ,1
29708,ডে-নাইট,de-nɐɪ̯t,1
29709,ডুয়েল,duʲel,1
29710,ডুয়ানে,duʲɐne,1
29711,ডুলিভিটা,dulɪbʱɪtɐ,1
29712,ডুরান,duɾɐn,1
29713,ডুমুরিয়া,dumuɾɪʲɐ,1
29714,"ডুমিনি,","dumɪnɪ,",1
29715,ডুমনি,dumnɪ,1
29716,ডুমখালী,dumkʰɐlɪ,1
29717,ডুবোচরের,dubocoɾeɾ,1
29718,ডুবো,dubo,1
29719,ডুবেই,dubeɪ̯,1
29720,ডুবুরিরা।,dubuɾɪɾɐ।,1
29721,ডুবুরি,dubuɾɪ,1
29722,ডুবি,dubɪ,1
29723,ডুবলেই,dubleɪ̯,1
29724,ডুবন্ত,dubont̪o,1
29725,ডুবতে,dubt̪e,1
29726,ডুফিনি,dupʰɪnɪ,1
29727,ডুপ্লেক্স,duplekʃo,1
29728,ডুডলে,dudle,1
29729,ডুডল।,dudl।,1
29730,ডুইব্বা,duɪ̯bbɐ,1
29731,ডিয়েগো,dɪʲego,1
29732,ডিয়াজের,dɪʲɐɟeɾ,1
29733,ডিস্ট্রিবিউশনের,dɪstɾɪbɪ͡u̯ʃoneɾ,1
29734,ডিস্ট্রিবিউশন,dɪstɾɪbɪu̯ʃon,1
29735,ডিসেম্বর।,dɪʃembɔɾ।,1
29736,ডিসিসি,dɪʃɪʃɪ,1
29737,ডিসির,dɪsɪɾ,1
29738,ডিসিপ্লিনারি,dɪsɪplɪnɐɾɪ,1
29739,ডিসিপ্লিনটা,koɾcʰo,1
29740,ডিসিপ্লিনগুলো,dɪsɪplɪngulo,1
29741,"ডিসি,","dɪsɪ,",1
29742,ডিসপ্লের,dɪspleɾ,1
29743,ডিসপ্লে,dɪsple,1
29744,ডিসপেন্সারিতে,dɪspenʃɐɾɪt̪e,1
29745,ডিসট্রোফি,dɪʃtɾopʰɪ,1
29746,ডিসকো,dɪʃko,1
29747,ডিসকাশনে,dɪʃkɐʃone,1
29748,ডিসকাশন,dɪʃkɐʃon,1
29749,ডিসকাউন্ট।,dɪʃkɐu̯nt।,1
29750,ডিসকভারি,dɪʃokbʱɐɾɪ,1
29751,ডিলের,dɪleɾ,1
29752,ডিলারের,dɪlɐɾeɾ,1
29753,ডিলাররাও,dɪlɐɾɾɐo̯,1
29754,ডিলারকে,dɪlɐɾke,1
29755,ডিম্বাকার,dɪmbɐkɐɾ,1
29756,ডিমেরিট,dɪmeɾɪt,1
29757,ডিমের,dɪmeɾ,1
29758,ডিমলা,dɪmlɐ,1
29759,"ডিমচিতই,","dɪmcɪt̪oɪ̯,",1
29760,ডিম।,dɪm।,1
29761,ডিভোর্সের,dɪbʱoɾseɾ,1
29762,ডিভাইসগুলো,dɪbʱɐɪ̯ʃgulo,1
29763,ডিভাইস।,dɪbʱɐɪ̯ʃ।,1
29764,ডিভাইডার,dɪbʱɐɪ̯dɐɾ,1
29765,ডিবিও,dɪbɪo̯,1
29766,"ডিবি,","dɪbɪ,",1
29767,ডিফেন্ডাররা।,dɪpʰendɐɾoɾɐ।,1
29768,ডিফেন্ডারদের,dɪpʰendɐɾd̪eɾ,1
29769,ডিফারেন্ট,dɪpʰɐɾent,1
29770,ডিফল্টভাবে,dɪpʰɔltobʱɐbe,1
29771,ডিপোর,dɪpoɾ,1
29772,ডিপোতে,dɪpot̪e,1
29773,ডিপিডিসিকে,dɪpɪdɪsɪke,1
29774,ডিপার্টমেন্টাল,dɪpɐɾtomentɐl,1
29775,ডিপার্টমেন্ট,dɪpɐɾtoment,1
29776,ডিপমাইন্ড।,dɪpmɐ͡ɪ̯nd।,1
29777,ডিপজল।,dɪpɟɔl।,1
29778,ডিপজল,dɪpɟɔl,1
29779,ডিপ,dɪp,1
29780,ডিনা,dɪnɐ,1
29781,ডিন।,dɪn।,1
29782,ডিজের,dɪɟeɾ,1
29783,ডিজেকে,dɪɟeke,1
29784,ডিজেআই,dɪɟeɐ̯ɪ,1
29785,ডিজিটে,dɪɟɪte,1
29786,ডিজিটালি,dɪɟɪtɐlɪ,1
29787,ডিজিএম,dɪɟɪe̯m,1
29788,ডিজাইনে,dɪɟɐɪ̯ne,1
29789,ডিজাইনার,dɪɟɐɪ̯nɐɾ,1
29790,ডিজনি,dɪɟonɪ,1
29791,ডিঙ্গিয়ে,dɪŋgɪʲe,1
29792,ডিগ্রিধারীরা,dɪgɾɪd̪ʱɐɾɪɾɐ,1
29793,"ডিগ্রিধারী,","dɪgɾɪd̪ʱɐɾɪ,",1
29794,ডিগ্রিও,dɪgɾɪo̯,1
29795,ডিক্সন,dɪkʃon,1
29796,ডিক্রি,dɪkɾɪ,1
29797,ডিক্যাপ্রিও।,dɪkkɐpɾɪ͡o̯।,1
29798,ডিক্টেটরদের,dɪktetɾɔd̪eɾ,1
29799,ডিকভেলা।,dɪkbʱelɐ।,1
29800,ডিওএইচএসের,dɪo̯e̯ɪ̯ceʃeɾ,1
29801,ডিওএইচএসে,dɪo̯eɪ̯ceʃe,1
29802,ডিএসসিসির,dɪe̯sʃɪsɪɾ,1
29803,ডিএসপি।,dɪe̯spɪ।,1
29804,ডিএসইর,dɪʃʃoɪ̯ɾ,1
29805,ডিএসইতে,dɪɛʃɪt̪e,1
29806,ডিএস,dɪe̯s,1
29807,ডিএমপি,dɪe̯mpɪ,1
29808,ডিএম,dɪe̯m,1
29809,ডিএফএফ,dɪe̯pʰɔe̯pʰ,1
29810,ডিএপি,dɪe̯pɪ,1
29811,ডিএনসিসি।,dɪe̯nʃɪʃɪ।,1
29812,ডিএনসিসি,dɪe̯nʃɪʃɪ,1
29813,ডিএনডি,dɪe̯ndɪ,1
29814,ডিএনএ,dɪe̯ne,1
29815,ডিএইচটি।,dɪe̯ɪctɪ।,1
29816,ডিএ,dɪe̯,1
29817,ডিউটিরত,dɪu̯tɪɾɔt̪o,1
29818,ডিইডি,dɪ͡ɪ̯dɪ,1
29819,ডিআরইউ,dɪɐ̯ɾɪu̯,1
29820,ডিআইটির,dɪɐ̯ɪtɪɾ,1
29821,ডিআইটি,dɪɐ̯ɪtɪ,1
29822,ডায়ালাইসিস,dɐʲɐlɐɪ̯ʃɪʃ,1
29823,ডায়ালগে,dɐʲɐlge,1
29824,ডায়ালগ-সিপিডি।,dɐʲɐlgo-sɪpɪdɪ।,1
29825,ডায়াবেটিসে,dɐʲɐbetɪse,1
29826,ডায়াবেটিসকে,dɐʲɐbetɪske,1
29827,ডায়ানা,dɐʲɐnɐ,1
29828,ডায়রিয়ায়,dɐʲɾɪʲɐe̯,1
29829,ডায়রিতে,dɐʲɾɪt̪e,1
29830,ডায়নামাইটসের,dɐʲnɐmɐ͡ɪ̯tseɾ,1
29831,ডাস্টবিনে,dɐstobɪne,1
29832,ডাস্টবিন,dɐstobɪn,1
