,Inflected_Word,Valid,Lemma_Correct,Lemma_Predict
4956,সমষ্টিসমুহের,Y,সমষ্টি,সমষ্টি
4957,সমাগমের,Y,সমাগম,সমাগম
4958,সমাজগৃহটা,Y,সমাজগৃহ,সমাজগৃহ
4959,সমাজেের,Y,সমাজ,সমাজ
4960,সমাধানগুলোই,Y,সমাধান,সমাধান
4961,সমাধানসমূহ,Y,সমাধান,সমাধান
4962,সমানাধিকারে,Y,সমানাধিকার,সমানাধিকার
4963,সমাপ্তিস্থলে,Y,সমাপ্তিস্থল,সমাপ্তিস্থল
4964,সমাবেশটা,Y,সমাবেশ,সমাবেশ
4965,সমীকরণগুলোকে,Y,সমীকরণ,সমীকরণ
4966,সমুদ্রতলদেশের,Y,সমুদ্রতল,সমুদ্রতল
4967,সমুদ্রপাত্রে,Y,সমুদ্রপাত্র,সমুদ্রপাত্র
4968,সমুদ্রবক্ষের,Y,সমুদ্রব,সমুদ্রব
4969,সমুদ্রবিজ্ঞানে,Y,সমুদ্রবিজ্ঞান,সমুদ্রবিজ্ঞান
4970,সমুদ্রসঙ্কটের,Y,সমুদ্রসঙ্কট,সমুদ্রসঙ্কট
4971,সমৃদ্ধিকে,Y,সমৃদ্ধি,সমৃদ্ধি
4972,সম্পত্তিকে,Y,সম্পত্তি,সম্পত্তি
4973,সম্পন্নকারী,Y,সম্পন্ন,সম্পন্ন
4974,সম্পর্কচ্ছেদের,Y,সম্পর্কচ্ছেদ,সম্পর্কচ্ছেদ
4975,সম্পর্কিতভাবে,Y,সম্পর্কিত,সম্পর্কিত
4976,সম্পাদকীয়গুলির,Y,সম্পাদকীয়,সম্পাদকীয়
4977,সম্পাদনটির,Y,সম্পাদন,সম্পাদন
4978,সম্পাদ্যের,Y,সম্পাদ্য,সম্পাদ্য
4979,সম্প্রদায়টির,Y,সম্প্রদায়,সম্প্রদায়
4980,সম্প্রদায়ভুক্ত,Y,সম্প্রদায়,সম্প্রদায়
4981,সম্প্ররচার,Y,সম্প্রমচার,সম্প্রমচার
4982,সম্প্রসারণপূর্বক,Y,সম্প্রসারণ,সম্প্রসারণ
4983,সম্বদ্ধে,Y,সম্বদ্ধ,সম্বদ্ধ
4984,সম্বধিত,Y,সম্বধন,সম্বধন
4985,সম্বলপুরীভাষীদের,Y,সম্বলপুরী,সম্বলপুরী
4986,সম্ভোগবজ্র,Y,সম্ভোগ,সম্ভোগ
4987,সম্মাননীয়া,Y,সম্মান,সম্মান
4988,সম্মুখভাবে,Y,সম্মুখ,সম্মুখ
4989,সম্মেলনস্থলগুলোর,Y,সম্মেলন,সম্মেলন
4990,সম্মোহনকারী,Y,সম্মোহন,সম্মোহন
4991,সম্রাটরা,Y,সম্রা,সম্রা
4992,সময়কালটিকে,Y,সময়কাল,সময়কাল
4993,সরওয়াত,Y,সরওয়া,সরওয়া
4994,সরওয়ানী,Y,সরওয়ান,সরওয়ান
4995,সরকারকেই,Y,সরকার,সরকার
4996,সরকাররা,Y,সরকার,সরকার
4997,সরছি,Y,সরা,সরা
4998,সরনাগপুরের,Y,সরনাগপুর,সরনাগপুর
4999,সরবরাহক,Y,সরবরাহি,সরবরাহি
5000,সরীসৃপদের,Y,সরীসৃপ,সরীসৃপ
5001,সর্বদক্ষিণের,Y,সর্বদক্ষিণ,সর্বদক্ষিণ
5002,সর্বদূরবর্তী,Y,চর্বদূরবর্তী,চর্বদূরবর্তী
5003,সর্বপ্রাণবাদের,Y,সর্বপ্রাণবাদ,সর্বপ্রাণবাদ
5004,সর্বমহলে,Y,সর্বমহল,সর্বমহল
5005,সর্বমুখী,Y,সর্বমুখ,সর্বমুখ
5006,সর্বশক্তিমানকে,Y,সর্বশক্তিমান,সর্বশক্তিমান
5007,সর্বশক্তিমানের,Y,সর্বশক্তিমান,সর্বশক্তিমান
5008,সর্বসধারণের,Y,সর্বসধারণ,সর্বসধারণ
5009,সর্বোচ্চতাকে,Y,সর্বোচ্চতা,সর্বোচ্চতা
5010,সর্বোত্তমটুকু,Y,সর্বোত্ত,সর্বোত্ত
5011,সলতে,Y,সলত,সলত
5012,সশস্ত্রবাহিনীকে,Y,সশস্ত্রবাহিনী,সশস্ত্রবাহিনী
5013,সসেজের,Y,সসেজ,সসেজ
5014,সহখ্রীষ্টানই,Y,সহখ্রীষ্টান,সহখ্রীষ্টান
5015,সহছাত্রছাত্রীরাও,Y,সহছাত্রছাত্রী,সহছাত্রছাত্রী
5016,সহজতরকরণ,Y,সহজতর,সহজতর
5017,সহদাসদের,Y,সহদাস,সহদাস
5018,সহনির্মাণে,Y,সহনির্মাণ,সহনির্মাণ
5019,সহপাঠিদের,Y,সহপাঠি,সহপাঠি
5020,সহপাঠিনীর,Y,সহপাঠিনী,সহপাঠিনী
5021,সহবাসের,Y,সহবাস,সহবাস
5022,সহযাত্রীরা,Y,সহযাত্রী,সহযাত্রী
5023,সহযোগি,Y,সহযোগ,সহযোগ
5024,সহযোগীসহ,Y,সহযোগ,সহযোগ
5025,সহায়কগুলোকে,Y,সহায়ক,সহায়ক
5026,সহায়তাহীন,Y,সহায়তা,সহায়তা
5027,সহিংসতাঃ,Y,সহিংসতা,সহিংসতা
5028,সহিংসতাহীন,Y,সহিংীতাহীন,সহিংীতাহীন
5029,সহ্যক্ষমতা,Y,সহ্য,সহ্য
5030,সাঁধান,Y,সাঁধা,সাঁধা
5031,সাংস্ক্তিক,Y,সাংস্ক্তি,সাংস্ক্তি
5032,সাইকেলকে,Y,সাইকেল,সাইকেল
5033,সাইকোকাইনেটিক,Y,সাইকোকাইন,সাইকোকাইন
5034,সাইগলের,Y,সাইগল,সাইগল
5035,সাইনটা,Y,সাইন,সাইন
5036,সাইনের,Y,সাইন,সাইন
5037,সাইন্সের,Y,সাইন্স,সাইন্স
5038,সাইবর্গে,Y,সাইবর্গ,সাইবর্গ
5039,সাইলেনটো,Y,সাইলেন,সাইলেন
5040,সাউথইস্টার্ন,Y,সাউথই,সাউথই
5041,সাউথগেইট,Y,সাউথগে,সাউথগে
5042,সাউথপোর্টের,Y,সাউথপোর্ট,সাউথপোর্ট
5043,সাওয়াবিতে,Y,সাওয়াবি,সাওয়াবি
5044,সাওয়ারা,Y,সাওয়া,সাওয়া
5045,সাককেটটি,Y,সাককেট,সাককেট
5046,সাকিবকে,Y,সাকিব,সাকিব
5047,সাক্ষরটি,Y,সাক্ষর,সাক্ষর
5048,সাক্ষাতকারকে,Y,সাক্ষাত,সাক্ষাত
5049,সাক্ষাত্কারের,Y,সাক্ষাত্কার,সাক্ষাত্কার
5050,সাক্ষীও,Y,সাক্ষী,সাক্ষী
5051,সাক্ষ্যটা,Y,সাক্ষ্য,সাক্ষ্য
5052,সাখারিন,Y,সাখার,সাখার
5053,সাগুইরানা,Y,সাগুইর,সাগুইর
5054,সাগুতিনও,Y,সাগুতিন,সাগুতিন
5055,সাগ্রহভাবে,Y,সাগ্রহ,সাগ্রহ
5056,সাঙ্কটিটি,Y,সাঙ্কটি,সাঙ্কটি
5057,সাচেফডগসাচেফ,Y,সাচেফগগ,সাচেফগগ
5058,সাজসজ্জাগুলো,Y,সাজসজ্জা,সাজসজ্জা
5059,সাজাহর,Y,সাজাহ,সাজাহ
5060,সাজেকে,Y,সাজে,সাজে
5061,সাটে,Y,সাট,সাট
5062,সাতদলের,Y,সাত,সাত
5063,সাতারায়,Y,সাতারা,সাতারা
5064,সাদামিসাকি,Y,সমদামিসাকি,সমদামিসাকি
5065,সাধুপুরুষদের,Y,সাধুপুরুষ,সাধুপুরুষ
5066,সাধুরীতির,Y,সাধুরীতি,সাধুরীতি
5067,সানন্দে,Y,সানন্দ,সানন্দ
5068,সানির,Y,সানি,সানি
5069,সান্তোসে,Y,সান্তোস,সান্তোস
5070,সান্দোভালকে,Y,সান্দোভাল,সান্দোভাল
5071,সাপাক্ষে,Y,সাপাক্ষ,সাপাক্ষ
5072,সাপারা,Y,সাপা,সাপা
5073,সাপেক্ষেই,Y,সাপেক্ষ,সাপেক্ষ
5074,সাফার,Y,সাফা,সাফা
5075,সাভূসে,Y,সাভূস,সাভূস
5076,সামগ্রীগুলোর,Y,সামগ্র,সামগ্র
5077,সামন্তবাদীরা,Y,সামন্তবাদী,সামন্তবাদী
5078,সামন্তরাজকে,Y,সামন্তরাজ,সামন্তরাজ
5079,সামন্ত্রতান্ত্রিক,Y,সামন্ত্রতান্ত্র,সামন্ত্রতান্ত্র
5080,সামরিকায়নের,Y,সামরিকায়ন,সামরিকায়ন
5081,সামর্থতা,Y,সামর্থ,সামর্থ
5082,সামলেছিল,Y,সামল,সামল
5083,সামসুংম্যানের,Y,সামসুংম্যান,সামসুংম্যান
5084,সামাধিকে,Y,সামাধি,সামাধি
5085,সামিটের,Y,সামিট,সামিট
5086,সামিমি,Y,সম,সম
5087,সামিরআহমেদইউকে,Y,সামিরআহ,সামিরআহ
5088,সামেখ,Y,সাম,সাম
5089,সাম্পানগুলিতে,Y,সাম্পান,সাম্পান
5090,সাম্রাজ্যবিস্তার,Y,সাম্রাজ্যবিস্ত,সাম্রাজ্যবিস্ত
5091,সারগ্রহী,Y,সারগ্রহ,সারগ্রহ
5092,সারঙ্গপুর,Y,সারঙ্গ,সারঙ্গ
5093,সারটো,Y,সার,সার
5094,সারডটস,Y,সারডট,সারডট
5095,সারপ্রইজ,Y,সারপ্র,সারপ্র
5096,সারমনস,Y,সারমন,সারমন
5097,সারসংগ্রহরূপে,Y,সারসংগ্রহরূপ,সারসংগ্রহরূপ
5098,সারসগুলি,Y,সারস,সারস
5099,সারাইয়াকু,Y,সারাই,সারাই
5100,সারাজীবনে,Y,সারাজীবন,সারাজীবন
5101,সারাজেভোর,Y,সারাজে,সারাজে
5102,সারান্দোসের,Y,সারান্দোস,সারান্দোস
5103,সারাসন্ধে,Y,সারাসন্ধ,সারাসন্ধ
5104,সারিকতলা,Y,সারিক,সারিক
5105,সার্কিটগুলির,Y,সার্কিট,সার্কিট
5106,সার্টিফিকেটেরও,Y,সার্টিফিকেট,সার্টিফিকেট
5107,সার্থকভাবেই,Y,সার্থক,সার্থক
5108,সার্বদেরই,Y,সার্ব,সার্ব
5109,সার্বদেরকে,Y,সার্ব,সার্ব
5110,সার্ভিকভাবে,Y,সার্ভিক,সার্ভিক
5111,সালতানহের,Y,সালতান,সালতান
5112,সালাদের,Y,সালা,সালা
5113,সালেরে,Y,সালে,সালে
5114,সাসকেচিওয়ানের,Y,সাসকেচিওয়ান,সাসকেচিওয়ান
5115,সাহায্যকারীরূপে,Y,সাহায্যকারী,সাহায্যকারী
5116,সাহিত্যকর্মও,Y,সাহিত্যকর্ম,সাহিত্যকর্ম
5117,সাহিত্যকর্মে,Y,সাহিত্যকর্ম,সাহিত্যকর্ম
5118,সাহিত্যকাশে,Y,সাহিত্য,সাহিত্য
5119,সাহিত্যভিত্তিক,Y,সাহিত্য়িওয়তিক,সাহিত্য়িওয়তিক
5120,সাহিত্যসহ,Y,সাহিত্য,সাহিত্য
5121,সাহেলীয়,Y,সাহেলী,সাহেলী
5122,সাড়ম্বরপূর্ণ,Y,সাড়ম্বর,সাড়ম্বর
5123,সায়গলকে,Y,সায়,সায়
5124,সায়নস্,Y,সায়ন,সায়ন
5125,সায়মনকে,Y,সায়মন,সায়মন
5126,সায়েন্টিস্টে,Y,সায়েন্টিস্ট,সায়েন্টিস্ট
5127,সায়েন্টোলজিতে,Y,সায়েন্টোলজি,সায়েন্টোলজি
5128,সায়েন্সঅপেন,Y,সায়েন্সঅপ,সায়েন্সঅপ
5129,সিঁড়িই,Y,সিঁড়ি,সিঁড়ি
5130,সিকান্দ্রায়,Y,সিকান্দ্রা,সিকান্দ্রা
5131,সিকুয়েলটি,Y,সিকুয়েল,সিকুয়েল
5132,সিক্রেটসে,Y,সিক্রেটস,সিক্রেটস
5133,সিগন্যালগুলো,Y,সিগন্যাল,সিগন্যাল
5134,সিঙ্গারায়,Y,সিঙ্গারা,সিঙ্গারা
5135,সিঙ্গুলারিটি,Y,সিঙ্গুলারি,সিঙ্গুলারি
5136,সিজমায়,Y,সিজমা,সিজমা
5137,সিদ্ধান্তকরণ,Y,সিদ্ধান্ত,সিদ্ধান্ত
5138,সিদ্ধান্তটিকে,Y,সিদ্ধান্তটি,সিদ্ধান্তটি
5139,সিদ্ধার্থনগর,Y,সিদ্ধার্থন,সিদ্ধার্থন
5140,সিনডির,Y,সিনডি,সিনডি
5141,সিনেমাটিতে,Y,সিনেমা,সিনেমা
5142,সিন্দুকে,Y,সিন্দু,সিন্দু
5143,সিন্ধিও,Y,সিন্ধি,সিন্ধি
5144,সিপিকে,Y,সিপি,সিপি
5145,সিফটে,Y,সিফট,সিফট
5146,সিবোর্গিয়ামের,Y,সিবোর্গিয়াম,সিবোর্গিয়াম
5147,সিমনসদের,Y,সিমনসদ,সিমনসদ
5148,সিমানস্কি,Y,সিমান,সিমান
5149,সিমুলেশনকে,Y,সিমুলেশন,সিমুলেশন
5150,সিমেলানের,Y,সিমেলান,সিমেলান
5151,সিম্পসনকে,Y,সিম্পসন,সিম্পসন
5152,সিম্পসনসএ,Y,সিম্পসন,সিম্পসন
5153,সিম্পোসিয়ামের,Y,সিম্পোসিয়াম,সিম্পোসিয়াম
5154,সিম্বাদের,Y,সিম্বাদ,সিম্বাদ
5155,সিরখালী,Y,সিরখাল,সিরখাল
5156,সিরামিকের,Y,সিরামি,সিরামি
5157,সিরিয়ালগুলিতেও,Y,সিরিয়াল,সিরিয়াল
5158,সিরিয়াসের,Y,সিরিয়াস,সিরিয়াস
5159,সিরোসাগি,Y,সিরোসা,সিরোসা
5160,সিরোসিসে,Y,সিরোসিস,সিরোসিস
5161,সিস্টেমটিই,Y,সিস্টেম,সিস্টেম
5162,সীজনের,Y,সীজন,সীজন
5163,সীতামঢ়ী,Y,সীতাম,সীতাম
5164,সীমানির্দেশ,Y,সীমানির্দ,সীমানির্দ
5165,সীমানির্ধারকালে,Y,সীমানির্ধার,সীমানির্ধার
5166,সীমাবদ্ধগুলি,Y,সীমাবদ্ধ,সীমাবদ্ধ
5167,সীমিতকরণে,Y,সীমিত,সীমিত
5168,সুইচেই,Y,সুইচে,সুইচে
5169,সুইজার্ল্যান্ডদেশীয়,Y,সুইজার্ল্যান্ড,সুইজার্ল্যান্ড
5170,সুকর্ণোর,Y,সুকর্ণো,সুকর্ণো
5171,সুকান্তের,Y,সুকান্ত,সুকান্ত
5172,সুকৃতির,Y,সুকৃতি,সুকৃতি
5173,সুকোর,Y,সুকো,সুকো
5174,সুখই,Y,সুখ,সুখ
5175,সুখকে,Y,সুখ,সুখ
5176,সুগন্ধিতেও,Y,সুগন্ধি,সুগন্ধি
5177,সুটে,Y,সুট,সুট
5178,সুদীর্ঘকালের,Y,সুদীর্ঘ,সুদীর্ঘ
5179,সুন্দরকে,Y,সুন্দর,সুন্দর
5180,সুন্নিপন্থী,Y,সুন্নি,সুন্নি
5181,সুপরিচিতির,Y,সুপরিচিতি,সুপরিচিতি
5182,সুপারনোডে,Y,সুপারনোড,সুপারনোড
5183,সুপারভিলেন,Y,সুপারভিল,সুপারভিল
5184,সুপাররিনটেনডেন্ট,Y,সুপাররিনটেনড,সুপাররিনটেনড
5185,সুপারস্টোরে,Y,সুপারস্টোর,সুপারস্টোর
5186,সুপারিন্টেনডেন্ট,Y,সুপারিন্টেনড,সুপারিন্টেনড
5187,সুপারিশমালাও,Y,সুপারিশ,সুপারিশ
5188,সুপ্রতিষ্ঠিতদের,Y,সুপ্রতিষ্ঠিত,সুপ্রতিষ্ঠিত
5189,সুবর্ণদ্বীপে,Y,সুবর্ণদ্বীপ,সুবর্ণদ্বীপ
5190,সুবিধাও,Y,সুবিধা,সুবিধা
5191,সুবিধাগুলোকে,Y,সুবিধা,সুবিধা
5192,সুবিধাগুলোর,Y,সুবিধা,সুবিধা
5193,সুবিধাদির,Y,সুবিধাদি,সুবিধাদি
5194,সুবেদিতা,Y,সুবেদি,সুবেদি
5195,সুযোগগুলোর,Y,সুযোগ,সুযোগ
5196,সুযোগেও,Y,সুযোগ,সুযোগ
5197,সুরকির,Y,সুরকি,সুরকি
5198,সুলতানপুরী,Y,সুলতান,সুলতান
5199,সুলাইম,Y,সুলা,সুলা
5200,সুলিত্যয়ানিংগিসকে,Y,সুলিত্যয়ানিংগি,সুলিত্যয়ানিংগি
5201,সুষমশক্তি,Y,সুষমশক্ত,সুষমশক্ত
5202,সুসংগতিপূর্ণ,Y,সুসংগতি,সুসংগতি
5203,সুসমাচারগুলোকে,Y,সুসমাচার,সুসমাচার
5204,সুসলমানের,Y,সুসলমান,সুসলমান
5205,সুসামঞ্জস্যতা,Y,সুসামঞ্জস্য,সুসামঞ্জস্য
5206,সূক্ষতা,Y,সূক্ষ,সূক্ষ
5207,সূচনাপত্রে,Y,সূচনাপত্র,সূচনাপত্র
5208,সূচিব্যুহের,Y,সূচিব্যুহ,সূচিব্যুহ
5209,সূতাকে,Y,সূতা,সূতা
5210,সূত্ররে,Y,সূত্র,সূত্র
5211,সূত্রানসারে,Y,সূত্রান,সূত্রান
5212,সূর্যটাকে,Y,সূর্য,সূর্য
5213,সূর্যপক্ক,Y,সূর্য,সূর্য
5214,সূর্যপটুয়া,Y,সূর্যপটুয়াট,সূর্যপটুয়াট
5215,সূর্যপথ,Y,সূর্য,সূর্য
5216,সৃজনের,Y,সৃজন,সৃজন
5217,সৃষ্টিকুশলতায়,Y,সৃষ্টিকুশল,সৃষ্টিকুশল
5218,সৃষ্টিদের,Y,সৃষ্টি,সৃষ্টি
5219,সৃষ্টিবাদীর,Y,সৃষ্টি,সৃষ্টি
5220,সেইগুলোর,Y,সের,সের
5221,সেককেই,Y,সেক,সেক
5222,সেকেণ্ডই,Y,সেকেণ্ড,সেকেণ্ড
5223,সেকেন্দ্রাবাদের,Y,সেকেন্দ্রাবাদ,সেকেন্দ্রাবাদ
5224,সেগানের,Y,সেগান,সেগান
5225,সেচকাজে,Y,সেচকাজ,সেচকাজ
5226,সেচকে,Y,সেচক,সেচক
5227,সেচনি,Y,সেচন,সেচন
5228,সেচসেনহোসেনের,Y,সেচসেন,সেচসেন
5229,সেচিতও,Y,সেচিত,সেচিত
5230,সেটেলমেন্টটিকে,Y,সেটেলমেন্টটি,সেটেলমেন্টটি
5231,সেতুটিকে,Y,সেতুটি,সেতুটি
5232,সেদর্ফের,Y,সেদর্ফ,সেদর্ফ
5233,সেনগুপ্তবর্তমান,Y,সেনগুপ্তবর্ত,সেনগুপ্তবর্ত
5234,সেনজেনে,Y,সেনজেন,সেনজেন
5235,সেননে,Y,সেনন,সেনন
5236,সেনাছাউনি,Y,সেনা,সেনা
5237,সেনাধ্যক্ষদের,Y,সেনাধ্যক্ষদ,সেনাধ্যক্ষদ
5238,সেনানান,Y,সেনানো,সেনানো
5239,সেনানায়কের,Y,সেনানায়ক,সেনানায়ক
5240,সেনাপতিও,Y,সেনাপতি,সেনাপতি
5241,সেনাবাহিনির,Y,সেনাবাহিনি,সেনাবাহিনি
5242,সেনাবাহিনীগুলোকে,Y,সেনা,সেনা
5243,সেনিপিপথির,Y,সেনিপিপথি,সেনিপিপথি
5244,সেনেকার,Y,সেনেকা,সেনেকা
5245,সেন্টোর,Y,সেন্টো,সেন্টো
5246,সেফালোনিয়ার,Y,সেফালোনিয়া,সেফালোনিয়া
5247,সেবাগুলোর,Y,সেবা,সেবা
5248,সেবাটি,Y,সেবা,সেবা
5249,সেবানদিজ,Y,সেবান,সেবান
5250,সেবারে,Y,সেবার,সেবার
5251,সেভারকে,Y,সেভার,সেভার
5252,সেরকমটা,Y,সেরকম,সেরকম
5253,সেরদাঙের,Y,সেরদাঙ,সেরদাঙ
5254,সেররাকে,Y,সেরো,সেরো
5255,সেরেই,Y,সের,সের
5256,সেরোটাইপের,Y,সেরোটাইপ,সেরোটাইপ
5257,সেলকিকে,Y,সেল,সেল
5258,সেলিসাইলেট,Y,সেলিসাইল,সেলিসাইল
5259,সেল্টসার,Y,সেল্ট,সেল্ট
5260,সেসনের,Y,সেসন,সেসন
5261,সৈনিকরাহুমায়ুনআজাদ,Y,সৈনিকরাহুমায়ুন,সৈনিকরাহুমায়ুন
5262,সৈন্যদলবিশেষ,Y,সৈন্যদলবিশ,সৈন্যদলবিশ
5263,সৈন্যদেরচিত্রাবলী,Y,সৈন্যদেরচিত্রা,সৈন্যদেরচিত্রা
5264,সোতোহিরো,Y,সোতোহ,সোতোহ
5265,সোভিয়াত,Y,সোভিয়া,সোভিয়া
5266,সোভিয়েতকে,Y,সোভিয়েত,সোভিয়েত
5267,সোভিয়েতদেরকে,Y,সোভিয়েত,সোভিয়েত
5268,সোরোসের,Y,সোরোস,সোরোস
5269,সোশিনিয়ানরা,Y,সোশিনিয়ান,সোশিনিয়ান
5270,সোসিতে,Y,সোসি,সোসি
5271,সোয়েতেো,Y,সোয়েত,সোয়েত
5272,সোয়েনকা,Y,সোয়েন,সোয়েন
5273,সৌকয্র্য,Y,সুক,সুক
5274,সৌভাগ্যবশতই,Y,সৌভাগ্য,সৌভাগ্য
5275,সৌরকলঙ্কের,Y,সৌরকলঙ্ক,সৌরকলঙ্ক
5276,সৌরগোলকীয়,Y,সৌর,সৌর
5277,স্কটিশচার্চ,Y,চ্কটিশচার্চাচ্চ,চ্কটিশচার্চাচ্চ
5278,স্কলারিজমের,Y,স্কলারিজম,স্কলারিজম
5279,স্কাইপিতে,Y,স্কাইপি,স্কাইপি
5280,স্কুপসডর,Y,স্কুপ,স্কুপ
5281,স্কুলগুলির,Y,স্কুল,স্কুল
5282,স্কুলগুলোকেই,Y,স্কুল,স্কুল
5283,স্কুলছাত্রকে,Y,স্কুলছাত্র,স্কুলছাত্র
5284,স্কুলটাকে,Y,স্কুল,স্কুল
5285,স্কুলটাতে,Y,স্কুল,স্কুল
5286,স্কুলটিতেও,Y,স্কুল,স্কুল
5287,স্কুলরুমে,Y,স্কুলরুম,স্কুলরুম
5288,স্কুলিকে,Y,স্কুলি,স্কুলি
5289,স্কুয়েলার,Y,স্কুয়েলা,স্কুয়েলা
5290,স্কেরবিয়াসের,Y,স্কেরবিয়াস,স্কেরবিয়াস
5291,স্কোমবার্গের,Y,স্কোমবার্গ,স্কোমবার্গ
5292,স্ক্যাবাইকে,Y,স্ক্যাবাই,স্ক্যাবাই
5293,স্ক্রিপালের,Y,স্ক্রিপাল,স্ক্রিপাল
5294,স্ক্রেনটনে,Y,স্ক্রেনটন,স্ক্রেনটন
5295,স্ক্রোয়াড্রনে,Y,স্ক্রোয়াড্রন,স্ক্রোয়াড্রন
5296,স্টক্সলির,Y,স্টক্সলি,স্টক্সলি
5297,স্টর্টফোর্ড,Y,স্টর্ট,স্টর্ট
5298,স্টারদের,Y,স্টার,স্টার
5299,স্টারসহ,Y,স্টার,স্টার
5300,স্টার্টকে,Y,স্টার্টক,স্টার্টক
5301,স্টিনক্যাম্পের,Y,স্টিনক্যাম্প,স্টিনক্যাম্প
5302,স্টিফ্লারের,Y,স্টিফ্লার,স্টিফ্লার
5303,স্টীলসহ,Y,স্টীল,স্টীল
5304,স্টেজের,Y,স্টেজ,স্টেজ
5305,স্টেটস্,Y,স্টেট,স্টেট
5306,স্টেনফিল্ডের,Y,স্টেনফিল্ড,স্টেনফিল্ড
5307,স্টেনবাগ,Y,স্টেন,স্টেন
5308,স্টেপের,Y,স্টেপ,স্টেপ
5309,স্টেশনসমূহের,Y,স্টেশনসমূহ,স্টেশনসমূহ
5310,স্ট্যাকসকে,Y,স্ট্যাকস,স্ট্যাকস
5311,স্ট্যানমিয়ার,Y,স্ট্যানমিয়া,স্ট্যানমিয়া
5312,স্ট্যান্ডে,Y,স্ট্যান্ড,স্ট্যান্ড
5313,স্ট্যালিনের,Y,স্ট্যালিন,স্ট্যালিন
5314,স্ট্যাসীর,Y,স্ট্যাসী,স্ট্যাসী
5315,স্ট্রসবার্গয়েইস,Y,স্ট্রসবার্গয়ে,স্ট্রসবার্গয়ে
5316,স্ট্রিমবিল্ডারের,Y,স্ট্রিমবিল্ডারে,স্ট্রিমবিল্ডারে
5317,স্ট্র্যাচির,Y,স্ট্র্যাচি,স্ট্র্যাচি
5318,স্ডেরট,Y,স্ডের,স্ডের
5319,স্তনগুলি,Y,স্তন,স্তন
5320,স্তববলির,Y,স্তববলি,স্তববলি
5321,স্তম্ভলিপিসমূহে,Y,স্তম্ভলিপন,স্তম্ভলিপন
5322,স্তামবোোলিস্কি,Y,স্তামবোরলিস্কি,স্তামবোরলিস্কি
5323,স্ত্তপাকারে,Y,স্ত্তপাকার,স্ত্তপাকার
5324,স্ত্যাচিয়নে,Y,স্ত্যাচিয়ন,স্ত্যাচিয়ন
5325,স্ত্রীযৌনাঙ্গ,Y,স্ত্রী,স্ত্রী
5326,স্থানটী,Y,স্থান,স্থান
5327,স্থানবিভাজনও,Y,স্থানবিভাজন,স্থানবিভাজন
5328,স্থানসমূহ,Y,স্থান,স্থান
5329,স্থানান্তরটি,Y,স্থানান্তর,স্থানান্তর
5330,স্থাপত্যকর্মগুলির,Y,স্থাপত্য,স্থাপত্য
5331,স্থাপনাগুলোর,Y,স্থাপনা,স্থাপনা
5332,স্থিতিশক্তিসংক্রান্ত,Y,স্থিতিশক্তিসংক্র,স্থিতিশক্তিসংক্র
5333,স্থিথতিশীলথাকতে,Y,স্থিথতিশীল,স্থিথতিশীল
5334,স্থিরধীর,Y,স্থিরধী,স্থিরধী
5335,স্থিরসংকল্পকে,Y,স্থিরসংকল্পক,স্থিরসংকল্পক
5336,স্থুলকায়,Y,স্থুল,স্থুল
5337,স্নাহলতা,Y,স্নাহল,স্নাহল
5338,স্নায়ুকোষসমূহের,Y,স্নায়ুকোষ,স্নায়ুকোষ
5339,স্নায়ুগুলোও,Y,স্নায়ু,স্নায়ু
5340,স্নায়ুবিজ্ঞানীদের,Y,স্নায়ুবিজ্ঞানী,স্নায়ুবিজ্ঞানী
5341,স্নিগ্ধভাবে,Y,স্নিগ্ধ,স্নিগ্ধ
5342,স্নেইপকে,Y,স্নেইপ,স্নেইপ
5343,স্নেপকে,Y,স্নেপ,স্নেপ
5344,স্নোডোননিয়া,Y,স্নোডোন,স্নোডোন
5345,স্নোনার,Y,স্নোনা,স্নোনা
5346,স্ন্যাপশটটি,Y,স্ন্যাপশট,স্ন্যাপশট
5347,স্পইলার,Y,স্পইলা,স্পইলা
5348,স্পফোর্থের,Y,স্পফোর্থ,স্পফোর্থ
5349,স্পাইকের,Y,স্পাই,স্পাই
5350,স্পাইগিরির,Y,স্পাইগিরি,স্পাইগিরি
5351,স্পীকারকে,Y,স্পীকার,স্পীকার
5352,স্পেন্সের,Y,স্পেন্স,স্পেন্স
5353,স্পোর্টসম্যানের,Y,স্পোর্টসম্যান,স্পোর্টসম্যান
5354,স্প্তম,Y,স্প্ত,স্প্ত
5355,স্প্যাঙ্কওয়ারের,Y,স্প্যাঙ্কওয়ার,স্প্যাঙ্কওয়ার
5356,স্প্যানিশস্টাইলের,Y,স্প্যানিশ,স্প্যানিশ
5357,স্প্যামাররা,Y,স্প্যামার,স্প্যামার
5358,স্বতস্ফুর্তভাবে,Y,স্বতস্ফুর্ত,স্বতস্ফুর্ত
5359,স্বতীর,Y,স্বতী,স্বতী
5360,স্বদেশচেতনার,Y,স্বদেশচেতনা,স্বদেশচেতনা
5361,স্বদেশীব্রতে,Y,স্বদেশীব্র,স্বদেশীব্র
5362,স্বনিয়ন্ত্রণে,Y,স্বনিয়,স্বনিয়
5363,স্বপ্নদর্শকের,Y,স্বপ্নদর্শক,স্বপ্নদর্শক
5364,স্বপ্নপুরীর,Y,স্বপ্নপুরী,স্বপ্নপুরী
5365,স্বপ্নবিলাসে,Y,স্বপ্নবিলাস,স্বপ্নবিলাস
