,path,sentence,audio_length,wer_wav2vec
5599,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (847).wav,যখন এই সাইডে বন্দ বিরিজ অইয়া গ্যালো গা বিরিজ যহন অইয়া গ্যালো গা তহন এই সাউডে ই হইলো এইদিক দিয়া আর এইডা তো খাল না সরকারি খাল অইলো ওই ওইডা শিমলা পাড়া দিয়া ঢুইকা ওই উত্তর বাড়িরডা উত্তর বাড়ি হ এইযে দওডা না এই দও দও তো আছিলো না আমরা দওয়ে মদ্যে দেখছি যে পাট পাট বুনছে পাট অশটাশি সালে ভাঙলো বেশি আলু বুনছে ওইডা মদে আলু আলু বুনছে পিঁয়াইজ রসুন বুনছে এই দওয়ে মদে অশটাশি সালে অশটাশি সালে বড় বন্যা অইলো তহন এই ভাইঙ্গা এইডা অইছে আগে আছিলো কুনু জানো,30.0,0.7472527472527473
5600,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (260).wav,আবার আমার আর তোমার চিন্তায় তাইলে কি থাকছে জানো এইন্নার চিন্তা আলাদা এইন্দা জানি যে ভাড়া ভুড়া দ্যান যাবো থাকোন যাবো ট্যাকা আছে তাইলে আলাদা জি বিকল্প টাকা নাই কিন্তু আলাদা জীবন আমার আর তোমার চিন্তা কি করতাম জানো বা তুমি চিন্তা করতা কি জানো এডা টিনের গর ঝাক ঝিক কইরা দিয়া আমরা থাকমু রিলাক্সে টেকা পয়সা থাকপো রিলাক্সে থাকমু ঝামেলা নাই এহন পুঞ্জি কুম আমার যা আছে তাই হ যা আছে তাই নিয়া খুশি থাকোন লাগবো ও ও কিন্তু এই বিকল্প কিন্তু ভাবে নাই এহন কিন্তু কিস্তি ট্যাহা এহনো বিকাশে মাজে মাজে আইয়া পাঠায় বাইত যায় তো অর,25.564,0.7474747474747475
5601,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (235).wav,জিগাই দেইকখো হালার পো হালা ওই শুয়ার বাচ্চারা এহন লইয়া এহন মোর হোগাইত্তা গোন্দো আহে এহন মুই বালো না তামশার জ্বালায় বাঁচে না আর কাহিনি দেহি তলে তলে বেবাকগুনেই বালো করতো তা হেলে অলোইক্কার হেলে বাইর বউর লগে পেম আছিল,17.408,0.75
5602,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (269).wav,ও খাইবে কী এয়া কী বেইলে আমি বুজি না আমি কিচ্ছু বুজিনা নাক মুখটা ঠুসা ঠুসা দেহায় না হারা গায়ই তো ই অইয়া গ্যাছে ফুইল্লা ফুইল্লা ওই যে একটা বেলাউজ গায় দিছিলি,15.328,0.75
5603,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (273).wav,হেকালে তো বুজি নাই পারবে না যার যা অয় হে হেইয়ার ব্যতা বোজে হেকালে তো ভাবতাম বোলে ওরহম করে কেন উনি ওনার পায় কী,15.268,0.75
5604,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (375).wav,হৃদয় হৃদয়ের আবার বান্দুবী বেশী বোজ্জোস আমাগো ড্যাফোডিলে একজন পড়ে বান্দুবী হৃদয়র ললিতা বান্দুবী ললিতা নাম হইলো নাম হইলো বুচরা না এ মঞ্জু ভাই ডিপ ফ্রিজ আছে এইরহম,15.388,0.75
5605,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (383).wav,হাইয়েস্ট গৌরনদীতে অগো গৌরনদীর পিচ দেহি উইট্টা গ্যাছে সর্বোচ্চ ঊনচল্লিশ ওডে হ এতো গরমে রাস্তার পিচ পিচ উইট্টা গ্যাছে গইল্লা গ্যাছে একদম এত্ত গরম পড়ে আরে আমি যেদিন আই মানে এই আমি তো আই অগো ওইয়ানদেই,16.032,0.75
5606,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (518).wav,এক বোডে চাইর তিনডা অইছে খাইয়া তিনোডা হালায় দিছি মোগো হেগোতা আইবে,15.36,0.75
5607,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (540).wav,কর কইতে থাক কথা কন না পিলিজ মোগো অনেকে যাইয়া মোগো এদেশি কতাই কয় এহন ওই লগে কতা কয় ওইরহম ও মনু বাত খাইছো,16.284,0.75
5608,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (666).wav,খাইছে কোথায় কই ভাত নাই মোরা কয়জন বইলে তো ভাতে হইত না,16.416,0.75
5609,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (710).wav,পোলা অইছে না মাইয়া উই দেহি ওই হানে আমার একটা গাছ অইছে,16.036,0.75
5610,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (752).wav,মেম্বার জুরাইন মেম্বার ওই জুরাইন মেম্বার ওই যে দীলিপ করের মাইয়ারে দ্যাখলাম হে কইল মোগো বাড়ি যাইয়েন তার আবার অয় কইল ফুবু কোন বাড়ি কইল মেম্বার বাড়ি হেলে হেই মেম্বরই এই মেম্বর,17.092,0.75
5611,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (802).wav,এই নিয়াই ঝামেলা দূরে অইছে এই কারনে ধারে অইলে যাইবে এহ এহন হেয়া কি করে পাল্লায় না পড়ুক এহন ঝামেলা তো এই জাগায় আবার,15.516,0.75
5612,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (824).wav,এই গাছ গুন গুছ গাছ কইররা বেইচ্চা লই দেহি কয়ডা পয়সা লাব অয় নাহি লাবের টাহা কয়ডা একখান শাড়ি কেনতে লাগবে বারো আজার আরেকটা টোলি কেনতে লাগবে পাঁচ আজার বারো আর পাঁচ সতারো না হুম সতারো,17.696,0.75
5613,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (1180).wav,ইতি খইয়্যেদে ইতি গায়ে হলুদত ইয়া ফরিবু গোল গরি কাটিং ইন দিয়্যেনে লেহেঙ্গা সিস্টেম ইয়্যেন ফরিবু লেহেঙ্গার সিস্টেম ফরিবু দে মানে বিয়েত যেহেতু শাড়ি ফরিবু বেয়াগকিনত শাড়ি ফরিবু,15.104,0.75
5614,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (1193).wav,নাকি আঁরার ভাইয়ের বিয়ের দিন ফইরজি দে বিয়েত ইয়্যেন কি ফরর না,16.676,0.75
5615,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (121).wav,বর্তমানে নাই ও ফরিক্কাও দির ন ফারে ফরিক্কা সামনের ব্যাচত দিবু দে এই এরি তো তোর আব্বু ক্যান আছে খত্তে গেয়লো আছে গেয়লো ধর দুই তিন দিন অর আইসসেও বেশি দিন ন অয় একমাস ধর অইয়্যে,17.728,0.75
5616,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (1224).wav,চিন্তা গরির দি ক্যান গইরগুম ন গইরগুম ইচ্ছা বওত কিছু গরে মার লাই গরিবার লাই কিন্তু,15.296,0.75
5617,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (1295).wav,অ্যাঁ ক্যান আছো ভাবি আসসালামু আলাইকুম ক্যান আছো আছি ভালা আছি তুঁই ক্যান আছো আছি ভালা আছি অ সিফাত ভালা আছে না আছে আল্লাহর রহমতে ভালা আছে বাড়িত আই গেইয়্যু না আঁই তে কি বার দিন শুক্কুরবার দিন রাতিয়ে চলি আইসসি তো ইয়া শনিবার দিন রাতিয়ে শনিবারে আঁই শনিবার দিন সকালে তোঁয়ারে ফোন দিয়্যি দে নয় নে তুঁই খইয়ো দে বিকালে যাইবা গই বলিয়েরে,22.94,0.75
5618,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (243).wav,তহন চল্লিশ টেঁয়া ফঞ্চাইশ টেঁয়া মানে যেন কী এরকম অবস্থা চলেরদে আচ্ছা বাবা মাইনলাম সবজি নাহয় তুমি না আনলে কিন্তু ফল কী দোষ গইরজে এ ফলের খতা খরদে না তুই এইযে তরমুজ,15.968,0.75
5619,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (253).wav,চাই আঁই এক্কানা গরত যাইর তো ঘরত যাই কিরিবি মোবাইল টিবাটিবি গরিবি আর তো হন লেহাফড়া নাই কি জানিস ছোড থাইকতু তোরা খুব ভালা আসিলি দুনজনে ভালা আসিলি,16.132,0.75
5620,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (322).wav,চিত্র আঁকি চিত্রর মইদ্দযে অনের বউ কিছু দেহি মোবাইলত এর তুন সাই সাইয়ারে আঁকি আঁই বিভিন্ন রঙ টঙ ও লই রাইখ্যি এই এহন আফুর হাতে আরও খতিকগিন লওয়াইয়্যুম,15.776,0.75
5621,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (60).wav,তারফর দিলাম নেদারল্যান্ডর ভার্সিটির লাই এপ্লাই নেদারল্যান্ডর ভার্সিটির লাই এপ্লাই দেওনের ফরে বেয়াকগিন অই গেইয়্যি ভিসা টিসা আই গেইয়্যি ভিসা টিসা আই যওনের ফরে আঁর মারে খই যাইউম গই আর সাতাইশ দিন বাকি আছে এ সাতাইশ দিনর মইদ্দযি মনে গরোদে,15.068,0.75
5622,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (600).wav,তই খোনো খারণে আঁই বাসাত তুন মনে গরো বাইর অতে দের অই গিইয়্যে হুম আঁই গাড়ি ইয়্যানর টিকিট মিস গইরজি হুম এখন এর পরবর্তী তিনটা ফঞ্চাইশের গাড়ি আইসসে আঁই তিনটা ফঞ্চাইশ ইবাত তোঁয়ার কি সিট গইরজি,15.424,0.75
5623,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (721).wav,ইতেরে ভাই ইতে ঠিক আছে ইতে মনে গইরজে মোবাইল চুরি অই যাইবুগই অ ইতে এ অনুযায়ী ঠিক আছে এহন আঁরা তো কল দওর দে রিসিভ গরিবার লাই ইতে কলরে মেসেজ মনে গইরজে এডের মইদ্দযে এডের মইদ্দযে আরেক্কান ঘটনা অইয়্যে ওই খইলাম দে যে ফানিত ন নামে ইতের একটু সমস্যা আছে শরীর অত,17.888,0.75
5624,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (835).wav,আঁর বন্ধু আই আঁরারে গাইল দের আঁরা খইরে বেডা বাদ দে এইল্লা বউত মশকারি টশকারি অইবু ফরে আবার বেয়াকগিন ঠিক অই গিয়্যে মাইয়াফোয়া ইবার লয় আঁরার ভালা সম্পর্ক অইয়্যে এরফরে দি এহন আঁরার ইন্টার ফরিক্কা চলি আইসসে এবার ইন্টার ফরিক্কা এডে সাইর দি সেন্টার,15.004,0.75
5625,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (843).wav,খরদে এই অবস্থা কা আঁই খইরদে আন্টি ভুলি গেইয়্যি দি খরদে আইচ্ছা ঠিক আছে আন্টিও কিছু গরে আর তারফরে এবার অইলদি এই ফিজিক্স ফরিক্কা দিতে গেইয়্যি এডে সাইরদি আঁরার স্যার স্যাররে খইরদে স্যার স্লামেলুকুম স্যার খরদে,15.652,0.75
5626,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (849).wav,ফরিক্কা তো বেয়াকগুন ভালা অইয়্যি সাই আঁরা এ প্লাস ফাই যাইয়্যুম ফানলার ইতে খয়দে তুই শিউর না আঁই খইরদি আলারফোয়া আঁই শিউর মানে তুই এডে টেনশন ন গরিস ইতে খরদে আইচ্ছা সাই তাইলে কিরন যায় এহন তো আঁর তুন ভয় লার আঁই খইরদে তোর তুনও আঁর তুন বেশি ভয় লার এহন আঁই,15.52,0.75
5627,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (902).wav,বউত মানে ওকগো আলাদা স্যাটিসফেকশন থাইবু এই ফোয়াগা ভালা আছিল এই মা ওকগো ভালা জন্ম দিয়্যে বা তারফরে এই বাপ্যোর ফোয়া খুব ভালা আছিল এইসেই তোঁয়ার মা বাপর নাম তোঁয়ার পরিবারের নাম,16.356,0.75
5628,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (965).wav,বেক ঘটনা এডে খই কোচিং অত যাইয়েনে বেক ঘটনা খইয়েনে তারফরে ঘরত গেই ঘরর তুন ঘরত গেই ঘরত চা নাস্তা খাই চা নাস্তা খাইয়েনে মহিন যে শয়তাইন্যে গরের,15.648,0.75
5629,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (1102).wav,এই শাহায়ানি ভাই যে হাইবির্ড ধান করসোছ কেমন ধান হইছে আলহামদুলিল্লাহ ভালো হইছে ভালো হইছে হু ও আচ্ছা খেত কতখানি করছোস খেত করছিলাম প্রায় সাড়ে তিন কানির মত সাড়ে তিন কানি ও আচ্ছা সব কি হাইবীর্ড না আদাশও হাইবীর্ড করছি আঠাশ করছি না অনান্য ধান করছি আর কি,16.284,0.75
5630,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (115).wav,না কুন বাইত না ফরছে মালিবাড়ি না মালিবাইত না মালিবাইত না মালিবাড়ি মালি কি হজ কইরাইছে না না হজ করছে না না মালি কি সৌদি আরব গেছিন হ হ হ মালি সৌদি আরব গেছিন না হ,16.896,0.75
5631,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (116).wav,হে হ কয়বার গেছিন ছৌদি আরব উম দুইবার দুইবার গেছিন হুম মালির লগে কি মালির বউরে লইয়া গেছিন না এলহা গেছিন উম বউ নাই বউ নাই বউ না কি মইরাছেগা হ না,16.068,0.75
5632,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (1168).wav,দিবা ও আইসকিরিম খাইবে হ হ্যা হ কয়ডা কিন্না দিতাম আইসকিরিম ফাচটা ফাচটা হ ও কারে কারে ফাচটা কারে কারে দিতাম নাম ক আমারে দশ টা দিবা আমারে একটা মইরম রে একটা,16.032,0.75
5633,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (1223).wav,বড় বড় কিন্নালা বাহরুইনচে দেহি যদি ফছন্দ অয় তে কিনব বাহরুইন তর মা তরে কিন্না দিবো হুম দিতাছে কিন্না বাহরুইনচে জামা দিব মইরুম্মারে দিতাছে না কিন্না এডা বাইর কইরা লাব নাই এডা দাম মিলতো না বাইর কইরা লাব নাই গ্রামের,15.972,0.75
5634,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (1356).wav,মেছতুরিরা ফুরায়া গেয়া ইয়াও টেহা যেডি চুহে তাকবো এডি যে এরা কিবা ফইস্কার ছিন্তা তাকবো এইডি এরার মহস্ত তাহে আমি তের আজার টেহা মজুরি দিছি এই দুই গরের,16.036,0.75
5635,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (1561).wav,জানছ কিমুন তুইন যেমুন আমারে ফরিছয় করাইছছ তরে বাদ দিয়াগে জেরে আমি মিলি তুইল্লালাই আমি আরেকটারে ফরিছয় করায়ছি হেইডা বুলে অহন ভেন দেয়া টমটম বইয়া মাল নে যহন আমি তরে ইয়া হইরা দিছি তুই লুহায়া লুহায়া কাম কইরা না লুগায়া কিচ্চু করছি না এইডা না আমি তরে বুজাইলাম আরহি উদাহরন দিলাম আরহি,16.064,0.75
5636,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (163).wav,ফরে গোবর টালো লুকায়া থওনের ফরেত্তে আর ডেগ ডেগচি থালা বাসন দেয় না এইডা অইছে বেবুধ কাহিনী হ বেবুধ এর কাহিনী হ আর ফুষ্কুরিডা কিন্তু অহন ও রইছে না হ ফুষ্কুরিডা অনেকটা বড় রইছে অহন ও অহন দেখতে কেমন আগের চে তো নষ্ট অয়া গেছে না অহন তো নষ্ট অয়া গেছে সুন্দর দেহা যায় না অহন এতো গাছগাছালি ভইরা গেছে ফাতা ছাতা ফরে হমানে,18.592,0.75
5637,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (1659).wav,কান্দায়া দিলো বাই না কি হ কান্দাত তুল,16.384,0.75
5638,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (172).wav,সবকিনতে মনয় লুক আয়ে না হ এনো অনেকেই ঘুরতো আয়ে দুর দুরান্তে আয়া ঘুইরা যায় আয়া ঘুইরা যাগা আম্বাও গিয়া গিয়া এনো ঘুরি আমরার মানে বাল্লাগে বাল্লাগেনা যাইতে বালা আছে আর বিভিন্ন দুর দুরান্ত থেইক্কাইতো আয়ে,16.128,0.75
5639,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (302).wav,কইয়ালাইন কি লাব কিছু দেহুইন নাহি না আমি এম্নেই আইছি কইতে তাইহুইন হুনতাছি আমি না আমি এম্নেই আইছি আম্নে যেইডা কইতাছুইন আমি হুন্তাছি আম্নে কি হুন্তাছুইম সব কিলিয়ার,16.356,0.75
5640,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (318).wav,অহন আন্নের পেশা কি পেশা তো গাই গিরস্তি গাই গিরস্তি কৃষি কাজ কৃষি কাজ ও ও এইবার কি ধান করছিলাইন এইবার তো করছি কয় কানি খেত করছুইন তিন কানি খেত করছি তিন কানি খেত করছুইন হুম কি ধান করছুইন এইবার,18.748,0.75
5641,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (397).wav,ফুরাডাতে বুদয় ফারতোনা আর দিবে কিছু সরকারে দরলে ব্যাডা কুনডা না ফারে ফারে তো এইতানো যে দিছে তেও তে এনতে অনেক ট্যায়া মাইনসে খাইয়ালচে যাওছে যমুনা সেতু ব্যাডা কইরালচে দুইন্নার মানুস পদ্দা সেতু পদ্দা সেতু হ ফদ্দা সেতু যমুনা সেতু,16.252,0.75
5642,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (555).wav,নাহ অ্যা একটা নাইছ ক ছেন একটা নাইছের গান ক ছেন গান ফারি না করি না তো আইচ্চা ঠিকাছে মাহিন হুম তর ইস্কুলের নাম কি ইস্কুলের নাম লইক্কা প্রাতমিক বিদ্যালয় লইক্কা প্রাতমিক,17.248,0.75
5643,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (572).wav,গ্যাছ ছাড়া আগুন জ্বলে বুজলাম না হাল্কা মনয় আগুন আছে নাহ ফাতর আছে না ফাতরে আগুন জ্বলে হুম ফাতরের সাহায্যে,15.044,0.75
5644,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (577).wav,এনোই বুইজ্জছ এক লাগারে তর ইস্কুল কি এহানো ইস্কুল শেষ ছুডি দিয়ালছে এক ক্লাস করায়া এ অহন ফরা অইতো না অহন এও এর না এই যে এসএসসি ফরিক্কা ছলতাছে না মারুইপ্পা এই ডাজ্ঞোয়াডিরে এমুগ দিয়া আনচে অহন ফরা হইবো না,19.836,0.75
5645,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (624).wav,তে কত ইয়াদু দিতাছে ইবার তো সব সংবাদ এইতা হাছায় মিছায় অই একটাও সটিক অয় না কেডা জানে এইতা কটাও সটিক অয় না ফরে,19.62,0.75
5646,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (786).wav,জেদ্দারতে মদিনা কতকানি দূর আছে বহুত বহুত দূর সৌদি আরব কিমুন যাইতাম আরহি ছয়গন্টা লাগে জেদ্দারতে মদিনা গেলে হ আর হেইতা রাস্তাত কি মাইকু না বাস চলে বাস,15.072,0.75
5647,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (899).wav,হেরার কেলা দিছে নাইম্যা কি মারে ডেইলি নাইম্যা কি মারে আরে নাইম্যা কি মারে নাইম্যা কি মারে গুডি গুডি গুলি গুলি দিয়া কি মারে,20.672,0.75
5648,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (90).wav,অ আইচ্ছা এমনে পাইহারি দিয়া আনলে কতো লাব আছে এক মানে দশ বিশ কেজি কিনলে দশ বিশ দরেন না যে মরিচ দরেন না অয় কিনলাম দেশশ ট্যাহা কেজি মনয় লাব অইবো দুইশো ট্যাহা কেজি বেচলাইন হ দরেন বিশ কেজি মরিচ কিনলে লাব অইবো মনহরুইন লাব অইবো এই এইযে চাইর পাসস্ব ট্যাহা লাব থাকবো আরকি ওও আইচ্চা এএ মনয় কয়েক জাত মিলাইয়া আনাইচ কিনলে লাব অইবো আনাইচ টানাইচ লইয়া বইয়া থাকলে মনয় সময় তো ঠিহি যাইতাছে কারন,19.168,0.75
5649,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (1024).wav,জি বলেন তারপর তোমার ইস্কোর ওয়ান তারপরে তোমার থোয়া থোয়া বুঝি নাই ভাইয়া কী আমি আসলে তো আপনাদের ভাষা ততোটা বুঝি না ক্লিয়ার কইরা সহযোগিতা করলে ভালো হইতো,15.04,0.75
5650,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (184).wav,পচুর ইনকাম অয় পচুর ইনকাম করে তোমার চাইরডা ও যদি চালাইয়া যায় ও যদি ব্যবসডা করতো নিয়মিত ও কিন্তু ভালো বড়লোক হইয়া যাইতো ও আইগাইয়া যাইতো গা কিন্তু ওই একদিন দোকানে ইনকাম করে তিন চার দিন বইয়া থাকে পোলাপানের হাতে সঙ্গ দেয় হারাদিনই গুরে দোকানে আসে অইলো এগারোডা বারোডার দিকে হ্যাঁ কারণ জমিদারি ভাব দোহাইয়া এনে থাকলে কাজ অবো এইযে তোমার হাতে এহন আমরা এনেকা এবা কইরা তিনজন বইছি না এনু দ্যাহো না তিনজন বইছি না,21.66,0.75
5651,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (258).wav,ভারতের মানুষ কী একটা আত্মীয় গেলো না গেলে পারে যে আব্বা মামা বা খালু থাইকবান কিনা থাকলে তালে আয়োজন করমু না অইলে নাই কয়দিন থাকপাইন আর আমরা কী করমু আত্মীয় আইছে মোরগ জবো কর এইডা জবো কর ওইডা কর যান যাবার দ্যান যাবো না যাবার দ্যান যাবো না ব্যাগ নিয়া পলাইয়া রাহি বুঝোন নাইগা পলায় রাহো ব্যাগ নিয়া পলায় রাহি আবার কী করি দেহা যায় দশ এক পদ দিলেই অয় দশ পদ দিয়া থুইয়া দেই হ মানে অর এতো আপ্যায়ন আমরা করতাছি আমরা উড়ায় হালাইতাছি না তাইলে আঙ্গোর অভাব ধরবো না কি করবো হ্যাহ তাই না,25.948,0.75
5652,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (633).wav,তোমার কাপড় চোপড় সব ধোয়াইছি ছাদ্দের নিচে নাইড়া,15.552,0.75
5653,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (641).wav,আর কিপা কইছে যে ওই ছেলের সাথে বিয়া করলে সুখী হমু না অর বলে আমাক দেইখা পছন্দই হয় হুনছি এইডা তো রাগের চোটেই কইছে আগেও কি কইছে না আগে কয় নাই সেদিনকাই,15.876,0.75
5654,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (649).wav,ইকটু সুময় চাইছে এইডাই বড় কথা অইয়া গেছে বুঝছো হুম আর কিছুই না আইজকা তো পা,17.22,0.75
5655,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (919).wav,সাপোজ আমার সাথে রঘুদার একটু ঝামেলা থাকলে না আমার কথা কেউ যদি জিজ্ঞেসা করে না আমারেই কবো বুঝছো সেই কিন্তু কইছে কথাটা হচ্ছে হ সে কইছে আর যেই শেখ হাসিনা আর নাইলে,16.608,0.75
5656,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (390).wav,এ কারা তোরা ইমি ইমিডিয়েটরে দ্যাও হেইয়া কও কুত্তার মতো করে মানে আমাগো আমরা আমরাই ইমিডিয়েট সিনিয়রের আগে ব্যাচ বোজ্জো হলে ওডার আগে লাস্টে হলে ওডার আগে মানে যেদিন হলে উডাইবে হেদিন কইতাছে না আমরা তো হল প্রথম থেকেই পাই না এ হালায় একলা থাকলে ঠিক আছে না আমাগো তো এক ইয়ার পর অয় আবিররা যেই আইবে এই শুরু হয় তয় আমাগো ইমিডিয়েট সিনিয়রের আগের ব্যাচ আর বাই দোকানের সাম্মে যাইতে পারি না ইমিডিয়েট সিনিয়র অইছি না এহন দোকানের সাম্মে গ্যালেই,24.672,0.7530864197530864
5657,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (358).wav,দিয়া থুই তোরে তুই ক কি কবি ক তোর বিলই রে সামলাইশ নাইলে কিন্তু কবে যে কবে যে ওডার গলা কাইড্ডা জলে ভাসাইয়া দিমু হেইয়া তুই বুজবি না তোর এই সাহস আহে নাই যে মোর বিলইরে তুই টাচও করবি অয় না সাহস হয় নাই তো কি হইছে তোমার বিলই যে নিত্য নিত্য যে মাইনষের মাছ খাইবে কবুতর খাইবে অ্যা করবে ই করবে হ্যা না আমার বিলই হয় হয় মোর,18.236,0.7536231884057971
5658,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (84).wav,ব্যবসা বাণিজ্য কইরা আমাদের চোদ্দগুষ্টি তোমাদের উদাহরণও কইতাছি তোমগোর কিন্তু স্বর্নকারের দোকান হ্যাঁ আমরা চোদ্দগুষ্টি আমাদের ব্যবসা কইরাই চলতাছে সারাজীবন আমগোর জমি জমা নুন আনতেই ফুরায় জানো আমার ইতিহাসে আমাদের হচ্ছে তুমি কিন্তু আঙ্গোর চেয়ে ভালো খাও তোমরা ভালো ভাবে চলো ভালো পোশাক পরো উদাহরণে যাও কথাডা তা ঠিক আছে কলেজে আইছি যহনকা এনু ইন্টার ইমিডিয়েট এনু পড়ছি কলেজ যহনকা আইছি এনু তহন মনে করো,21.02,0.7538461538461538
5659,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (371).wav,কুয়েটে কুয়েটের আপুরা আসবে না এ বেডা কও না ক্যা এ মাইয়ারা পড়ে কুয়েডে কী কী দুই আজার তিন আজার দিছি তোমারে দুই আজার ক্যা দিমু ছোটো আপুরা আসবে ছোটো আপু ক্যাশ ইন বাই অরে দুই আজার টাকা দেও তুমি এক হাজার টাকা আমারে দিয়া দেও আরে পাশশো না পাশশো আমারে দাও পাশশো শাকিবরে দাও এ বাই এইয়া কি লাচ্চা সেমাই,21.664,0.7540983606557377
5660,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (733).wav,মুই দেকছি ওনার কতা বাতরা হোনলে গোন্দো আয় কোতাইদ্দা মুই দেকছি যে কইছে হেইকালে মুই দারে বিডির আতে তিনডা আম হোগা ফাডা তিনোডা মুই জল আনতে গেছি হেইকালে দেকছি পইড়ড়া থাহে হগোল সময় ওই তো আম তলা থাহে ওই যে মুই আ দিছি আর টাক পড়ছে হেইন্না তুই আর মুই ওই যে দেকলাম না বোলান দিছি না যে আম পড়ছে নেন,20.256,0.7540983606557377
5661,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (1134).wav,হেই দেশো তো পাইবেট কয় অর্ধেকের তে কাইটা নে গা হনেক সুন্দর হ হেরা মেসিন দিয়া লৈয়ালা হেরা মেসিন দিয়া লৈয়ালা হেরার তো সমস্যা নাই মেসিন দিয়া লৈয়ালা অ রাস্তা ঘাট কি পাক্কা তর বারির সামনে না রাস্তা ঘাট খুব খারাপ মাইটা রাস্তা মাইটা না পাক্কা রাস্তাওই মানে ইকটু বাঙা চাঙ্গা হইয়া রইছে বাঙা চাঙ্গা পুরসভার রাস্তা না ইয়া ইউনিয়ন তোরা,20.124,0.7540983606557377
