,sentence_main,sentence_lemma
1427,বিশ্বাস না হয় মন চিকিৎসকদের কাছে একটু খোঁজ নিয়ে দেখুন,বিশ্বাস না হয় মন চিকিৎসক কাছ এক খোঁজ নেওয়া দেখা
1428,ময়লা মোটা রকমের সাজ আলুথালু রকমে ব্যবহার করাটাই আমার অভ্যাস,ময়লা মোটা রকম সাজ আলুথালু রকম ব্যবহার করা আমি অভ্যাস
1429,ওদের সঙ্গে কলহ করতে নামা আমার পক্ষে অসম্ভব,ও সঙ্গ কলহ করা নামা আমি পক্ষ সম্ভব
1430,যেখানে রাস্তার ধারে কলতলা পেরিয়ে খোলার চালের ধারে স্থূলোদর হিন্দুস্থানী ময়রার দোকানে তেলে ভাজা নানা প্রকার অপথ্য সৃষ্টি হচ্ছে তার সামনে এসে দেখি বিষম একটা হল্লা,যেখান রাস্তা ধার কলতল পেরানো খোলা চাল ধার স্থূলউদর হিন্দুস্থান ময়রা দোকান তেল ভাজা নানা প্রকার পথ্য সৃষ্টি হওয়া তার সামনে আসা দেখা বিষম এক হল্লা
1431,যেহেতু ইজরায়েলের শিশুদের রোগ প্রতিরোধ ক্ষমতা খুব ভাল তাই পরিবেশে থেকে যাওয়া ভাইরাস তাদের দেহে প্রবেশ করতে পারছে না,যে ইজরায়েলে শিশু রোগ প্রতিরোধ ক্ষমতা খুব ভাল তা পরিবেশ থেকে যাওয়া ভাইরাস তারা দেহ প্রবেশ করা পারা না
1432,কেমন করিয়া তাহা খোলসা করিয়া বলিব না আভাস দিব মাত্র,কেমন করা তাহা খোলসা করা বলা না আভাস দেওয়া মাত্র
1433,দুয়ের শরীরবৃত্তিয় সম্পর্ক রয়েছে বইকি,দুই শরীরবৃত্ত সম্পর্ক রওয়া বইকি
1434,মুহূর্তে দস্যুর হৃদয় যেন সহস্র খণ্ডে ভাঙিয়া এক চীৎকারশব্দ বাহির হইল রাজকুমারী,মুহূর্ত দস্যু হৃদয় যে সহস্র খণ্ড ভাঙা এক চীৎকারশব্দ বাহির হয় রাজকুমারী
1435,নতুন জায়গায় তাঁদের কোনও অসুবিধে হচ্ছে কি না খোঁজখবর নিতেন এ ভাবেই তাঁরাও পাড়ার আরও পাঁচটা মানুষের সঙ্গে মিলেমিশে যেতেন,নতুন জায়গা তিনি কোনও সুবিধে হওয়া কি না খোঁজখবর নেওয়া এ ভাব তিনি পাড়া আর পাঁচ মানুষ সঙ্গ মেলামেশা যাওয়া
1436,এসেছেন পরিদর্শন করতে,আসা পরিদর্শন করা
1437,তবে বিশ্বকর্মা পুজোয় এখনও অল্প হলেও ঘুড়ি ওড়ে,তবে বিশ্বকর্ম পুজো এখন অল্প হওয়া ঘুড়ি ওড়া
1438,ডিসেম্বর টেলিভিশনের সামনে বসে দেখা বিশ্বের কোন প্রান্তে কারা কত রকম ভাবে খুশিতে মাতোয়ারা,ডিসেম্বর টেলিভিশন সামন বসা দেখা বিশ্ব কোন প্রান্ত কে কত রকম ভাব খুশি মাতোয়ারা
1439,প্রাক্তন ব্রিটিশ সাম্রাজ্য অংশ উপকূলীয় অন্ধ্র এবং জনজাতি অধ্যুষিত নিজাম শাসিত স্বাধীন দেশীয় রাজ্য হায়দরাবাদ তথা তেলঙ্গানার মধ্যে যতই তেলুগু ভাষার সেতু থাকুক দূরত্ব তাদের অনেক যোজন ক্ষমতা ও সম্পদের বৈষম্য তীব্র,প্রাক্তন ব্রিটিশ সাম্রাজ্য অংশ উপকূল অন্ধ্র এবং জনজাতি অধ্যুষিত নিজাম শাসন স্বাধীন দেশ রাজ্য হায়দরাবাদ তথা তেলঙ্গানা মধ্যে যত তেলুগু ভাষা সেতু থাকা দূরত্ব তারা অনেক যোজন ক্ষমতা ও সম্পদ বৈষম্য তীব্র
1440,তাঁহার মনে শেল বিঁধিয়া রহিল,তিনি মন শেল বেঁধা রওয়া
1441,সম্ভবত কাজিরাঙা থেকে বেরিয়ে কার্বি আংলং বা নামবরের দিক থেকে ডিমাপুরে ঢোকে বাঘটি,সম্ভাবনা কাজিরাঙা থেকে বেরনো কার্বি আংলং বা নামবর দিক থেকে ডিমাপুর ঢোকা বাঘ
1442,শনি ইউরেনাসও,শনি ইউরেনাস
1443,নৌকায় উঠিবার সময় দেখি থানার ঘাটে ডোঙা বাঁধা একজন চাষা কৌপীন পরিয়া বৃষ্টিতে ভিজিতেছে,নৌকা ওঠা সময় দেখা থানা ঘাট ডোঙা বাঁধা একজন চাষ কৌপীন পরা বৃষ্টি ভেজা
1444,দেওয়ানজি বলিতে লাগিলেন তাঁহার সংযতস্বভাব মনিবের চরিত্রদোষের মধ্যে কেবল ঐ বিপিনকিশোরের প্রতি অতিশয় আসক্তি,দেওয়ানজি বলা লাগা তিনি সংযমস্বভাব মনিব চরিত্রদোষ মধ্যে কেবল ঐ বিপিনকিশোর প্রতি অতিশয় আসক্তি
1445,বিনোদা নগেন্দ্র কর্তৃক এই অবমাননায় ক্রোধে ক্ষোভে লজ্জায় অধীর হইয়া নিজের হাত ছাড়াইবার জন্য টানাটানি করিতেছে এমন সময় তাহাদের দৃষ্টিগোচর হইল ঘরে তৃতীয় ব্যক্তির আগমন হইয়াছে,বিনোদা নগেন্দ্র কর্তৃক এই অবমাননা ক্রোধ ক্ষোভ লজ্জা অধীর হওয়া নিজ হাত ছাড়ানো জন্য টানা করা এমন সময় সে দৃষ্টিগোচর হয় ঘর তৃতীয় ব্যক্তি আগমন হওয়া
1446,অনেক চেষ্টার পর নিষ্ফল ঔষধের শিশিগুলা ভূতলে ফেলিয়া ছুটিয়া গিয়া হরিনাথের পা জড়াইয়া ধরিলাম,অনেক চেষ্টা পর নিষ্ফল ঔষধ শিশি ভূতল ফেলা ছোটা গিয়ে হরিনাথ পা জড়ানো ধরা
1447,তাঁহার অবর্তমানে পরের ছেলে কে তাঁহার অন্ন খাইবে ইহাই ভাবিয়া অন্নে তাঁহার অরুচি জন্মিল,তিনি বর্তমান পর ছেলে কে তিনি অন্ন খাওয়া ইহা ভাবা অন্ন তিনি রুচি জন্ম
1448,রসিকবিলের স্থানীয় বাসিন্দারা ঘড়িয়ালটিকে ফেরত দিতে নারাজ ছিলেন,রসিকবিল স্থান বাসিন্দা ঘড়িয়াল ফেরত দেওয়া নারাজ ছিল
1449,আর হ্যাঁ সৌরভ গঙ্গোপাধ্যায় দল থেকে বাদ পড়ার পর চ্যাপেলের ভারতের প্রতিটি ক্রিকেট ম্যাচে ভারতের হার চেয়ে যারা মানত করেছিল সেই লক্ষ লক্ষ বাঙালি বা আজ জেলের বাইরে কেন,আর হ্যাঁ সৌরভ গঙ্গোপাধ্যায় দল থেকে বাদ পড়া পর চ্যাপেল ভারত প্রতি ক্রিকেট ম্যাচ ভারত হার চেয়ে যে মানত করা সেই লক্ষ লক্ষ বাঙালি বা আজ জেল বাহির কেন
1450,আপনি হারিলেন সেইজন্য,আপনি হারা সেজন্য
1451,পুজোর আগে অক্টোবরে তাকে রসিকবিল মিনি জুতে নিয়ে আসা হয়,পুজো আগে অক্টোবর তা রসিকবিল মিনি জু নেওয়া আসা হয়
1452,পৃথক মত নামক পদার্থের সংস্পর্শমাত্র ওর স্নায়ুতে যেন দুর্নিবারভাবে সুড়সুড়ি লাগায় ওকে একেবারে ছট্ফটিয়ে তোলে,পৃথক মত নাম পদার্থ সংস্পর্শমাত্র ও স্নায়ু যে দুর্নিবারভাব সুড়সুড়ি লাগানো ও একেবারে ছট্ফট তোলা
1453,কিন্তু এখন পুরনো ভ্রমণসঙ্গীরা নেই শরীরের সেই জোর নেই বা টাকার,কিন্তু এখন পুরনো ভ্রমণসঙ্গী না শরীর সেই জোর না বা টাকা
1454,২৬শে ফাল্গুন বুধবারে অপরাহ্ন ঘটিকার সময় ইচ্ছা করিলে তোমাদের পুষ্করিণীতীরে আমার সহিত সাক্ষাৎ হইতে পারিবে,২৬শে ফাল্গুন বুধবার অপরাহ্ন ঘটিকা সময় ইচ্ছা করা তুমি পুষ্করিণীতীর আমি সহ সাক্ষাৎ হওয়া পারা
1455,কিন্তু ইহা লইয়া রাজার নিকট নালিশ ফরিয়াদ করা তাহার স্বভাববিরুদ্ধ,কিন্তু ইহা নেওয়া রাজা নিকট নালিশ ফরিয়াদ করা তিনি স্বভাববিরুদ্ধ
1456,কিন্তু এই অসামান্য দস্যুরা অনাথের সহায় দরিদ্রের বন্ধু দুর্বলের আশ্রয় কেবল ধনী উচ্চকুলজাত সম্ভ্রান্ত ব্যক্তি এবং রাজকর্মচারীদের পক্ষে কালান্তক যম,কিন্তু এই সামান্য দস্যু অনাথ সহায় দরিদ্র বন্ধু দুর্বল আশ্রয় কেবল ধনী উচ্চকুলজাত সম্ভ্রম ব্যক্তি এবং রাজকর্মচারী পক্ষে কালান্তক যম
1457,দারোগার বন্ধুত্ব সেই দিন যেন আমাকে চাবুক মারিয়া অপমান করিল,দারোগা বন্ধু সেই দিন যে আমি চাবুক মারা অপমান করা
1458,চিত্রগুপ্ত এমন অনেক পাপের হিসাব বড়ো অক্ষরে তাঁর খাতায় জমা করেন যা থাকে পাপীর নিজের অগোচরে,চিত্রগুপ্ত এমন অনেক পাপ হিসাব বড়ো অক্ষরে তিনি খাতা জমা করা যা থাকা পাপ নিজ গোচর
1459,বোরের বন্দুকের একাধিক গুলিতে তার মৃত্যু হয়,বোর বন্দুক একাধিক গুলি তিনি মৃত্যু হয়
1460,আমার কন্যা শশী করুণ স্বরে আসিয়া জিজ্ঞাসা করিল বাবা ঐ বুড়ো তোমার পায়ে ধরিয়া কেন অমন করিয়া কাঁদিতেছিল,আমি কন্যা শশী করুণ স্বর আসা জিজ্ঞাসা করা বাবা ঐ বুড়ো তুমি পা ধরা কেন অমন করা কাঁদা
1461,পল্লীর সমস্ত ক্রিয়াকর্মে বিপদেসম্পদে তাঁহার নিরলস হস্ত ছিল,পল্লী সমস্ত ক্রিয়াকর্ম বিপদসম্পদ তিনি নিরলস হস্ত থাকা
1462,আমি বললুম দেখছ না স্নান করে ধোপ দেওয়া কাপড় পরেছে,আমি বলা দেখা না স্নান করা ধোপ দেওয়া কাপড় পরা
1463,মেয়েটাকে বেশ কয়েক বছরের জন্য অনেক দূরে পাঠাতে হবে যে,মেয়ে বেশ কিছু বছর জন্য অনেক দূর পাঠানো হওয়া যে
1464,হঠাৎ তোমার শখ মিটিয়া গিয়া আর তো গান শুনিবার জো নাই,হঠাৎ তুমি শখ মেটানো গিয়ে আর তো গান শোনা জো না
1465,শুনে মেয়েরা ছি ছি করে উঠল,শোনা মেয়ে ছি ছি করা ওঠা
1466,নিজের নাম রাষ্ট্র করিবার জন্য লোকে কী কষ্টই না স্বীকার করে এমন কি নামটিকে বাঁচাইবার জন্য লোকে আপনি মরিতে কুন্ঠিত হয় না,নিজ নাম রাষ্ট্র করা জন্য লোক কী কষ্ট না স্বীকার করা এমন কি নাম বাঁচানো জন্য লোক আপনি মরা কুণ্ঠা হয় না
1467,মূলত অবসরপ্রাপ্ত সেনা ওই ধরনের কাজের জন্য যোগ্য,মূল অবসরপ্রাপ্ত সেনা ও ধরন কাজ জন্য যোগ্য
1468,জয়কালী দীর্ঘাকার দৃঢ়শরীর তীক্ষ্মনাসা প্রখরবুদ্ধি স্ত্রীলোক,জয়কালী দীর্ঘ দৃঢ়শরীর তীক্ষ্ম প্রখরবুদ্ধি স্ত্রীলোক
1469,শুরু হয় ম্যাজিক শো পুতুল নাটিকা গ্রামসভার মাধ্যমে প্রচার,শুরু হয় ম্যাজিক শো পুতুল নাটক গ্রামসভা মাধ্যম প্রচার
1470,হাইকোর্টে তো সাক্ষীর বিচার হইবে না,হাইকোর্ট তো সাক্ষী বিচার হওয়া না
1471,সুকুমার শরীর পথশ্রমে ক্লান্ত কিন্তু তথাপি অধ্যবসায়ের বিরাম নাই,সুকুমার শরীর পথশ্রম ক্লান্ত কিন্তু তথাপি অধ্যবসায় বিরাম না
1472,সে যে স্কুলের ছাত্রের অতিরিক্ত আরকিছু এটা সে স্কুলের ছেলেদের কাছে প্রকাশ করিতে যেন বড়ো অনিচ্ছুক,তিনি যে স্কুল ছাত্র অতিরিক্ত আরকিছু এই তিনি স্কুল ছেলে কাছ প্রকাশ করা যে বড়ো ইচ্ছা
1473,আশ্রিত লতা এবং বালক একত্রে ভূমিসাৎ হইল,আশ্রিত লতা এবং বালক একত্র ভূমি হয়
1474,এবং যাহাতে সে অনুগ্রহ রক্ষা হয় সাধ্যমতো সে চেষ্টার ত্রুটি হয় নাই,এবং যাহা তিনি অনুগ্রহ রক্ষা হয় সাধ্যমতো তিনি চেষ্টা ত্রুটি হয় না
1475,পরদিন দশটা বেলায় গায়েহলুদের হরিদ্রাচিহ্ন লইয়া শশী ইহসংসার হইতে চিরবিদায় গ্রহণ করিল,পরদিন দশ বেলা গাহলুদ হরিদ্রাচিহ্ন নেওয়া শশী ইহসংসার হওয়া চিরবিদায় গ্রহণ করা
1476,রাজ্য বন দফতর জানিয়েছে বিহারের দাবি মেনে পুকুরে জল কমানো সম্ভব ছিল না,রাজ্য বন দফতর জানানো বিহার দাবি মানা পুকুর জল কমানো সম্ভব থাকা না
1477,এই রাজকীয় খেলা বেচারা বিপিনের পক্ষে সুবিধাজনক হয় নাই,এই রাজ খেলা বেচারা বিপিন পক্ষ সুবিধাজনক হয় না
1478,রোগ উত্তরোত্তর কঠিন হইয়া উঠিতে লাগিল,রোগ উত্তরোত্তর কঠিন হওয়া ওঠা লাগা
1479,নগেন্দ্র বিনোদার সহিত গল্প করিতে লাগিল,নগেন্দ্র বিনোদা সহ গল্প করা লাগা
1480,অদৃষ্ট সুবিবেচনাপূর্বক প্রাণিগণকে যথাসাধ্য কর্মে নিয়োগ করেন না কিন্তু তথাপি নিযুক্ত কার্য দৃঢ় নিষ্ঠার সহিত সম্পন্ন করা মানুষের কর্তব্য,অদৃষ্ট সুবিবেচনাপূর্ব প্রাণগণ যথাসাধ্য কর্ম নিয়োগ করা না কিন্তু তথাপি নিযুক্ত কার্য দৃঢ় নিষ্ঠা সহ সম্পন্ন করা মানুষ কর্তব্য
1481,রাজকুমারী কোলের উপর ফুল রাখিয়া নতমুখে মালা গাঁথিতেছেন সহচরী কেহই নাই,রাজকুমারী কোল উপর ফুল রাখা নতমুখ মালা গাঁথা সহচর কেহ না
1482,সেগুলির খাবারের জন্য প্রচুর মাছ ছাড়া হয়েছে,সে খাবার জন্য প্রচুর মাছ ছাড়া হওয়া
1483,নয়নের ওখানে নিমন্ত্রণে যাবার ইচ্ছা আমার একটুও ছিল না,নয়ন ওখান নিমন্ত্রণ যাওয়া ইচ্ছা আমি এক থাকা না
1484,নথি থেকে জার্মান নাবিক মানফ্রেডের নাম খুঁজে পাওয়ার কথাও তারাই জানায়,নথি থেকে জার্মান নাবিক মানফ্রেড নাম খোজা পাওয়া কথা তারা জানানো
1485,কালীঘাটে যত ছাগশিশু মরিল তাহার অস্থিস্তূপে তৈমুরলঙ্গের কঙ্কালজয়স্তম্ভ ধিক্কৃত হইতে পারিত কিন্তু তবু কেবল গুটিকতক অস্থি ও অতি স্বল্প মাংসের একটি ক্ষুদ্রতম শিশুও বৈদ্যনাথের বিশাল প্রাসাদের প্রান্তস্থান অধিকার করিয়া দেখা দিল না,কালীঘাট যত ছাগলশিশু মরা তিনি অস্থিস্তূপ তৈমুরলঙ্গ কঙ্কালজয়স্তম্ভ ধিক্কার হওয়া পারা কিন্তু তবু কেবল গুটিকতক অস্থি ও অতি স্বল্প মাংস এক ক্ষুদ্র শিশু বৈদ্যনাথ বিশাল প্রাসাদ প্রান্তস্থান অধিকার করা দেখা দেওয়া না
1486,প্রদীপবাবুর ছোট্ট পরিবারে এখন ব্যস্ততা তুঙ্গে,প্রদীপবাবু ছোট্ট পরিবার এখন ব্যস্ত তুঙ্গ
1487,নিজের মনের ওপর যথেষ্ট নিয়ন্ত্রণ না থাকলে ক্রমশ বিষাদের গহনে চলে যেতে থাকেন তাঁরা,নিজ মন ওপর যথেষ্ট নিয়ন্ত্রণ না থাকা ক্রমশ বিষাদ গহন চলা যাওয়া থাকা তিনি
1488,সে সব খুলি বীরত্বের সঙ্গে ঘরের দরজায় ঝুলিয়ে রাখা হত,তিনি সব খুলি বীর সঙ্গ ঘর দরজা ঝোলানো রাখা হওয়া
1489,রাজাও নেই আর সে রাজত্বও নেই,রাজা না আর তিনি রাজত্ব না
1490,ছোট রাজ্য যে সফল পরিচালনার দৃষ্টান্ত দেখাতেই পারে তার উদাহরণ তো আছেই সমতলের ছত্তীসগঢ় কিংবা পাহাড়ের সিকিম,ছোট রাজ্য যে সফল পরিচালনা দৃষ্টান্ত দেখা পারা তার উদাহরণ তো আছে সমতল ছত্তীসগঢ় কিংবা পাহাড় সিকিম
1491,আজও এই এলাকার বেশ কিছুটা এলাকাতে ঘন জঙ্গল রয়েছে,আজ এই এলাকা বেশ কিছু এলাকা ঘন জঙ্গল রওয়া
1492,সেদিন নানারকম খেলা হয়েছিল হাইজাম্প্ লম্বা দৌড় রশি টানাটানি,সেদিন নানারকম খেলা হওয়া হাইজাম্প্ লম্বা দৌড় রশি টান
1493,বিধবা মঞ্চসংস্কারের জন্য লোক ডাকিতে পাঠাইয়া পুনর্বার মালাহস্তে দালানে আসিয়া বসিলেন,বিধবা মঞ্চসংস্কার জন্য লোক ডাকা পাঠানো পুনর্বার মালাহস্ত দালান আসা বসা
1494,ময়নাতদন্তে মানফ্রেডের দেহে কোনও আক্রমণের চিহ্নও মেলেনি,ময়নাতদন্ত মানফ্রেড দেহ কোনও আক্রমণ চিহ্ন মেলা
1495,টিকা খারাপ হয়ে গিয়েছিল বলে এক বার মুখ্য স্বাস্থ্য অধিকর্তাকে বেনজির ভাবে পদ থেকে নীচে নামিয়ে দিয়েছিল বিহার সরকার,টিকা খারাপ হয়ে যাওয়া বলে এক বার মুখ্য স্বাস্থ্য অধিকর্তা বেনজির ভাব পদ থেকে নীচ নামানো দেওয়া বিহার সরকার
1496,এই কথাগুলো অধ্যাপক নয়নমোহনের আপ্ত বাক্য তার থেকে কোটেশনমার্কা ক্ষয়ে গিয়েছে কলিকা ওগুলোকে নিজের স্বচিন্তিত বলেই জানে,এই কথা অধ্যাপক নয়নমোহন আপ্ত বাক্য তার থেকে কোটেশনমার্কা ক্ষয় যাওয়া কলিকা ও নিজ চিন্তা বলা জানা
1497,মাদ্রাজ থেকে তেলুগু ভাষী অঞ্চলগুলিকে আলাদা করে নিয়ে যখন পৃথক প্রদেশ অন্ধ্র রাজ্য তৈরি হল সালের অক্টোবর কুর্নুল হল রাজধানী প্রধানমন্ত্রী নেহরু রাজাগোপালাচারিকে লিখলেন আমি নিশ্চিত যে কাজটা ভাল হচ্ছে না,মাদ্রাজ থেকে তেলুগু ভাষা অঞ্চল আলাদা করা নেওয়া যখন পৃথক প্রদেশ অন্ধ্র রাজ্য তৈরি হওয়া সাল অক্টোবর কুর্নুল হওয়া রাজধানী প্রধানমন্ত্রী নেহরু রাজাগোপালাচারি লেখা আমি নিশ্চিত যে কাজ ভাল হওয়া না
1498,দুঃখের কথা এই যে পৃথিবী যতই উদার এবং অরণ্য যতই মহৎ হউক ক্ষুদ্র চঞ্চু আপনার উপযুক্ত খাদ্য না পাইবামাত্র তাহাদিগকে আঘাত করিয়া আসিতেছে,দুঃখ কথা এই যে পৃথিবী যত উদার এবং অরণ্য যত মহৎ হয় ক্ষুদ্র চঞ্চু আপনি উপযুক্ত খাদ্য না পাওয়ামাত্র সে আঘাত করা আসা
1499,এখানে আছে সর্বমঙ্গলা ও পঞ্চকন্যা ঠাকুরবাড়ি ও বহু প্রাচীন দয়াময়ী দুর্গামন্দির,এখান আছে সর্বমঙ্গল ও পঞ্চকন্যা ঠাকুরবাড়ি ও বহু প্রাচীন দয়া দুর্গামন্দির
1500,হুয়ের কর্তারা জানিয়েছেন জানুয়ারি কেটে যাওয়ার পর ভারতের ঝুলিতে পোলিয়ো মুক্ত তকমা ঢুকে গেলেও খাতায় কলমে সার্টিফিকেট পাওয়ার প্রক্রিয়াটি একটু দীর্ঘ,হু কর্তা জানানো জানুয়ারি কাটা যাওয়া পর ভারত ঝুলি পোলিয়ো মুক্ত তকমা ঢোকা যাওয়া খাতা কলম সার্টিফিকেট পাওয়া প্রক্রিয়া এক দীর্ঘ
1501,যিনি শবদেহের ব্যবচ্ছেদকারী প্রবাদপ্রতীম মধুসূদন গুপ্তের অন্যতম সহযোগী ছিলেন,যিনি শবদেহ ব্যবচ্ছেদ প্রবাদপ্রতীম মধুসূদন গুপ্ত অন্য সহযোগ ছিল
1502,সারাটা জীবন এখানে কাটিয়ে জীবনের শেষটাও এখানেই কাটাতে চাই,সারা জীবন এখান কাটানো জীবন শেষ এখানে কাটানো চাওয়া
1503,নেহরুর জীবনীকার সর্বেপল্লী গোপাল লিখেছেন অন্ধ্রপ্রদেশের উদ্বোধন অনুষ্ঠানে নেহরু বলেছিলেন প্রদেশ যাই হোক প্রতিটি ভারতীয়ের একটা বৃহৎ ভারতের স্বার্থ মাথায় রেখেই বড় হওয়া উচিত,নেহরু জীবন সর্বেপল্লী গোপাল লেখা অন্ধ্রপ্রদেশ উদ্বোধন অনুষ্ঠান নেহরু বলা প্রদেশ যা হওয়া প্রতি ভারত এক বৃহৎ ভারত স্বার্থ মাথা রাখা বড় হওয়া উচিত
1504,চারিদিকের ছুটির উৎসবে তাঁরা কেমন যেন দিগ্ভ্রান্ত ব্রাত্য,চারদিক ছুটি উৎসব তিনি কেমন যে দিগ্ভ্রান্ত ব্রাত্য
1505,চালু হয় সীমান্ত এলাকা রেল স্টেশন হাইওয়ে বাজার এলাকা ইটভাটা বস্তি অঞ্চল ইত্যাদির শিশু অন্য রাজ্য এতে অনেকেরই ধারণা হত টিকা নিয়ে লাভ নেই,চালু হয় সীমান্ত এলাকা রেল স্টেশন হাইওয়ে বাজার এলাকা ইটভাটা বস্তি অঞ্চল ইত্যাদি শিশু অন্য রাজ্য এ অনেক ধারণা হওয়া টিকা নেওয়া লাভ নেওয়া
1506,কোনও নিকটাত্মীয়ের নামে,কোন নিকটআত্মীয় নাম
1507,বুঝিলেন অবাধ্য নলিন বন্দীশালা হইতে কোনোক্রমে পলায়ন করিয়া পুনরায় তাঁহাকে রাগাইতে আসিয়াছে,বোঝা অবাধ্য নলিন বন্দীশালা হওয়া কোনোক্রমে পলায়ন করা পুনরায় তিনি রাগানো আসা
1508,হুএর একটি জাতীয় সার্টিফিকেশন কমিটি থাকে,হু এক জাতীয় সার্টিফিকেশন কমিটি থাকা
1509,তাঁরা অনেক আগে মানুষ মারতেন,তিনি অনেক আগে মানুষ মারা
1510,উত্সবের ছুটিতে বিচিত্র বিড়ম্বনায় পড়েন বহু বর্ষীয়ান মানুষ,উৎসব ছুটি বিচিত্র বিড়ম্বনা পড়া বহু বর্ষীয়ান মানুষ
1511,কিন্তু বনচ্ছায়ায় অকালরাত্রির আবির্ভাব হইয়াছে,কিন্তু বনছায়া অকালরাত্র আবির্ভাব হওয়া
1512,রানী বলিলেন তোমার কথা আলাদা,রানী বলা তুমি কথা আলাদা
1513,এই ভাবেই পুজো কেটে যেত,এই ভাব পুজো কাটা যাওয়া
1514,বসন্তকুমারী রাজাকে কহিলেন বিপিনকে কাছারি ঘরে আমলাদের সহিত বাসা দেওয়া অন্যায় হইয়াছে,বসন্তকুমারী রাজা কহা বিপিন কাছারি ঘর আমলা সহ বাসা দেওয়া অন্যায় হওয়া
1515,ধরাতলে কীট যখন সুলভ ছিল তখন ক্ষুধানিবৃত্তিপূর্বক সন্তুষ্টচিত্তে উভয়ে ধরাধামের যশোকীর্তন করিয়া পুষ্টকলেবরে বিচরণ করিত,ধরাতল কীট যখন সুলভ থাকা তখন ক্ষুধানিবৃত্তিপূর্ব সন্তুষ্টচিত্ত উভয় ধরাধাম যশকীর্তন করা পুষ্টকলেবর বিচরণ করা
1516,কাদাখোঁচা নদীতীরে লম্ফ দিয়া পৃথিবীর কোমল কর্দমে অনবরতই চঞ্চু বিদ্ধ করিয়া বসুন্ধরার জীর্ণতা নির্দেশ করিতে লাগিল এবং কাঠঠোকরা বনস্পতির কঠিন শাখায় বারংবার চঞ্চু আঘাত করিয়া অরণ্যের অন্তঃশূন্যতা প্রচার করিতে প্রবৃত্ত হইল,কাদাখোঁচা নদীতীর লম্ফ দেওয়া পৃথিবী কোমল কর্দম অনবরত চঞ্চু বিদ্ধ করা বসুন্ধরা জীর্ণ নির্দেশ করা লাগা এবং কাঠঠোকরা বনপতি কঠিন শাখা বারবার চঞ্চু আঘাত করা অরণ্য অন্তঃশূন্য প্রচার করা প্রবৃত্ত হয়
1517,যে কোনো দলেরই হোক ভেক ধারণ করতে আমার সংকোচ লাগে,যে কোন দলে হওয়া ভেক ধরা করা আমি সংকোচ লাগা
1518,একশো দিনের কাজ শিক্ষার অধিকার আইন খাদ্য সুরক্ষা আইনের সঙ্গে সঙ্গতি রেখে এই আইনটি সাজানো হোক,একশো দিন কাজ শিক্ষা অধিকার আইন খাদ্য সুরক্ষা আইন সঙ্গ সঙ্গ রাখা এই আইন সাজানো হওয়া
1519,সদ্যোযুবতী নাতনির ইচ্ছা হানি সিং নাইট দাপিয়ে থার্টিফার্স্ট গালা পার্টি মাতানো,সদ্যোযুবতী নাতনি ইচ্ছা হানি সিং নাইট দাপানো থার্টিফার্স্ট গালা পার্টি মাতানো
1520,বাঁ হাত ধরে সঙ্গে চলেছিল আট নয় বছরের এক নাতি,বাঁ হাত ধরা সঙ্গ চলা আট নয় বছর এক নাতি
1521,আর পাথুরে গ্রহগুলোকে ঠেলে দিয়েছে ওই নক্ষত্রদের চেয়ে অনেক বেশি দূরে,আর পাথর গ্রহ ঠেলা দেওয়া ও নক্ষত্র চেয়ে অনেক বেশি দূর
1522,আধুনিক কালে এই আশ্চর্য সহমরণের দৃষ্টান্তে সতীমাহাত্ম্যে সকলে স্তম্ভিত হইয়া গেল,আধুনিক কাল এই আশ্চর্য সহমরণ দৃষ্টান্ত সতীমাহাত্ম্য সকল স্তম্ভিত হওয়া গেল
1523,এই সৌরমণ্ডলের প্রায় শেষ প্রান্তে ইউরেনাস নেপচুনের পরেই রয়েছে পাথর আর গ্যাসের রাজ্য্ যার নাম ক্যুইপার বেল্ট,এ সৌরমণ্ডল প্রায় শেষ প্রান্ত ইউরেনাস নেপচুন পর রওয়া পাথর আর গ্যাস রাজ্য্ যে নাম ক্যুইপার বেল্ট
1524,চিত্তও সেই নিরালা বাসস্থানটুকুর জন্য সর্বদাই উৎকণ্ঠিত হইয়া আছে,চিত্ত সেই নিরালা বাসস্থান জন্য সর্বদা উৎকণ্ঠা হওয়া আছে
1525,গতিক মন্দ বুঝিয়া স্ত্রীলোকটি অতি করুণস্বরে কহিল ওগো এই ছেলেটিকে দুটি খেতে দাও,গতি মন্দ বোঝা স্ত্রীলোক অতি করুণস্বর কহা ওগো এই ছেলে দুই খাওয়া দাওয়া
1526,আমি বললুম সে আমি বুঝি নে ওকে আমি গাড়িতে তুলে নেবই,আমি বলা সে আমি বোঝা না ও আমি গাড়ি তোলা নেওয়া
1527,আমার শত্রুরাও কবুল করবে যে সে বই পড়েও থাকি,আমি শত্রু কবুল করা যে তিনি বই পড়া থাকা
1528,একটা ফুলের চারাকে আলোক এবং বাতাস হইতে রুদ্ধঘরে রাখিলে তাহার যেরূপ অবস্থা হয় বিনোদার বঞ্চিত যৌবনেরও সেইরূপ অবস্থা ঘটিয়াছিল,এক ফুল চারা আলো এবং বাতাস হওয়া রুদ্ধঘর রাখা তিনি যেরূপ অবস্থা হয় বিনোদা বঞ্চিত যৌবন সেরূপ অবস্থা ঘটা
