Inflected_Word,Lemma,POS
পুজোর,পুজো,বিশেষ্য
অহিংসাব্রত,হিংসাব্রত,বিশেষণ
পুণ্যার্থীদের,পুণ্যার্থী,বিশেষ্য
চড়ে,চড়ানো,ক্রিয়া
উঠছে,ওঠা,ক্রিয়া
চেক,চেক,বিশেষণ
মেরজাই,মেরজাই,বিশেষ্য
আঁচড়ানো,আঁচড়ানো,ক্রিয়া
ভিজে,ভিজে,বিশেষণ
একমাত্র,একমাত্র,বিশেষণ
উত্তরবঙ্গের,উত্তরবঙ্গ,বিশেষ্য
চা,চা,বিশেষ্য
শিল্পকে,শিল্প,বিশেষ্য
চাঙ্গা,চাঙ্গা,বিশেষণ
পশ্চিমবঙ্গের,পশ্চিমবঙ্গ,বিশেষ্য
অর্থমন্ত্রী,অর্থমন্ত্রী,বিশেষ্য
অমিত,অমিত,বিশেষ্য
মিত্র,মিত্র,বিশেষ্য
তুলেছেন,তোলা,ক্রিয়া
পরিষেবা,পরিষেবা,বিশেষ্য
কর,কর,বিশেষ্য
যেটার,যা,ক্রিয়া
বসেছি,বসা,ক্রিয়া
পশ্চাতে,পশ্চাত,বিশেষ্য
ভূপর্যস্ত,ভূপর্যস্ত,বিশেষণ
আন্দোলিত,আন্দোলন,বিশেষ্য
যাহার,যাহা,সর্বনাম
ভূতনাথ,ভূতনাথ,বিশেষ্য
নলিনীকান্ত,নলিনীকান্ত,বিশেষ্য
বলিলে,বলা,ক্রিয়া
অসহ্য,সহ্য,বিশেষণ
পৌরোহিত্যে,পুরোহিত,বিশেষ্য
প্রস্তাব,প্রস্তাব,বিশেষ্য
ছোট,ছোট,বিশেষণ
মাঝারি,মাঝারি,বিশেষণ
মাপের,মাপ,বিশেষ্য
প্রয়োগ,প্রয়োগ,বিশেষ্য
বিস্তার,বিস্তার,বিশেষ্য
ক্ষুদ্র,ক্ষুদ্র,বিশেষণ
ক্ষুদ্রতর,ক্ষুদ্র,বিশেষণ
স্তরে,স্তর,বিশেষ্য
এমনকী,এমন,বিশেষণ
ব্যতিক্রমী,ব্যতিক্রম,বিশেষণ
ক্ষেত্রে,ক্ষেত্র,বিশেষ্য
স্বশাসনের,স্বশাসন,বিশেষ্য
কথাও,কথা,বিশেষ্য
ভাবা,ভাবা,ক্রিয়া
ল্যান্ডমার্ক,ল্যান্ডমার্ক,বিশেষ্য
বেনিয়াটোলা,বেনিয়াটোলা,বিশেষ্য
লেনে,লেন,বিশেষ্য
পাবলিশার্সের,পাবলিশার্স,বিশেষ্য
স্মৃতি,স্মৃতি,বিশেষ্য
বিজড়িত,বিজড়িত,বিশেষণ
বাড়িটা,বাড়ি,বিশেষ্য
মৃত্যুসংবাদ,মৃত্যুসংবাদ,বিশেষ্য
পরেশের,পরেশ,বিশেষ্য
বন্ধুগণ,বন্ধুগণ,বিশেষ্য
সৎকারের,সৎকার,বিশেষ্য
দেখিল,দেখা,ক্রিয়া
স্বামীর,স্বামী,বিশেষ্য
পার্শ্বে,পার্শ্ব,বিশেষ্য
শয়ান,শয়ান,বিশেষণ
তবুও,তবু,অব্যয়
এদের,এ,সর্বনাম
ভারতকেই,ভারত,বিশেষ্য
উচিত,উচিত,বিশেষণ
উত্তরটা,উত্তর,বিশেষ্য
খোঁজার,খোঁজা,বিশেষ্য
বিখ্যাত,বিখ্যাত,বিশেষণ
কেননা,কেননা,অব্যয়
যুক্তির,যুক্তি,বিশেষ্য
মুশকিল,মুশকিল,বিশেষ্য
যৌক্তিক,যুক্তি,বিশেষ্য
সীমা,সীমা,বিশেষ্য
উঠিতে,ওঠা,ক্রিয়া
পারেন,পারা,ক্রিয়া
পোহাতে,পোহানো,ক্রিয়া
পাড়ে,পাড়,বিশেষ্য
উঠে,ওঠা,ক্রিয়া
সবার,সবার,বিশেষণ
এগিয়ে,এগোনো,ক্রিয়া
গন্ধে,গন্ধ,বিশেষ্য
দুর্ভিক্ষকাতর,দুর্ভিক্ষকাতর,বিশেষণ
বুভুক্ষুগণ,বুভুক্ষু,বিশেষণ
দ্বারে,দ্বার,বিশেষ্য
সমাগত,সমাগম,বিশেষ্য
তাহাদিগকে,সে,সর্বনাম
খেদাইয়া,খেদানো,ক্রিয়া
রাখিবার,রাখা,ক্রিয়া
অতিরিক্ত,অতিরিক্ত,বিশেষণ
দ্বারী,দ্বারী,বিশেষ্য
চাঁদা,চাঁদা,বিশেষ্য
আদায়ের,আদায়,বিশেষ্য
আগামীকাল,আগামীকাল,বিশেষ্য
ঘটনাস্থল,ঘটনাস্থল,বিশেষ্য
ঘুরে,ঘোরা,ক্রিয়া
ময়নাতদন্তের,ময়নাতদন্ত,বিশেষ্য
দিল্লিতে,দিল্লি,বিশেষ্য
বিশদে,বিশদ,বিশেষণ
জানাব,জানানো,ক্রিয়া
বিষয়,বিষয়,বিশেষ্য
যতই,যত,সর্বনাম
বিষয়ের,বিষয়,বিশেষ্য
উত্তরাধিকারীর,উত্তরঅধিকারী,বিশেষ্য
ততই,তত,বিশেষণ
ব্যাকুল,ব্যাকুল,বিশেষণ
ছাড়ালে,ছাড়ানো,ক্রিয়া
বের,বের,ক্রিয়া
বদলে,বদল,বিশেষ্য
হিসেবও,হিসেব,বিশেষ্য
অসংখ্য,সংখ্যা,বিশেষণ
প্রকাশকদের,প্রকাশ,বিশেষ্য
দফতর,দফতর,বিশেষ্য
বাঁধাইয়ের,বাঁধানো,বিশেষ্য
ছাপাখানা,ছাপা,বিশেষ্য
নিয়েই,নেওয়া,ক্রিয়া
পাড়া,পাড়া,ক্রিয়া
সীতারাম,সীতারাম,বিশেষ্য
স্ট্রিট,স্ট্রিট,বিশেষ্য
ছাড়িয়ে,ছাড়ানো,ক্রিয়া
খেলে,খেলা,ক্রিয়া
অ্যান্টি,অ্যান্টি,অন্যান্য
এজিংয়ের,এজিং,অন্যান্য
লড়াইতে,লড়াই,বিশেষ্য
আপনাকে,আপনি,সর্বনাম
অনেকটাই,অনেক,সর্বনাম
পিছিয়ে,পেছানো,ক্রিয়া
সামলানোর,সামলানো,ক্রিয়া
প্রশাসনিক,প্রশাসন,বিশেষ্য
উদ্যোগ,উদ্যোগ,বিশেষ্য
যায়নি,যাওয়া,ক্রিয়া
নিগ্রহের,নিগ্রহ,বিশেষ্য
তাকাইলে,তাকানো,ক্রিয়া
দরিদ্র,দরিদ্র,বিশেষণ
হরিনাথের,হরিনাথ,বিশেষ্য
জীর্ণ,জীর্ণ,বিশেষণ
ব্যয়ে,ব্যয়,বিশেষ্য
ছাইয়া,ছাওয়া,ক্রিয়া
দিলাম,দেওয়া,ক্রিয়া
দুগ্ধবতী,দুগ্ধ,বিশেষ্য
করিলাম,করা,ক্রিয়া
বন্ধকি,বন্ধক,বিশেষ্য
জোতজমা,জোতজমা,বিশেষ্য
মহাজনের,মহাজন,বিশেষ্য
বলয়ের,বলয়,বিশেষ্য
মধ্যস্থতায়,মধ্য,বিশেষ্য
উত্তরোত্তর,উত্তরোত্তর,ক্রিয়াবিশেষণ
আর্থিক,অর্থ,বিশেষ্য
শ্রীবৃদ্ধি,শ্রীবৃদ্ধি,বিশেষণ
ঘটিতেছিল,ঘটা,ক্রিয়া
সুকুমারমূর্তি,সুকুমারমূর্তি,বিশেষণ
গানবাজনায়,গানবাজনা,বিশেষ্য
সিদ্ধহস্ত,সিদ্ধহস্ত,বিশেষণ
কাজকর্মে,কাজকর্ম,বিশেষ্য
নিরতিশয়,অতিশয়,বিশেষণ
অপটু,পটু,বিশেষণ
অনভ্যস্ত,অভ্যাস,বিশেষ্য
হস্তে,হস্ত,বিশেষ্য
থালি,থালি,বিশেষ্য
নিজে,নিজ,সর্বনাম
মাজিতে,মাজা,ক্রিয়া
উপবাস,উপবাস,বিশেষ্য
দিল,দেওয়া,ক্রিয়া
রসিকবিলের,রসিকবিল,বিশেষ্য
আবাসিক,আবাসন,বিশেষ্য
ঘড়িয়ালের,ঘড়িয়াল,বিশেষ্য
হওয়ায়,হওয়া,ক্রিয়া
বনকর্মীরা,কর্ম,বিশেষ্য
বিপুল,বিপুল,বিশেষণ
ঐশ্বর্যই,ঐশ্বর্য,বিশেষ্য
ভোগ,ভোগ,বিশেষ্য
করিবে,করা,ক্রিয়া
ভাবনায়,ভাবনা,বিশেষ্য
পূর্বে,পূর্ব,বিশেষ্য
বিমুখ,বিমুখ,বিশেষণ
হইলেন,হওয়া,ক্রিয়া
কিশোরীরও,কিশোর,বিশেষ্য
সেজেগুজে,সাজানো,বিশেষ্য
হইহই,হইহই,বিশেষ্য
সেদ্ধ,সেদ্ধ,বিশেষণ
এলে,আসা,ক্রিয়া
নামিয়ে,নামানো,ক্রিয়া
ভ্রাতুষ্পুত্র,ভ্রাতুষ্পুত্র,বিশেষ্য
গৃহস্থের,গৃহস্থ,বিশেষ্য
আলস্যভরে,আলস্যভর,অব্যয়
পত্নীর,পত্নী,বিশেষ্য
আদরে,আদর,বিশেষ্য
প্রতিদিন,প্রতিদিন,ক্রিয়াবিশেষণ
স্ফীত,স্ফীত,বিশেষণ
হেয়,হেয়,বিশেষণ
গুয়াহাটি,গুয়াহাটি,বিশেষ্য
এনটিসিএর,এনটিসিএ,বিশেষ্য
ডিমাপুর,ডিমাপুর,বিশেষ্য
ডিউটির,ডিউটি,অন্যান্য
থাকবে,থাকা,ক্রিয়া
রাজপরিবারের,রাজপরিবার,বিশেষ্য
মোদককে,মোদক,বিশেষ্য
ডেকে,ডাকা,ক্রিয়া
বললেন,বলা,ক্রিয়া
ওহে,ও,অব্যয়
পারো,পারা,ক্রিয়া
যেটা,যে,সর্বনাম
দেখিলেই,দেখা,ক্রিয়া
অন্তরাত্মা,অন্তরাত্মা,বিশেষ্য
শুকাইয়া,শুকানো,ক্রিয়া
আধিকারিক,আধিকারিক,বিশেষ্য
ভোট,ভোট,বিশেষ্য
দেওয়ার,দেওয়া,ক্রিয়া
তোড়জোড়,তোড়জোড়,বিশেষ্য
সর্বত্র,সর্বত্র,ক্রিয়াবিশেষণ
পি,পি,অন্যান্য
টি,টি,অন্যান্য
আই,আই,অন্যান্য
সাতান্ন,সাতান্ন,বিশেষণ
বিয়েটা,বিয়ে,বিশেষ্য
ভেঙেই,ভাঙা,ক্রিয়া
দেখতেন,দেখা,ক্রিয়া
জুতো,জুতো,বিশেষ্য
হাসি,হাসি,বিশেষ্য
ফুচকা,ফুচকা,বিশেষ্য
কোনো,কোন,সর্বনাম
দীর্ঘকাল,দীর্ঘকাল,বিশেষ্য
পছন্দ,পছন্দ,বিশেষ্য
তৈরি,তৈরি,বিশেষণ
করেছিলেন,করা,ক্রিয়া
তৃণমূলীকরণ,তৃণমূল,বিশেষ্য
তারই,তা,বিশেষ্য
আবশ্যিক,অবশ্য,বিশেষণ
ভিত্তি,ভিত্তি,বিশেষ্য
আইডেন্টিটি,আইডেন্টিটি,অন্যান্য
পলিটিকস,পলিটিকস,অন্যান্য
বিবেচনা,বিবেচনা,বিশেষ্য
বাড়িয়া,বেড়ে,ক্রিয়া
উঠিল,ওঠা,ক্রিয়া
সংসার,সংসার,বিশেষ্য
ভয়ও,ভয়,বিশেষ্য
নভেম্বর,নভেম্বর,বিশেষ্য
হায়দরাবাদ,হায়দরাবাদ,বিশেষ্য
অঞ্চলকে,অঞ্চল,বিশেষ্য
রায়লসীমা,রায়লসীমা,বিশেষ্য
অন্ধ্র,অন্ধ্র,বিশেষ্য
উপকূলের,উপকূল,বিশেষ্য
যুক্ত,যুক্ত,বিশেষণ
অন্ধ্রপ্রদেশ,অন্ধ্রপ্রদেশ,বিশেষ্য
তখনও,তখন,অব্যয়
নেহরু,নেহরু,বিশেষ্য
অপ্রসন্ন,প্রসন্ন,বিশেষণ
হলেন,হওয়া,ক্রিয়া
টাকাতেই,টাকা,বিশেষ্য
পড়ার,পড়া,ক্রিয়া
তারাই,সে,সর্বনাম
বজ্জাতীয়,বজ্জাতি,বিশেষণ
স্লোগান,স্লোগান,বিশেষণ
ঘাড়,ঘাড়,বিশেষ্য
নাড়িয়া,নাড়ানো,ক্রিয়া
ব্যাপারটা,ব্যাপার,বিশেষ্য
বড়ো,বড়ো,বিশেষণ
কাশ্মীরিদের,কাশ্মীর,বিশেষ্য
মুক্তি,মুক্ত,বিশেষ্য
স্বশাসন,স্বশাসন,বিশেষ্য
আনামাত্র,আনামাত্র,ক্রিয়াবিশেষণ
করাটাই,করা,ক্রিয়া
জাতীয়তাবাদ,জাতীয়তাবাদ,বিশেষ্য
ভারতীয়তাবাদ,ভারত,বিশেষ্য
প্রসাধনী,প্রসাধনী,বিশেষ্য
কাঁচা,কাঁচা,বিশেষণ
বেটে,বাটা,ক্রিয়া
লাগিয়ে,লাগানো,ক্রিয়া
দিলে,দেওয়া,ক্রিয়া
ত্বকের,ত্বক,বিশেষ্য
খসখসে,খসখস,বিশেষ্য
ভাব,ভাব,বিশেষ্য
পাত্রে,পাত্র,বিশেষ্য
কর্নফ্লাওয়ার,কর্নফ্লাওয়ার,অন্যান্য
বেকিং,বেকিং,অন্যান্য
সোডা,সোডা,বিশেষ্য
মেশান,মেশানো,ক্রিয়া
টানিয়া,টানা,ক্রিয়া
কাশ্মীর,কাশ্মীর,বিশেষ্য
সময়েও,সময়,বিশেষ্য
তাতেই,তা,বিশেষ্য
বাড়ে,বাড়ানো,ক্রিয়া
প্রাণাধিক,প্রাণাধিক,বিশেষণ
ভিটার,ভিটে,ক্রিয়া
মায়ায়,মায়া,বিশেষ্য
বৃদ্ধ,বৃদ্ধ,বিশেষণ
কম্পিতপদে,কম্পনপদ,বিশেষ্য
আদালতের,আদালত,বিশেষ্য
সাক্ষ্যমঞ্চে,সাক্ষ্যমঞ্চ,বিশেষ্য
দাঁড়াইলেন,দাঁড়ানো,ক্রিয়া
পাশের,পাশ,বিশেষ্য
দাসীটা,দাসী,বিশেষ্য
ভার্যাকে,ভার্যা,বিশেষ্য
পুরো,পুরো,বিশেষণ
ওজনের,ওজন,বিশেষ্য
ভর্তা,ভর্তা,বিশেষ্য
বসতেই,বসা,ক্রিয়া
মেয়ে,মেয়ে,বিশেষ্য
মজঃফরপুরে,মজঃফরপুর,বিশেষ্য
মেয়েদের,মেয়ে,বিশেষ্য
হাইস্কুলে,হাইস্কুল,বিশেষ্য
তৃতীয়,তৃতীয়,বিশেষণ
বর্গে,বর্গে,বিশেষ্য
কষাত,কষা,বিশেষণ
প্রণাম,প্রণাম,বিশেষ্য
মালা,মালা,বিশেষ্য
চন্দনের,চন্দন,বিশেষ্য
ফোঁটা,ফোঁটা,বিশেষ্য
বেতনের,বেতন,বিশেষ্য
প্রণয়টা,প্রণয়,বিশেষ্য
বেশি,বেশি,বিশেষণ
দামী,দাম,বিশেষ্য
উঠিয়াছিল,ওঠা,ক্রিয়া
পুরস্কারবিতরণের,পুরস্কারবিতরণ,বিশেষ্য
দুমাস,দুইমাস,বিশেষ্য
গেলাম,যাওয়া,ক্রিয়া
ক্ষেত্রেই,ক্ষেত্র,বিশেষ্য
খুঁতখুঁতানি,খুঁতখুঁতানি,বিশেষ্য
সিদ্ধান্তই,সিদ্ধান্ত,বিশেষ্য
পরিস্থিতির,পরিস্থিতি,বিশেষ্য
বাঁদর,বাঁদর,বিশেষ্য
মারেন,মারা,ক্রিয়া
নিয়ম,নিয়ম,বিশেষ্য
নৌকোয়,নৌকো,বিশেষ্য
দ্বিতীয়,দ্বিতীয়,বিশেষণ
ব্যক্তি,ব্যক্তি,বিশেষ্য
প্রকৃত,প্রকৃত,বিশেষণ
বিনোদার,বিনোদা,বিশেষ্য
কাহারও,কেহ,সর্বনাম
সর্বত্রই,সর্বত্র,ক্রিয়াবিশেষণ
গৌরবের,গৌরব,বিশেষ্য
চেষ্টায়,চেষ্টা,বিশেষ্য
সহজেই,সহজ,বিশেষণ
লইতেন,লওয়া,ক্রিয়া
প্রেরণা,প্রেরণা,বিশেষ্য
খুঁজে,খোঁজা,ক্রিয়া
নিজেই,নিজ,সর্বনাম
সংসারে,সংসার,বিশেষ্য
বিজ্ঞ,বিজ্ঞ,বিশেষণ
লোকও,লোক,বিশেষ্য
ঠকে,ঠকানো,ক্রিয়া
ভিত্তিতে,ভিত্তি,বিশেষ্য
প্রদেশ,প্রদেশ,বিশেষ্য
ভাগাভাগির,ভাগ,বিশেষ্য
যুক্তিটি,যুক্তি,বিশেষ্য
গিয়ে,গিয়ে,অব্যয়
ভাষাকেই,ভাষা,বিশেষ্য
চরম,চরম,বিশেষণ
দলিত,দলিত,বিশেষণ
ফণিনীর,ফণিনী,বিশেষ্য
মুহূর্তের,মুহূর্ত,বিশেষ্য
উদগ্র,উদগ্র,বিশেষণ
মিথ্যা,মিথ্যা,বিশেষণ
স্পর্ধা,স্পর্ধা,বিশেষ্য
স্বামীকে,স্বামী,বিশেষ্য
বিদ্ধ,বিদ্ধ,বিশেষণ
রুদ্ধকন্ঠে,রুদ্ধকন্ঠ,ক্রিয়াবিশেষণ
করো,করা,ক্রিয়া
বেলেঘাটা,বেলেঘাটা,বিশেষ্য
হাসপাতালে,হাসপাতাল,বিশেষ্য
চিকিৎসা,চিকিৎসা,বিশেষ্য
গত,গত,বিশেষণ
মুখস্থ,মুখস্থ,বিশেষণ
অন্তরের,অন্তর,বিশেষ্য
তথাপি,তথাপি,অব্যয়
শত,শত,বিশেষণ
সহস্র,সহস্র,বিশেষণ
বৎসর,বৎসর,বিশেষ্য
নবীন,নবীন,বিশেষণ
শ্যামল,শ্যামল,বিশেষণ
রহিয়াছে,রওয়া,ক্রিয়া
অন্যরা,অন্য,সর্বনাম
বাঘিনীকে,বাঘ,বিশেষ্য
গুলি,গুলি,বিশেষ্য
ছুড়তে,ছোড়া,ক্রিয়া
থাকেন,থাকা,ক্রিয়া
ভাঙার,ভাঙা,বিশেষ্য
নিক,নেওয়া,ক্রিয়া
এস,এস,অন্যান্য
কোথা,কোথা,অব্যয়
নামিয়াছেন,নামানো,ক্রিয়া
বিদ্যুতালোকে,বিদ্যুতআলোক,বিশেষ্য
মুহূর্তে,মুহূর্ত,বিশেষ্য
হৃদয়ে,হৃদয়,বিশেষ্য
বহুদিন,বহুদিন,সর্বনাম
হইতেই,হওয়া,ক্রিয়া
অকৃতজ্ঞ,কৃতজ্ঞ,বিশেষণ
কাঠঠোকরা,কাঠঠোকরা,বিশেষ্য
দৃঢ়,দৃঢ়,বিশেষণ
মহত্ত্বের,মহত্ত্ব,বিশেষ্য
ঠক্,ঠক্,ক্রিয়া
চঞ্চুপাত,চঞ্চুপাত,বিশেষ্য
কাদাখোঁচা,কাদাখোঁচা,বিশেষ্য
সরস,সরস,বিশেষণ
উর্বর,উর্বর,বিশেষণ
কোমলত্বের,কোমল,বিশেষণ
খচ্,খচ্,অব্যয়
চঞ্চু,চঞ্চু,বিশেষ্য
রহিয়া,রওয়া,ক্রিয়া
একাধিকবার,একাধিকবার,সর্বনাম
শিকারে,শিকার,বিশেষ্য
ধনীবংশের,ধনীবংশ,বিশেষ্য
পরমাদরে,পরমআদর,বিশেষ্য
পালিতা,পালন,বিশেষণ
মিনিট,মিনিট,বিশেষ্য
কাপ,কাপ,বিশেষ্য
ঢেলে,ঢালা,ক্রিয়া
পাত্রটি,পাত্র,বিশেষ্য
চাপা,চাপা,ক্রিয়া
জিপিএস,জিপিএস,অন্যান্য
বাঘিনীর,বাঘ,বিশেষ্য
ফিরতেই,ফেরা,ক্রিয়া
বহুপূর্বে,বহুপূর্ব,সর্বনাম
শখটাকে,শখ,বিশেষ্য
সমূলে,মূল,বিশেষ্য
বিনাশ,বিনাশ,বিশেষ্য
রানী,রানী,বিশেষ্য
বহুবিধ,বহুবিধ,বিশেষণ
করিয়াছিলেন,করা,ক্রিয়া
স্মরণ,স্মরণ,বিশেষ্য
করাইয়া,করা,ক্রিয়া
কলিকার,কলিকা,বিশেষ্য
স্বদেশকে,স্বদেশ,বিশেষ্য
নে,না,বিশেষ্য
ভরা,ভরা,ক্রিয়া
বসন্তে,বসন্ত,বিশেষ্য
চিংড়ি,চিংড়ি,বিশেষ্য
খিচুড়ি,খিচুড়ি,বিশেষ্য
বানালে,বানানো,ক্রিয়া
জমবে,জমা,ক্রিয়া
চিংড়িগুলো,চিংড়ি,বিশেষ্য
হালকা,হালকা,বিশেষণ
কষতে,কষা,ক্রিয়া
বিষয়টি,বিষয়,বিশেষ্য
পুরো,পুরো,বিশেষ্য
জানি,জানা,ক্রিয়া
গৃহিণীঠাকুরানীর,গৃহিণীঠাকুর,বিশেষ্য
বালিশের,বালিশ,বিশেষ্য
নীচে,নীচ,বিশেষ্য
নায়েবের,নায়েব,বিশেষ্য
একজোড়া,একজোড়া,বিশেষণ
ইয়ারিং,ইয়ারিং,বিশেষ্য
বাহির,বাহির,বিশেষ্য
মুকুট,মুকুট,বিশেষ্য
রাজবেশ,রাজবেশ,বিশেষ্য
কটিদেশে,কটিদেশ,বিশেষ্য
পড়িয়া,পড়া,ক্রিয়া
গোঁ,গোঁ,বিশেষ্য
ফেনা,ফেনা,বিশেষ্য
পড়িতেছে,পড়া,ক্রিয়া
চক্ষুতারকা,চক্ষুতারকা,বিশেষ্য
নিজেকে,নিজ,সর্বনাম
অকিঞ্চিৎকর,কিঞ্চিৎ,বিশেষণ
বঞ্চিত,বঞ্চিত,বিশেষ্য
ননঅ্যাচিভারও,ননঅ্যাচিভার,অন্যান্য
সকলে,সকল,বিশেষ্য
পূজা,পূজা,বিশেষ্য
টাকাটার,টাকা,বিশেষ্য
ধ্যান,ধ্যান,বিশেষ্য
করিতেছিলাম,করা,ক্রিয়া
তুলসীপাড়ার,তুলসীপাড়া,ক্রিয়া
হরিনাথ,হরিনাথ,বিশেষ্য
মজুমদার,মজুমদার,বিশেষ্য
কাঁদিয়া,কান্না,ক্রিয়া
অনেকটা,অনেক,বিশেষণ
নিষ্ফল,নিষ্ফল,বিশেষণ
প্রতীক্ষায়,প্রতীক্ষা,বিশেষ্য
পড়া,পড়া,ক্রিয়া
চ্যাপলিন,চ্যাপলিন,বিশেষ্য
শশব্যস্ত,শশব্যস্ত,বিশেষণ
ডাক্তারবাবু,ডাক্তারবাবু,বিশেষ্য
রাজ,রাজ,বিশেষ্য
পরিবারের,পরিবার,বিশেষ্য
ভিয়েন,ভিয়েন,বিশেষ্য
বংশের,বংশ,বিশেষ্য
উত্তরসূরি,উত্তরসূরি,বিশেষ্য
জনার্দন,জনার্দন,বিশেষ্য
মোদকের,মোদক,বিশেষ্য
বেনারসে,বেনারস,বিশেষ্য
স্বজনেরা,স্বজন,বিশেষ্য
মাপকাঠি,মাপকাঠি,বিশেষ্য
গৌণ,গৌণ,বিশেষণ
স্কুলঘরের,স্কুলঘর,বিশেষ্য
কোণে,কোণ,বিশেষ্য
জলখাবারের,জলখাবার,বিশেষ্য
থালা,থালা,বিশেষ্য
বললে,বলা,ক্রিয়া
জগদীশ,জগদীশ,বিশেষ্য
কাঁদছিস,কান্না,ক্রিয়া
ঘটিল,ঘটা,ক্রিয়া
দেখাশুনার,দেখাশুনা,বিশেষ্য
চাই,চাওয়া,ক্রিয়া
স্বপ্ন,স্বপ্ন,বিশেষ্য
সত্যি,সত্য,বিশেষ্য
চাইলেই,চাওয়া,ক্রিয়া
বানিয়ে,বানানো,ক্রিয়া
অমলেট,অমলেট,বিশেষ্য
জনশ্রুতি,জনশ্রুতি,বিশেষ্য
বাল্যকালে,বাল্যকাল,বিশেষ্য
পিসিমার,পিসিমা,বিশেষ্য
স্বভাবটিও,স্বভাব,বিশেষ্য
এইরূপ,এইরূপ,সর্বনাম
তাৎপর্য,তাৎপর্য,সর্বনাম
বিশেষ,বিশেষ,ক্রিয়াবিশেষণ
জটিল,জটিল,বিশেষণ
বয়সপ্রাপ্ত,বয়সপ্রাপ্ত,বিশেষণ
হইলেই,হওয়া,ক্রিয়া
পারিবে,পারা,ক্রিয়া
পরিচিত,পরিচয়,বিশেষ্য
ক্রেতা,ক্রয়,বিশেষ্য
বিক্রেতার,বিক্রয়,বিশেষ্য
আন্তরিক,অন্তর,বিশেষণ
নদীতীরস্থ,নদীতীর,বিশেষ্য
শাখাসীন,শাখা,বিশেষ্য
কাঠঠোকরাকে,কাঠঠোকরা,বিশেষ্য
দেখিতেছি,দেখা,ক্রিয়া
আদ্যোপান্ত,আদ্যোপান্ত,ক্রিয়াবিশেষণ
অসম,অসম,বিশেষ্য
অরুণাচলে,অরুণাচল,বিশেষ্য
সিকিওরিটি,সিকিওরিটি,অন্যান্য
অফিসারের,অফিসার,অন্যান্য
বেসরকারি,সরকার,বিশেষ্য
সশস্ত্র,সঅস্ত্র,বিশেষ্য
আবেদনকারীর,আবেদন,বিশেষ্য
চালানোর,চালানো,ক্রিয়া
প্রশিক্ষণ,প্রশিক্ষণ,বিশেষ্য
জরুরি,জরুরি,বিশেষণ
নিয়মের,নিয়ম,বিশেষ্য
কৃতবিদ্য,কৃতবিদ্য,বিশেষণ
দারোগা,দারোগা,বিশেষ্য
ললিত,ললিত,বিশেষ্য
চক্রবর্তীর,চক্রবর্তী,বিশেষ্য
বন্ধুত্ব,বন্ধু,বিশেষ্য
শিল্পমহলের,শিল্পমহল,বিশেষ্য
নেওয়ার,নেওয়া,ক্রিয়া
মন্ত্রককে,মন্ত্রী,বিশেষ্য
জানিয়েছে,জানানো,ক্রিয়া
কেন্দ্রীয়,কেন্দ্র,বিশেষ্য
শিল্প,শিল্প,বিশেষ্য
বাণিজ্য,বাণিজ্য,বিশেষ্য
মন্ত্রকও,মন্ত্রী,বিশেষ্য
রফতানির,রফতানি,বিশেষ্য
শতাংশ,শতঅংশ,অব্যয়
ছোটো,ছোটো,বিশেষণ
সমবয়স্ক,সমবয়স্ক,বিশেষণ
সঙ্গিনী,সঙ্গ,বিশেষ্য
কিংবা,কিংবা,অব্যয়
ভগিনী,ভগিনী,বিশেষ্য
সঙ্গেই,সঙ্গে,অব্যয়
যত,যত,ক্রিয়াবিশেষণ
গন্ধটা,গন্ধ,বিশেষ্য
এসেনশিয়াল,এসেনশিয়াল,অন্যান্য
ওলেইক,ওলেইক,অন্যান্য
লিনোলেইক,লিনোলেইক,অন্যান্য
অ্যাসিড,অ্যাসিড,অন্যান্য
স্ট্রিটের,স্ট্রিট,বিশেষ্য
প্রান্তে,প্রান্ত,বিশেষ্য
ফাটাকেষ্টর,ফাটাকেষ্ট,বিশেষ্য
কালীপুজোটি,কালীপুজো,বিশেষ্য
দ্বিতীয়ত,দ্বিতীয়,বিশেষণ
অস্ত্র,অস্ত্র,বিশেষ্য
নিয়োগ,নিয়োগ,সর্বনাম
কর্তাকেই,কর্তা,বিশেষ্য
পেয়ে,পাওয়া,ক্রিয়া
বনকর্মীরা,বনকর্মী,বিশেষ্য
জানে,জানা,ক্রিয়া
দেশপ্রেমের,দেশপ্রেম,বিশেষ্য
সংজ্ঞা,সংজ্ঞা,বিশেষ্য
ভাবব,ভাবা,ক্রিয়া
সৌদি,সৌদি,বিশেষ্য
আরবে,আরব,বিশেষ্য
নিষেধাজ্ঞা,নিষেধআজ্ঞা,বিশেষ্য
কড়া,কড়া,বিশেষণ
পর্যটকের,পর্যটন,বিশেষ্য
দানা,দানা,বিশেষ্য
জেল,জেল,বিশেষ্য
ক্রমে,ক্রম,বিশেষ্য
ষোলো,ষোলো,বিশেষ্য
আনায়,আনা,বিশেষ্য
কষ্টে,কষ্ট,বিশেষ্য
উদ্ধারের,উদ্ধার,বিশেষ্য
বিতর্কের,বিতর্ক,বিশেষ্য
ঝুঁকি,ঝুঁকি,বিশেষ্য
আড়মোড়া,আড়মোড়া,বিশেষ্য
ভাঙে,ভাঙা,ক্রিয়া
নাগাদ,নাগাদ,অব্যয়
এমনিতেই,এমন,সর্বনাম
মন্দার,মন্দার,বিশেষ্য
জেরে,জের,বিশেষ্য
